codigo,CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB
3917,2018,6,12019000,21,827,MG,817800,5343,5343314,2301633
3918,2018,5,12019000,21,827,GO,320151,5000,5000000,1877500
3919,2018,11,12019000,21,160,DF,817800,349,348710,135952
3920,2018,4,12019000,21,23,TO,217800,9250,9250000,3797644
3921,2018,6,12019000,21,399,MS,917800,13574,13573270,5113459
3922,2018,6,12019000,21,386,MT,227600,549,548937,206614
3923,2018,9,12019000,21,160,MS,817800,300,300000,130656
3924,2018,11,12019000,21,676,MT,927502,18754,18753606,7644150
3925,2018,10,12019000,21,160,ND,727600,89006,89006001,35576194
3926,2018,3,12019000,21,676,MG,927502,66028,66027410,29565460
3927,2018,8,12019000,21,245,MT,917800,26970,26968525,10979966
3928,2018,12,12019000,21,160,MT,927502,388,387669,177113
3929,2018,4,12019000,21,573,GO,917800,110,110000,52722
3930,2018,12,12019000,21,160,PR,927502,3539,3538769,1231024
3931,2018,5,12019000,21,628,PI,217800,9,9000,3671
3932,2017,7,12019000,21,160,MA,327600,175408,175406599,63829264
3933,2017,2,12019000,21,160,MT,817800,54479755,826836679,330053283
3934,2017,5,12019000,21,573,RO,227600,23545,23546334,8361887
3935,2017,7,12019000,21,160,SC,1017700,5000,5000000,1840950
3936,2017,10,12019000,21,160,MG,727600,284973,85173024,31597414
3937,2017,5,12019000,21,573,MT,327600,11700,11700000,4372330
3938,2017,7,12019000,21,573,RO,210200,9612400,9612400,3373952
3939,2017,2,12019000,21,160,SC,917800,57884,57882644,23928234
3940,2017,5,12019000,21,576,TO,217602,400,400000,156472
3941,2017,7,12019000,21,245,GO,327600,100,100000,36415
3942,2017,10,12019000,21,160,MT,925251,945,945346,351584
3943,2017,7,12019000,21,161,DF,817800,127,126874,46143
3944,2017,8,12019000,21,160,MG,917800,4365,4365000,1634902
3945,2017,8,12019000,21,160,MS,927700,52992,52993751,18961677
3946,2017,8,12019000,21,399,PR,917800,40,40800,27700
3947,2017,5,12019000,21,160,BA,327600,4830,4830490,1694488
3948,2017,3,12019000,21,576,MT,817800,16010580,23218678,9016493
3949,2017,3,12019000,21,160,SC,917800,19651015,140936081,61100299
3950,2017,3,12019000,21,160,MS,817800,83497919,193654535,76372177
3951,2017,5,12019000,21,573,MA,217602,1350,1350000,492713
3952,2017,1,12019000,21,160,BA,817800,350,350000,138128
3953,2017,11,12019000,21,160,RS,1017700,730136,730133802,277555284
3954,2017,8,12019000,21,573,TO,327600,15800,15800460,5655476
3955,2017,11,12019000,21,160,MG,727600,51974,51974037,19689139
3956,2017,3,12019000,21,161,DF,817800,2500,2500000,977650
3957,2017,6,12019000,21,160,MT,925251,9267,9267000,3340661
3958,2017,11,12019000,21,160,MS,917800,19843,19843315,7653136
3959,2017,4,12019000,21,160,MS,817800,18656486,173497998,64745004
3960,2017,9,12019000,21,776,MT,927700,5033,5033319,1909641
3961,2017,9,12019000,21,160,GO,727600,141633,141632755,53560401
3962,2017,4,12019000,21,160,MS,1017700,24909,24908321,9632801
3963,2017,4,12019000,21,190,PR,817800,9700,9700000,3317167
3964,2017,12,12019000,21,573,MT,227600,16303,16303476,6350530
3965,2017,4,12019000,21,160,PR,727600,31,31000,11442
3966,2017,9,12019000,21,493,PA,210200,1484054,1484054,553552
3967,2017,7,12019000,21,160,MS,917800,248629,74676953,27015552
3968,2017,4,12019000,21,190,GO,817800,18679,18678945,6713664
3969,2017,7,12019000,21,190,MS,817800,2394,2393928,889847
3970,2017,7,12019000,21,676,MT,217602,62662,62661845,22306066
3971,2017,9,12019000,21,628,ND,217602,0,2,1
3972,2017,7,12019000,21,493,MA,327600,22992,22991819,8347664
3973,2017,12,12019000,21,160,MS,1017700,37,37778,14236
3974,2017,10,12019000,21,160,PA,327600,1500,1500000,525555
3975,2017,10,12019000,21,160,SP,927700,924,923520,343679
3976,2017,5,12019000,21,160,PI,327600,78881,78882487,29181851
3977,2017,7,12019000,21,160,MA,217602,3000,3000000,1052433
3978,2017,7,12019000,21,160,MT,217602,106047590,114828800,40121477
3979,2017,12,12019000,21,160,PR,917800,87061331,305789702,119009757
3980,2017,10,12019000,21,160,PI,327600,9696,9695325,3695720
3981,2017,7,12019000,21,858,MT,917800,8420,8420609,3069398
3982,2017,1,12019000,21,160,MT,210200,2377,2376720,865454
3983,2017,7,12019000,21,372,RO,227600,5558,5558273,1925386
3984,2017,5,12019000,21,161,PR,927700,6236,6235891,2269864
3985,2017,5,12019000,21,576,PR,927700,47629,47629104,17334759
3986,2017,7,12019000,21,776,GO,817800,1040,1040000,361580
3987,2017,8,12019000,21,161,MG,817800,6808,6808227,2558787
3988,2017,3,12019000,21,160,SC,927700,2728035,24666286,9427079
3989,2017,3,12019000,21,160,MG,817800,67388047,256938799,100493517
3990,2017,8,12019000,21,161,PR,927700,62238,62238108,23344877
3991,2017,3,12019000,21,275,MT,210200,3731940,35640000,13766546
3992,2017,8,12019000,21,161,GO,817800,10933,10932668,3815609
3993,2017,5,12019000,21,827,PA,217602,7700,7700000,2743818
3994,2017,3,12019000,21,399,MT,227600,31511,31510995,12363339
3995,2017,8,12019000,21,190,GO,917800,3940,3939909,1573521
3996,2017,3,12019000,21,628,MT,210200,6643368,43037979,16606644
3997,2017,3,12019000,21,776,DF,817800,5000,5000000,1978500
3998,2017,8,12019000,21,161,GO,927700,40,40480,13763
3999,2017,8,12019000,21,628,PA,210200,8938710,8938710,3280507
4000,2017,6,12019000,21,249,SP,817600,0,8,54
4001,2017,6,12019000,21,493,MT,217602,42189,42187994,15386766
4002,2017,11,12019000,21,160,PA,217602,1154430,1154430,433108
4003,2017,6,12019000,21,160,PA,327600,50551,50550225,18749117
4004,2017,4,12019000,21,576,MS,917800,6691334,6691334,2552247
4005,2017,4,12019000,21,160,PR,817800,47601,47600932,17896919
4006,2017,4,12019000,21,190,SP,817800,27044790,71790156,26939891
4007,2017,4,12019000,21,245,MT,327600,45951,45950726,17336097
4008,2017,9,12019000,21,160,GO,817800,60552,60551895,22950229
4009,2017,12,12019000,21,160,MS,817800,16690,16689185,6995997
4010,2017,7,12019000,21,493,PA,327600,10478,10478000,3610285
4011,2017,4,12019000,21,161,MG,817800,1000000,1000000,364000
4012,2017,2,12019000,21,245,MT,217602,32747056,59776764,22459325
4013,2017,10,12019000,21,160,MA,327600,33184,33184058,12110438
4014,2017,7,12019000,21,160,PR,927700,260764,260766963,92558743
4015,2017,2,12019000,21,372,MT,917800,5732,5731562,2425361
4016,2017,7,12019000,21,827,RO,227600,21317,21317097,7325407
4017,2017,5,12019000,21,240,MT,217602,38548,38547095,14541303
4018,2017,5,12019000,21,245,MA,327600,10700,10700000,3971537
4019,2017,7,12019000,21,858,MT,727600,17100,17100000,6382830
4020,2017,7,12019000,21,245,TO,327600,43442,43441395,15760496
4021,2017,10,12019000,21,573,BA,517600,48928,48929108,17600966
4022,2017,7,12019000,21,160,GO,727600,191211,191211371,71955333
4023,2017,5,12019000,21,245,PA,327600,3150,3150000,1172295
4024,2017,10,12019000,21,160,PR,927700,86737,86736747,32258426
4025,2017,8,12019000,21,160,PR,917800,84704059,667134568,251307352
4026,2017,8,12019000,21,455,MG,817800,1784,1784450,641938
4027,2017,5,12019000,21,160,DF,817800,7480,7480000,2729011
4028,2017,8,12019000,21,190,PR,917800,49891,49891784,19822142
4029,2017,8,12019000,21,628,MT,327600,811,810991,309798
4030,2017,8,12019000,21,160,TO,217602,2952,2952043,1097595
4031,2017,1,12019000,21,776,GO,917800,1251,1251623,490148
4032,2017,8,12019000,21,399,PA,327600,1752,1751443,612847
4033,2017,8,12019000,21,161,SC,927700,19383,19383714,6907838
4034,2017,8,12019000,21,399,MT,327600,49,48788,17071
4035,2017,6,12019000,21,160,MS,927700,138505,138504036,49958198
4036,2017,11,12019000,21,160,MT,217602,4566032,7353971,2794517
4037,2017,8,12019000,21,676,GO,925251,19210,19209580,6875109
4038,2017,11,12019000,21,245,TO,327600,27978,27978159,10501603
4039,2017,8,12019000,21,190,MS,917800,1246,1246140,497683
4040,2017,9,12019000,21,160,MT,925251,226,226370,95361
4041,2017,9,12019000,21,160,RS,1017700,1253435,1253432165,471103831
4042,2017,4,12019000,21,160,PR,1017700,3403,3404076,1279469
4043,2017,6,12019000,21,160,MS,1017700,2542,2542171,933507
4044,2017,4,12019000,21,573,RO,227600,8050,8050000,3046442
4045,2017,4,12019000,21,628,RO,210200,12400,12400000,5079288
4046,2017,6,12019000,21,576,PI,217602,1601,1600970,597114
4047,2017,12,12019000,21,628,PI,517600,1740,1740000,671640
4048,2017,9,12019000,21,160,SC,925251,56236,56236361,20238342
4049,2017,7,12019000,21,576,MT,217602,26092,26092244,9162879
4050,2017,7,12019000,21,676,MT,925251,14829,14829790,6529242
4051,2017,7,12019000,21,161,RS,927700,296,295630,105153
4052,2017,7,12019000,21,245,PA,217602,66333,66333742,23314596
4053,2017,7,12019000,21,372,MS,917800,544,543896,196762
4054,2017,12,12019000,21,160,DF,727600,5800,5800000,2239246
4055,2017,4,12019000,21,628,PA,210200,4500,4500000,1843290
4056,2017,12,12019000,21,160,MT,927700,1106,1106139,406037
4057,2017,9,12019000,21,372,RS,1017700,59426,59426290,22371621
4058,2017,12,12019000,21,160,MG,1017700,4648,4648280,1812829
4059,2017,2,12019000,21,160,MT,917800,20243614,96345724,38078701
4060,2017,7,12019000,21,573,MT,210200,26708398,35097576,12284137
4061,2017,7,12019000,21,372,PA,327600,7758,7757546,2769444
4062,2017,7,12019000,21,160,MS,1017700,12858,12857311,4714597
4063,2017,10,12019000,21,160,TO,517600,27984,27984224,10746280
4064,2017,5,12019000,21,160,MT,217602,62314887,385106728,146730497
4065,2017,5,12019000,21,161,PR,917800,51477,51476504,19015719
4066,2017,12,12019000,21,820,GO,327600,2223,2223206,838304
4067,2017,2,12019000,21,372,MS,917800,11034,11033280,4896237
4068,2017,2,12019000,21,160,GO,917800,8465142,42247859,17212014
4069,2017,7,12019000,21,399,MS,927700,28563,28565444,10181270
4070,2017,7,12019000,21,573,SP,327600,5000,5000000,1871550
4071,2017,5,12019000,21,676,MT,217602,28907,28907268,11153296
4072,2017,5,12019000,21,576,MT,327600,1503,1503000,611856
4073,2017,5,12019000,21,573,MG,817800,15981,15980705,6056064
4074,2017,5,12019000,21,161,MS,917800,6373,6373033,2471781
4075,2017,7,12019000,21,160,MS,927700,122463,122461101,43509108
4076,2017,5,12019000,21,161,MT,817800,17845000,22840000,8924194
4077,2017,1,12019000,21,160,MS,817800,15311,15310847,6114725
4078,2017,7,12019000,21,160,PA,327600,20384,20386170,7468833
4079,2017,1,12019000,21,160,GO,917800,15419,15419916,6347456
4080,2017,8,12019000,21,160,PA,327600,29882,29882473,11009872
4081,2017,8,12019000,21,776,PA,327600,900,900000,325440
4082,2017,3,12019000,21,573,PA,217602,9366,9365370,3619071
4083,2017,5,12019000,21,160,GO,327600,3335,3334903,1333261
4084,2017,3,12019000,21,160,MT,210200,4458450,45606500,18172294
4085,2017,8,12019000,21,576,GO,927700,4672,4671860,1652297
4086,2017,3,12019000,21,160,ND,217602,12337,12337080,4800728
4087,2017,2,12019000,21,245,RO,210200,2900,2900000,1138888
4088,2017,5,12019000,21,399,PR,917800,115,115960,54636
4089,2017,3,12019000,21,858,MS,917800,41566,41565232,16559424
4090,2017,3,12019000,21,628,RO,210200,22063,22063310,8491286
4091,2017,8,12019000,21,245,PA,327600,1250,1250000,464025
4092,2017,6,12019000,21,455,PR,917800,9715,9715020,3900429
4093,2017,6,12019000,21,576,SP,927700,0,130,47
4094,2017,6,12019000,21,160,MG,917800,73,73305,26673
4095,2017,6,12019000,21,776,MT,727600,13329,13329792,4876072
4096,2017,2,12019000,21,399,SP,817600,4,2,8
4097,2017,11,12019000,21,160,PI,327600,30129,30129405,11587354
4098,2017,6,12019000,21,383,MT,227600,23440,23440000,7936550
4099,2017,6,12019000,21,160,BA,817800,5,5000,1846
4100,2017,6,12019000,21,160,TO,817800,1100,1100000,396952
4101,2017,4,12019000,21,160,SP,817800,259630412,733517363,278812131
4102,2017,9,12019000,21,160,SC,917800,1609452,18640928,6946191
4103,2017,6,12019000,21,576,PA,217602,5107,5107297,1904869
4104,2017,4,12019000,21,245,RO,227600,29731,29729718,11275951
4105,2017,9,12019000,21,160,BA,217602,40,40000,14920
4106,2017,9,12019000,21,160,MT,1017700,80,79560,29863
4107,2017,9,12019000,21,160,MG,517600,200,200000,77666
4108,2017,7,12019000,21,160,GO,927700,22486,22485844,8230008
4109,2017,7,12019000,21,160,GO,917800,5624,5624419,2137616
4110,2017,2,12019000,21,245,MT,227600,32592495,54875580,21359222
4111,2017,7,12019000,21,161,MS,817800,612,612000,225332
4112,2017,10,12019000,21,245,BA,517600,69059,69058484,26091017
4113,2017,5,12019000,21,160,MS,927700,130677,130674976,48043093
4114,2017,7,12019000,21,820,RO,227600,22166,22166090,7476622
4115,2017,5,12019000,21,160,SC,927700,229977,229977252,84962765
4116,2017,5,12019000,21,160,MT,817800,203826887,1274224627,467776607
4117,2017,5,12019000,21,160,GO,917800,1517,1515921,551725
4118,2017,2,12019000,21,160,RO,210200,11500,11500000,4599528
4119,2017,7,12019000,21,573,RO,227600,1050,1050000,376162
4120,2017,3,12019000,21,160,MT,917800,7790153,136948125,54292646
4121,2017,8,12019000,21,160,MG,817800,587531,28968089,10836761
4122,2017,10,12019000,21,628,PR,917800,4050210,4050210,1563381
4123,2017,8,12019000,21,576,MT,327600,6000,6000000,2146920
4124,2017,3,12019000,21,160,GO,917800,31417320,46209823,17989148
4125,2017,10,12019000,21,160,DF,727600,414,413904,158782
4126,2017,10,12019000,21,676,ES,917800,4400,4400000,1738792
4127,2017,8,12019000,21,628,MA,327600,11897,11897392,4544804
4128,2017,5,12019000,21,383,MT,217602,24240046,24240046,8528616
4129,2017,3,12019000,21,160,DF,917800,496,496336,201483
4130,2017,3,12019000,21,776,PR,917800,992,992020,385797
4131,2017,6,12019000,21,160,MS,817800,3091444,94443276,34667755
4132,2017,3,12019000,21,160,MA,217602,1000,1000000,389130
4133,2017,6,12019000,21,576,MT,217602,28471,28471093,10604257
4134,2017,5,12019000,21,493,PA,210200,10300040,10300040,4397499
4135,2017,11,12019000,21,160,RS,927700,1771,1771608,642621
4136,2017,6,12019000,21,160,GO,727600,171760,171760526,66087575
4137,2017,6,12019000,21,245,MT,210200,5033519,38519347,13753700
4138,2017,6,12019000,21,858,PR,917800,78895,78897418,28155414
4139,2017,9,12019000,21,161,MT,917800,3639235,3639235,1394611
4140,2017,6,12019000,21,776,DF,727600,6500,6500000,2359760
4141,2017,11,12019000,21,160,SP,327600,16,15767,5820
4142,2017,6,12019000,21,573,RO,227600,421,421255,149289
4143,2017,4,12019000,21,676,MT,217602,31261,31260898,12108284
4144,2017,4,12019000,21,245,MA,327600,35180,35178995,13559693
4145,2017,6,12019000,21,399,GO,817800,510000,10500000,3717600
4146,2017,4,12019000,21,245,PA,217602,2130,2130000,818687
4147,2017,9,12019000,21,190,MS,817800,1085,1085280,398113
4148,2017,4,12019000,21,161,GO,727600,4000,4000000,1503611
4149,2017,9,12019000,21,676,MT,925251,39542,39541800,18037606
4150,2017,6,12019000,21,576,TO,217602,324,323567,120681
4151,2017,6,12019000,21,169,MT,327600,7000,7000000,2473870
4152,2017,12,12019000,21,820,PI,327600,26166,26165537,9980060
4153,2017,7,12019000,21,399,RS,927700,123,123150,43578
4154,2017,7,12019000,21,399,BA,517600,16656,16656033,5877953
4155,2017,5,12019000,21,160,MA,327600,226896,226893527,85253233
4156,2017,5,12019000,21,399,TO,327600,13793,13792942,5425985
4157,2017,5,12019000,21,607,MT,327600,10800,10800000,3780000
4158,2017,2,12019000,21,160,RS,1017700,2781379,84240825,34370941
4159,2017,7,12019000,21,455,MT,817800,14360,14359920,5646445
4160,2017,2,12019000,21,776,PR,917800,22554,22554756,9135354
4161,2017,10,12019000,21,160,MS,817800,5000,5000000,1913500
4162,2017,2,12019000,21,573,RO,210200,8510,8510000,3390618
4163,2017,10,12019000,21,160,MG,517600,7,7000,2575
4164,2017,12,12019000,21,628,TO,517600,2798,2798460,1084959
4165,2017,10,12019000,21,160,GO,917800,8183,8182925,3164190
4166,2017,3,12019000,21,576,MS,817800,2068766,10646538,4044276
4167,2017,8,12019000,21,160,GO,817800,80766,71681437,26702070
4168,2017,8,12019000,21,776,MT,327600,18619,18619282,7018635
4169,2017,3,12019000,21,245,MT,217602,33182202,65353426,26917266
4170,2017,3,12019000,21,245,TO,327600,20200,20199666,7264073
4171,2017,5,12019000,21,399,MA,327600,13142,13142029,5183109
4172,2017,8,12019000,21,160,PR,927700,52664,52662573,19271932
4173,2017,5,12019000,21,160,RS,927700,8801,8801865,3221450
4174,2017,8,12019000,21,160,RS,927700,4744,4745143,1687445
4175,2017,5,12019000,21,628,PA,210200,6030,6030357,2574601
4176,2017,5,12019000,21,372,MT,917800,0,85,31
4177,2017,6,12019000,21,160,MT,727600,78306,78306255,28696555
4178,2017,6,12019000,21,160,MG,517600,2034,2033960,742151
4179,2017,3,12019000,21,160,SC,1017700,6858,6857724,2732660
4180,2017,6,12019000,21,190,SP,817800,4562,4562205,1674290
4181,2017,3,12019000,21,676,GO,925251,7117110,38338357,15720075
4182,2017,3,12019000,21,190,PR,817800,160,160000,61982
4183,2017,6,12019000,21,372,MT,217602,26588,26588405,9604624
4184,2017,6,12019000,21,386,MA,327600,29477,29477000,10787902
4185,2017,6,12019000,21,160,SP,1017700,15478,15477790,5642274
4186,2017,6,12019000,21,455,MT,817800,1455,1454640,581488
4187,2017,2,12019000,21,372,SP,917800,2545,2544797,1318600
4188,2017,4,12019000,21,160,MT,817800,317305804,1671961900,631507425
4189,2017,4,12019000,21,245,MT,210200,68237,68236960,25034109
4190,2017,9,12019000,21,160,MT,927700,11554,11554040,4378318
4191,2017,4,12019000,21,169,MT,817800,3600,3600000,1338120
4192,2017,4,12019000,21,160,MS,917800,30807982,163317011,61147680
4193,2017,4,12019000,21,160,MT,210200,4684820,34890000,13059431
4194,2017,4,12019000,21,245,MT,227600,134873,134874338,51437837
4195,2017,4,12019000,21,23,GO,917800,63,63320,40556
4196,2017,4,12019000,21,576,SP,917800,8,8310,3424
4197,2017,4,12019000,21,271,SC,917800,106,106000,108029
4198,2017,12,12019000,21,160,RS,917800,66695,66693917,25909256
4199,2017,7,12019000,21,240,RO,227600,18000,18000000,6241860
4200,2017,12,12019000,21,628,BA,517600,10315,10314596,3973949
4201,2017,4,12019000,21,372,MG,817800,4500,4500000,1786973
4202,2017,10,12019000,21,160,MT,727600,70943,70943133,26345221
4203,2017,7,12019000,21,160,PI,327600,59256,59254651,21898978
4204,2017,7,12019000,21,573,PA,210200,19043839,25176460,8872425
4205,2017,7,12019000,21,160,GO,817800,4563583,189023668,68846372
4206,2017,1,12019000,21,160,SC,1017700,2000,2000000,784520
4207,2017,12,12019000,21,160,MA,327600,1444786,16216536,6259859
4208,2017,5,12019000,21,576,RS,927700,5492,5491285,2086420
4209,2017,5,12019000,21,776,SP,817800,7022711,29711339,11092169
4210,2017,2,12019000,21,190,PR,917800,17705000,22700000,8920144
4211,2017,7,12019000,21,576,MT,917800,1527,1526576,550010
4212,2017,5,12019000,21,245,RO,210200,6042200,8240000,3413373
4213,2017,3,12019000,21,573,RO,227600,4327,4326879,1723483
4214,2017,5,12019000,21,573,GO,817800,6166,6166349,2269209
4215,2017,8,12019000,21,160,TO,327600,95427,95426266,35587420
4216,2017,1,12019000,21,399,PR,917800,17,17000,8670
4217,2017,3,12019000,21,160,GO,925251,2992,2992430,1194608
4218,2017,1,12019000,21,776,SC,917800,15236,15235637,5981816
4219,2017,8,12019000,21,160,MG,517600,157,156560,54998
4220,2017,11,12019000,21,160,TO,517600,12279,12279069,4683304
4221,2017,2,12019000,21,245,RO,227600,400000,400000,155692
4222,2017,6,12019000,21,372,PI,327600,19038,19038062,7201620
4223,2017,6,12019000,21,160,RS,917800,17178,17180090,5846392
4224,2017,6,12019000,21,160,SP,927700,926,926266,323846
4225,2017,6,12019000,21,160,MT,217602,52143580,193646398,70060615
4226,2017,6,12019000,21,160,TO,517600,15135,15135124,5526074
4227,2017,6,12019000,21,271,SC,917800,102,102140,109428
4228,2017,9,12019000,21,776,MT,327600,7800,7798050,2958514
4229,2017,6,12019000,21,576,RS,927700,3515,3515738,1294441
4230,2017,6,12019000,21,53,TO,327600,15358,15358130,5691600
4231,2017,4,12019000,21,776,MT,817800,2502847,105245232,40675974
4232,2017,9,12019000,21,190,GO,817800,15349,15346885,5669859
4233,2017,12,12019000,21,160,GO,917800,9950,9950374,3836356
4234,2017,12,12019000,21,160,MG,727600,47466,47465952,18175850
4235,2017,9,12019000,21,776,MT,817800,1003,1003160,358299
4236,2017,7,12019000,21,607,TO,327600,10900,10900000,3759955
4237,2017,7,12019000,21,190,MT,817800,8128,8127549,3060498
4238,2017,10,12019000,21,160,SP,917800,16575,16575658,6180125
4239,2017,7,12019000,21,776,MT,217602,24947,24946930,9384072
4240,2017,5,12019000,21,245,MT,210200,45415412,70483653,26955734
4241,2017,1,12019000,21,160,RS,1017700,312079,312080130,123459260
4242,2017,5,12019000,21,386,MT,227600,24402,24401385,8641262
4243,2017,2,12019000,21,160,PA,217602,3500,3500000,1361955
4244,2017,7,12019000,21,245,PI,327600,6200,6200000,2193494
4245,2017,7,12019000,21,190,GO,817800,25772,25772036,9421862
4246,2017,7,12019000,21,858,GO,727600,23322,23322104,8550540
4247,2017,10,12019000,21,160,BA,1017700,10000,10000000,3781650
4248,2017,2,12019000,21,628,MT,210200,10754423,35165021,14301546
4249,2017,7,12019000,21,372,PI,327600,10689,10689370,3816105
4250,2017,8,12019000,21,160,GO,727600,235347,235347309,90050635
4251,2017,10,12019000,21,160,RS,917800,1628,1627543,628625
4252,2017,3,12019000,21,576,SP,817800,2453364,5813642,2227033
4253,2017,8,12019000,21,399,PI,327600,18447,18446195,7513435
4254,2017,3,12019000,21,53,GO,727600,49258,49258652,19212155
4255,2017,3,12019000,21,160,GO,927700,11414,11414389,4583460
4256,2017,6,12019000,21,160,PR,817800,46277,46276498,18299814
4257,2017,2,12019000,21,275,RO,210200,16181580,16181580,6474533
4258,2017,6,12019000,21,538,MT,227600,38001,38001275,13900486
4259,2017,3,12019000,21,160,ES,727600,7600,7600000,2987408
4260,2017,11,12019000,21,160,MS,727600,278,278291,105550
4261,2017,6,12019000,21,858,MG,727600,11718,11718563,4272120
4262,2017,9,12019000,21,160,PR,1017700,5807,5808134,2177290
4263,2017,4,12019000,21,245,MT,217602,20341838,62137836,23895482
4264,2017,6,12019000,21,573,SC,917800,3,3000,2809
4265,2017,4,12019000,21,271,GO,917800,106,106000,109787
4266,2017,4,12019000,21,573,RO,210200,23161,23160830,8913677
4267,2017,9,12019000,21,160,GO,927700,4308,4308104,1634495
4268,2017,12,12019000,21,160,GO,817800,3370,3370000,1413547
4269,2017,7,12019000,21,399,GO,927700,1500,1500000,548970
4270,2017,5,12019000,21,576,MT,927700,169,169370,63784
4271,2017,2,12019000,21,160,RS,917800,331,331575,134298
4272,2017,7,12019000,21,573,MT,217602,9528,9528362,3600577
4273,2017,5,12019000,21,160,GO,727600,240889,240888608,92423558
4274,2017,2,12019000,21,160,DF,917800,74513,74513,29667
4275,2017,8,12019000,21,776,MT,817800,10283,10279420,3882318
4276,2017,8,12019000,21,190,SP,817800,11058,11058837,4224320
4277,2017,3,12019000,21,160,RS,917800,3434,3434507,1374082
4278,2017,3,12019000,21,576,PR,927700,34556,34555392,13606251
4279,2017,3,12019000,21,160,GO,727600,240094,228105885,89406450
4280,2017,8,12019000,21,399,TO,327600,9905,9904198,3461849
4281,2017,10,12019000,21,160,PA,217602,182,182358,69422
4282,2017,6,12019000,21,160,MG,817800,357441,131666201,47824222
4283,2017,5,12019000,21,160,MT,1017700,40750,40750000,15134473
4284,2017,6,12019000,21,576,MT,917800,46723,46723,16727
4285,2017,6,12019000,21,493,PA,217602,13590,13589675,5125956
4286,2017,3,12019000,21,161,MT,817800,17206,17205955,6728561
4287,2017,6,12019000,21,160,PI,327600,130332,130333458,48505067
4288,2017,6,12019000,21,160,PA,217602,33015,33015588,11884358
4289,2017,2,12019000,21,676,MT,227600,63327,63328658,27561868
4290,2017,3,12019000,21,858,SC,917800,385,385800,150767
4291,2017,6,12019000,21,53,PI,327600,24511,24510666,8682286
4292,2017,2,12019000,21,372,SC,917800,391,390751,165067
4293,2017,6,12019000,21,399,MS,927700,33,32860,11764
4294,2017,6,12019000,21,776,PR,817800,37,37335,15008
4295,2017,9,12019000,21,776,TO,327600,31435,31433863,11916552
4296,2017,11,12019000,21,160,GO,927700,1536,1537030,576025
4297,2017,9,12019000,21,160,MT,727600,37578,37577755,14035064
4298,2017,4,12019000,21,493,MT,217602,32346,32346595,12124616
4299,2017,9,12019000,21,160,MS,927700,20805,20804522,7777952
4300,2017,9,12019000,21,160,MT,817800,59717,59714732,22453307
4301,2017,6,12019000,21,372,TO,327600,28601,28601000,10768435
4302,2017,9,12019000,21,455,MS,917800,782,781560,289123
4303,2017,9,12019000,21,160,MG,917800,4768,4768706,1854610
4304,2017,12,12019000,21,160,BA,727600,4200,4200000,1635522
4305,2017,7,12019000,21,160,DF,727600,5820,5819952,2101091
4306,2017,9,12019000,21,160,SP,927700,15,15000,5308
4307,2017,4,12019000,21,161,TO,327600,6079,6079463,2344929
4308,2017,9,12019000,21,160,PI,217602,12,11560,4577
4309,2017,12,12019000,21,160,TO,517600,2851,2850629,1075656
4310,2017,5,12019000,21,160,MG,917800,391,390698,155887
4311,2017,7,12019000,21,455,MS,917800,5303,5302560,1936690
4312,2017,5,12019000,21,160,PA,217602,61459,61459340,22963097
4313,2017,7,12019000,21,160,BA,517600,263784,263782935,97084288
4314,2017,5,12019000,21,493,RO,210200,7000000,7000000,2988580
4315,2017,7,12019000,21,245,MA,327600,48117,48117412,17541539
4316,2017,7,12019000,21,160,MG,817800,85668273,157464396,57550439
4317,2017,7,12019000,21,827,MT,227600,9879,9878323,3394586
4318,2017,1,12019000,21,160,MT,817800,138602,138601925,55604278
4319,2017,7,12019000,21,372,PR,917800,63156,63156104,22854169
4320,2017,10,12019000,21,160,GO,727600,128483,128483602,48546627
4321,2017,5,12019000,21,863,PR,917800,2000,2000000,747400
4322,2017,5,12019000,21,160,SP,817800,298693953,594301146,217571057
4323,2017,2,12019000,21,372,PR,917800,46913,46912063,21084502
4324,2017,2,12019000,21,372,GO,917800,1668,1667839,795435
4325,2017,7,12019000,21,160,PR,817800,11563,11563680,4396094
4326,2017,8,12019000,21,161,MS,927700,10619,10619232,3925408
4327,2017,5,12019000,21,160,MT,210200,19362027,96477241,36641097
4328,2017,1,12019000,21,160,MG,817800,17298,17298873,6948875
4329,2017,8,12019000,21,161,MT,927700,11008,11008273,4221278
4330,2017,5,12019000,21,372,SP,817800,3754,3754182,1355472
4331,2017,8,12019000,21,160,SP,917800,449661,32379224,12428245
4332,2017,5,12019000,21,160,PI,517600,6169,6169260,2244189
4333,2017,3,12019000,21,776,MG,817800,600800,1400000,540680
4334,2017,8,12019000,21,383,RO,227600,2191398,2191398,783491
4335,2017,5,12019000,21,160,MT,210200,31456,31456189,11387140
4336,2017,6,12019000,21,160,MA,327600,192754,192754694,71965605
4337,2017,3,12019000,21,245,PA,217602,89,89400,36694
4338,2017,3,12019000,21,455,PR,917800,2990,2988960,1187543
4339,2017,2,12019000,21,858,MG,817800,8200,8200000,3197672
4340,2017,6,12019000,21,245,MT,227600,18223,18223142,6547756
4341,2017,2,12019000,21,676,SC,925251,49154,33091079,13563703
4342,2017,6,12019000,21,245,RO,210200,16500,16500000,6165170
