mat_codigo,mfo_referencia,mat_descricao,mat_marca,Legenda,end_descricao,Est_Fisico,Est_Vendido,Est_Comprado,Disponivel
48576,31,CANECA 120 ML BRANCA,SF PORCELANA,Em linha,R11-B08-A01-P01,264,0,120,264
48578,31C,CANECA 120 ML COLORIDA,SF PORCELANA,Em linha,R11-B05-A01-P02,1224,24,840,1200
54919,28BB,XICARA CHÁ CREMOSA 210 ML BORBOLETA,SF PORCELANA,Em linha,R12-B08-A01-P02,1920,0,240,1920
54913,91DBC,TIGELA 500ML DEC BORBOLETA C/CX,SF PORCELANA,Em linha,R12-B10-A00-P01,360,24,0,336
48595,91,TIGELA 500ML BRANCA,SF PORCELANA,Em linha,R11-B09-A00-P03,312,0,0,312
54912,91DBB,TIGELA 500ML DEC BORBOLETA,SF PORCELANA,Em linha,R11-B10-A00-P02,240,0,240,240
54911,91SDBC,SOPEIRA 500ML DEC BORBOLETA C/CX,SF PORCELANA,Em linha,R11-B08-A00-P03,384,24,0,360
48599,91SB,SOPEIRA 500ML BRANCA,SF PORCELANA,Em linha,R11-B08-A00-P02,504,0,0,504
54910,91SDBB,SOPEIRA 500ML DEC BORBOLETA,SF PORCELANA,Em linha,R11-B09-A00-P02,504,0,0,504
48619,5D/BA4,XÍCARA CAFÉ 75ML DECORADA BANDEJA COM 4,SF PORCELANA,Em linha,R11-B06-A01-P01,38,18,180,20
48617,5D,XÍCARA CAFÉ 75ML DECORADA,SF PORCELANA,Em linha,R11-B05-A01-P01,240,0,1560,240
48625,15D/BA4,XÍCARA CHÁ 175 ML DECORADA BANDEJA COM 4,SF PORCELANA,Em linha,R11-B07-A01-P03,36,12,210,24
48623,15D,XÍCARA CHÁ 175 ML DECORADA,SF PORCELANA,Em linha,R11-B09-A01-P01,960,0,0,960
48606,41,CUMBUCA 300ML BRANCA,SF PORCELANA,Em linha,R12-B07-A01-P01,336,0,0,336
48607,41D,CUMBUCA 300ML DECORADA,SF PORCELANA,Em linha,R11-B07-A01-P02,192,24,0,168
48609,42,CUMBUCA 470ML BRANCA,SF PORCELANA,Em linha,R11-B10-A00-P03,984,0,0,984
48610,42D,CUMBUCA 470ML DECORADA,SF PORCELANA,Em linha,R12-B09-A00-P01,192,0,120,192
48592,26,CANECA JUMBO 440 ML BRANCA,SF PORCELANA,Em linha,R12-B08-A00-P02,24,0,240,24
48593,26D,CANECA JUMBO 440 ML DECORADA,SF PORCELANA,Em linha,R11-B10-A00-P01,672,24,0,648
48594,26C,CANECA JUMBO 440 ML COLORIDA,SF PORCELANA,Em linha,R12-B07-A00-P01,960,0,0,960
56550,36C,"CACHEPO SUCULENTA COLORIDA - Ø9 X 6,5 CM",SF PORCELANA,Em linha,R11-B04-A01-P01,84,12,240,72
56549,37C,"CACHEPO VIOLETA COLORIDA - Ø10,8 X 8 CM",SF PORCELANA,Em linha,R11-B09-A01-P02,240,0,120,240
56974,0013,CANECA 220ML DECORADA CAFÉ DA MANHÃ,PORCELANAS LU,Lancamento,R12-B05-A00-P01,3312,24,1440,3288
56973,1316,CANECA 220ML BRANCA,PORCELANAS LU,Lancamento,R12-B04-A00-P02,504,24,0,480
56976,37860,CANECA 210ML DECORADA FRASES,PORCELANAS LU,Lancamento,R12-B01-A00-P02,4320,264,1440,4056
56975,37359,CANECA 210ML BRANCA,PORCELANAS LU,Lancamento,R12-B03-A00-P01,480,24,0,456
56978,0018,CANECA 280ML DECORADA NATAL,PORCELANAS LU,Lancamento,R12-B01-A00-P01,6408,672,5400,5736
56977,1070,CANECA 280ML BRANCA,PORCELANAS LU,Lancamento,R12-B04-A00-P02,816,48,0,768
56979,51508,CANECA 120ML CANELADA COLORIDA,PORCELANAS LU,Lancamento,R12-B02-A00-P02,3696,192,0,3504
56980,51509,CANECA 120ML CANELADA BRANCA,PORCELANAS LU,Lancamento,R12-B03-A00-P03,432,24,120,408
56981,51501,CANECA 220ML CANELADA COLORIDA,PORCELANAS LU,Lancamento,R12-B03-A00-P02,3576,48,0,3528
56982,51502,CANECA 220ML CANELADA BRANCA,PORCELANAS LU,Lancamento,R12-B02-A00-P01,312,24,120,288
56943,TW-206-2,PRATO RASO 25 CM,ATLAS,Lancamento,R12-B06-A00-P02,5448,72,0,5376
56950,TW-101-2,"POTE / TIGELA 270 ML - Ø11,5 X 6 CM",ATLAS,Lancamento,R12-B04-A01-P01,444,0,240,444
56951,TW-120-2,BOWL 470 ML - Ø13 X 7 CM,ATLAS,Lancamento,R12-B03-A01-P02,432,0,0,432
56952,TW-121-2,BOWL 600 ML - Ø14 X 8 CM,ATLAS,Lancamento,R12-B04-A01-P02,348,48,120,300
56946,TW-140-2,"RAMEQUIM 50 ML - Ø6,0 X 3,5 CM",ATLAS,Lancamento,R12-B03-A01-P01,768,144,0,624
56948,TW-142-2,"RAMEQUIM 150 ML - Ø8,5 X 4,5 CM",ATLAS,Lancamento,R12-B03-A01-P03,984,36,240,948
56949,TW-143-2,"RAMEQUIM 340 ML - Ø10,5 X 6 CM",ATLAS,Lancamento,R12-B05-A01-P01,348,0,600,348
56953,TW-510-2,XICARA CAFÉ 70 ML C/ PIRES QUENIA,ATLAS,Lancamento,R12-B05-A01-P03,576,48,0,528
56955,TW-502-2,XICARA CAFÉ 70 ML C/ PIRES EMPILHAVEL PACA,ATLAS,Lancamento,R12-B06-A01-P01,672,96,0,576
56957,TW-004-2,XICARA CAFÉ 70 ML S/ PIRES MOCA,ATLAS,Lancamento,R12-B04-A01-P03,1236,0,0,1236
56958,TW-022-2,XICARA CHÁ 210 ML S/ PIRES MOCA,ATLAS,Lancamento,R12-B06-A01-P03,1164,24,0,1140
56959,TW-006-2,XICARA CAFÉ 70 ML S/ PIRES KOPI,ATLAS,Lancamento,R12-B05-A01-P02,1308,132,0,1176
56960,TW-023-2,XICARA CHÁ 200 ML S/ PIRES KOPI,ATLAS,Lancamento,R12-B06-A01-P02,600,12,0,588
20543,03052-03,BULE TERMICO VERONA FLORAL 750 ML - MELANCIA/ACQUA,ALADDIN,Em linha,R13-B03-A00-P02,83,2,120,81
10280,03051-13,BULE TERMICO 750 ML - PRETO/BRANCO,ALADDIN,Em linha,R13-B08-A01-P02,325,0,0,325
20541,03096-01,GARRAFA TERM KIDS 250 ML - PRETA/BRANCA,ALADDIN,Em linha,R13-B08-A00-P02,166,0,0,166
40444,03072-01,BULE TERMICO VERONA 750 ML - NUDE/CINZA,ALADDIN,Em linha,R13-B07-A00-P02,270,2,30,268
17387,00403-01,CANTIL TERMICO 01 LT - MELANCIA,ALADDIN,Em linha,R13-B05-A00-P03,210,6,0,204
35858,00406-02,CANTIL TERM KIDS MENINO 300 ML - AZUL ESCURO/AZUL,ALADDIN,Em linha,R13-B07-A00-P03,211,6,0,205
17388,05001-03,JARRA TERMICA LISA 2 LTS  -  MELANCIA/ACQUA,ALADDIN,Em linha,R13-B06-A01-P01,364,5,0,359
12797,01406-02,GARRAFAO TERMICO INOVARE 5 LTS  VERMELHO,ALADDIN,Em linha,R13-B09-A00-P03,228,0,0,228
7386,03028-11,GARRAFA TERM CONTIN 500 ML  - PRETA/MARRON,ALADDIN,Em linha,R13-B08-A00-P02,1682,164,210,1518
50100,03536-04,GARRAFA TERM CONTIN 500 ML - PRETA/MELANCIA,ALADDIN,Em linha,R14-B10-A00-P02,1492,16,0,1476
51070,00997-03,GARRAFA TERM CONTIN 500 ML - PLUS LISA,ALADDIN,Em linha,R13-B05-A01-P02,131,12,30,119
7385,03027-08,GARRAFA TERM CONTINENTAL 1 LT - PRETA/MARRON,ALADDIN,Em linha,R13-B03-A00-P01,1736,143,420,1593
33186,03532-04,GARRAFA TERM CONTINENTAL 1 LT - MELANCIA/PRETA,ALADDIN,Em linha,R13-B06-A01-P03,1220,30,0,1190
34694,03302-01,GARRAFA TERM CONTIN PLUS 500 ML - MELANCIA/PRETA,ALADDIN,Em linha,R13-B10-A00-P02,386,3,0,383
33188,03229-03,GARRAFA TERM CONTIN PLUS DEC 500 ML - MARRON/CREME,ALADDIN,Em linha,R13-B06-A01-P02,332,33,0,299
34693,02052-01,GARRAFA TERM CHIMAS GAUCHO 01 LT - MARROM/CREME,ALADDIN,Em linha,R13-B10-A01-P01,279,15,30,264
34691,02055-00,GARRAFA TERM PAMPA 01 LT - CREME/MARRON,ALADDIN,Em linha,R13-B08-A01-P03,269,12,360,257
46909,02060-00,GARRAFA TERM PAMPA 01 LT - CINZA/NUDE,ALADDIN,Em linha,R13-B09-A01-P01,678,22,0,656
50099,03506-02,GARRAFA TERM FUTURA 750 ML - PRETA,ALADDIN,Em linha,R13-B06-A00-P01,713,0,0,713
33187,03409-03,GARRAFA TERM FUTURA 750 ML -AZUL / LARANJA,ALADDIN,Em linha,R13-B03-A00-P03,341,6,0,335
7392,03021-21,GARRAFA TERM FUTURA 750 ML - MELANCIA/ACQUA,ALADDIN,Em linha,R13-B07-A00-P01,1287,103,0,1184
40443,03037-01,GARRAFA TERM FUTURA 750 ML - NUDE/CINZA,ALADDIN,Em linha,R13-B05-A01-P01,712,2,0,710
12796,03101-01,GARRAFA TERM TRADICAO 1 LT - PRETA,ALADDIN,Em linha,R13-B09-A01-P03,92,18,60,74
54899,2062,GARRAFA TERM ARES 1L PRETO,ALADDIN,Em linha,R13-B05-A00-P02,271,4,0,267
54900,2064,GARRAFA TERM ARES 1L CREME,ALADDIN,Em linha,R13-B06-A00-P02,865,27,0,838
23538,03861-03,GARRAFA TERM RATTAN 01 LT - CREME/MARRON,ALADDIN,Em linha,R13-B07-A01-P02,445,6,60,439
11657,03327-08,GARRAFA TERM COFFE LINE 1 LT - CAFE/MARRON,ALADDIN,Em linha,R13-B10-A00-P03,180,15,0,165
7389,03264-11,GARRAFA TERM MADRID 1 LT - PRETA/BRANCA,ALADDIN,Em linha,R14-B10-A00-P01,541,0,0,541
56572,03240-00,GARRAFA TERM MASSIMA ROLHA 1L BRANCA / PRETA,ALADDIN,Em linha,R13-B09-A00-P02,111,6,30,105
51068,01222-00,GARRAFA TERM MASSIMA PRESSAO 500 ML - BABY,ALADDIN,Em linha,R13-B08-A00-P01,58,0,0,58
51067,03304-00,GARRAFA TERM MASSIMA PRESSAO 1L - PRETA,ALADDIN,Em linha,R13-B10-A02-P04,148,7,90,141
50101,03324-00,GARRAFA TERM MASSIMA PRESSAO 1L - BEST COFFEE,ALADDIN,Em linha,R13-B08-A01-P01,233,16,0,217
51066,03262-00,GARRAFA TERM MASSIMA PRESSAO 1L - FIORE,ALADDIN,Em linha,R13-B10-A01-P02,184,8,0,176
51065,03819-00,GARRAFA TERM MASSIMA PRESSAO 1L - COFFE FOREVER,ALADDIN,Em linha,R13-B10-A02-P03,110,3,0,107
51069,01223-00,GARRAFA TERM MASSIMA PRESSAO 1L - INOX,ALADDIN,Em linha,R13-B07-A01-P01,41,1,30,40
52667,03886-00,"GARRAFA TERM MASSIMA PRESSÃO 1,8L INOX",ALADDIN,Em linha,R13-B05-A00-P01,81,4,0,77
52665,03885-00,"GARRAFA TERM MASSIMA PRESSAO 1,8L PRETA",ALADDIN,Em linha,R14-B10-A00-P03,198,12,0,186
52666,03889-00,"GARRAFA TERM MASSIMA PRESSAO 1,8L BEST COFFEE",ALADDIN,Em linha,R13-B07-A01-P03,122,2,0,120
38173,101528512030,"POTE QUADRADO 1,3 L TAMPA METALIZADA ",INVICTA,Ponta de Estoque,R24-B27-A00-P01,636,24,0,612
56227,101528052121,POTE LISO 750 ML TAMPA METALIZADA,INVICTA,Em linha,R14-B04-A01-P02,468,24,0,444
56225,101528012121,"POTE LISO 1,3 L TAMPA METALIZADA ",INVICTA,Em linha,R14-B04-A01-P01,576,36,0,540
56226,101528082121,"POTE LISO 2,5 L TAMPA METALIZADA",INVICTA,Em linha,R14-B06-A00-P02,750,24,0,726
52863,101528512046,"POTE QUADRADO 1,3 L TAMPA MARBLE",INVICTA,Ponta de Estoque,R24-B25-A00-P01,4956,96,0,4860
52865,101528472046,POTE QUADRADO 2 L TAMPA MARBLE,INVICTA,Ponta de Estoque,R24-B26-A00-P01,1254,132,0,1122
56230,101528052046,POTE LISO 750 ML TAMPA MARBLE,INVICTA,Em linha,R15-B02-A00-P02,1068,48,0,1020
56228,101528012046,"POTE LISO 1,3 L TAMPA MARBLE",INVICTA,Em linha,R14-B03-A01-P02,948,36,0,912
56229,101528082046,"POTE LISO 2,5 L TAMPA MARBLE",INVICTA,Em linha,R14-B01-A00-P01,1230,78,0,1152
42132,101528512029,"POTE LISO 1,3 L TAMPA DECORADA",INVICTA,Em linha,R14-B03-A00-P02,1344,36,0,1308
8523,101528052026,POTE LISO 750 ML,INVICTA,Em linha,R24-B17-A00-P01,2796,120,900,2676
8522,101528012026,POTE LISO 1.3 LITROS,INVICTA,Em linha,R24-B13-A00-P01,4107,288,2400,3819
56241,101528212121,"POTE 0,75L  TENDENZA METALIZADO DOURADO/BRONZE",INVICTA,Em linha,R15-B02-A00-P03,900,24,0,876
56242,101528222121,"POTE 1,3L TENDENZA METALIZADO DOURADO /BRONZE",INVICTA,Em linha,R14-B04-A00-P02,900,36,660,864
56243,101528232121,POTE 2L TENDENZA METALIZADO DOURADO/BRONZE,INVICTA,Em linha,R14-B09-A00-P02,408,24,120,384
56238,101528212046,"POTE 0,75L TENDENZA BRANCO CARRARA/MARROM",INVICTA,Em linha,R14-B01-A00-P02,1476,0,480,1476
56239,101528222046,"POTE 1,3L TENDENZA BRANCO CARRARA/MARROM",INVICTA,Em linha,R14-B09-A00-P01,804,12,0,792
56240,101528232046,POTE 2L TENDENZA BRANCO CARRARA/MARROM,INVICTA,Em linha,R15-B02-A00-P03,576,0,0,576
56235,101528212026,"POTE 0,75L TENDENZA PRETO/BRANCO/VERMELHO",INVICTA,Em linha,R14-B02-A00-P02,360,12,600,348
56236,101528222026,"POTE 1,3L TENDENZA PRETO/BRANCO/VERMELHO",INVICTA,Em linha,R15-B02-A00-P01,732,12,900,720
21209,100396012021,BULE VIENA 400 ML  -  ROSA / AZUL,INVICTA,Em linha,R14-B02-A01-P01,154,0,0,154
49927,100396512021,BULE VIENA 750 ML MIX ROSA/AZUL,INVICTA,Em linha,R14-B07-A01-P01,251,7,0,244
34058,100396010105,BULE VIENA 400 ML  - PRETO,INVICTA,Lancamento,R14-B05-A01-P01,133,10,0,123
57011,100396510105,BULE VIENA 750 ML - PRETO,INVICTA,Lancamento,R15-B01-A00-P01,171,13,0,158
39702,100396212034,BULE VIENA DECORADO 750 ML,INVICTA,Em linha,R14-B09-A01-P03,226,6,0,220
49924,100396412101,BULE METALIZADO 750 ML BRONZE,INVICTA,Em linha,R15-B01-A01-P02,74,0,0,74
49926,100300040105,BULE VIENA C/ GATILHO 1L PRETO,INVICTA,Em linha,R14-B09-A01-P02,72,8,0,64
39701,100300042022,BULE VIENA C/ GATILHO 01 LT  -  CORAL / CAPPUCCINO,INVICTA,Em linha,R14-B08-A01-P03,158,8,0,150
8686,100197280105,"GARRAFA TERMICA AIR POT INOX 1,8 LT",INVICTA,Em linha,R15-B01-A01-P04,84,0,0,84
34056,100100020105,"GARRAFA TERMICA INOX SLIM 1,8 LTS",INVICTA,Em linha,R14-B10-A01-P01,51,7,0,44
49921,100200010105,"GARRAFA TERMICA AIR POT PP 1,8L PRETA",INVICTA,Em linha,R14-B02-A01-P02,80,4,0,76
9435,100773222037,GARRAFA TERMICA GLT PRESSAO DEC 500 ML,INVICTA,Em linha,R15-B01-A01-P03,113,2,0,111
9432,100783222039,GARRAFA TERMICA GLT DEC 500 ML,INVICTA,Em linha,R14-B02-A01-P03,263,18,0,245
57013,100783120105,GARRAFA TERMICA GLT LISA 500 ML- PRETO,INVICTA,Lancamento,R14-B07-A01-P03,107,7,0,100
9434,100773212036,GARRAFA TERMICA GLT PRESSAO DEC 1 LT,INVICTA,Em linha,R15-B02-A02-P01,158,8,0,150
9431,100783212038,GARRAFA TERMICA GLT DEC 1 LT,INVICTA,Em linha,R14-B03-A00-P03,245,23,0,222
57012,100783110105,GARRAFA TERMICA GLT LISA 01 LT - PRETO,INVICTA,Lancamento,R14-B07-A00-P01,166,12,0,154
21212,100773112024,GARRAFA TERMICA GLT PRESSAO 01 LT - VERDE/CORAL,INVICTA,Em linha,R14-B07-A00-P02,238,6,0,232
52631,100783311832,GARRAFA TERMICA GLT MOSAIC 01 LT,INVICTA,Em linha,R14-B10-A01-P03,141,6,0,135
49922,100783212042,GARRAFA TERMICA GLT 1L MIX GOURMET,INVICTA,Em linha,R14-B07-A00-P03,206,0,0,206
32126,100776210121,GARRAFA TERMICA GLT METALIZADA 01 LT,INVICTA,Em linha,R15-B01-A01-P01,161,10,0,151
17250,100197410105,GARRAFA TERMICA INOX NEW 01 LT,INVICTA,Em linha,R14-B05-A01-P02,59,0,0,59
17253,100773110105,GARRAFA TERMICA GLT PRESSAO LISA PRETA 01 LT,INVICTA,Em linha,R14-B06-A01-P02,168,22,0,146
9426,100581211827,GARRAFA TERMICA TOP WAVE DEC 1 LT,INVICTA,Em linha,R14-B10-A01-P02,197,6,0,191
37063,101800032033,GARRAFA TERMICA FIRENZE INFANTIL 250ML,INVICTA,Em linha,R15-B01-A00-P03,151,1,0,150
37062,101800032020,GARRAFA TERMICA FIRENZE MINI 250ML,INVICTA,Em linha,R14-B09-A00-P03,182,0,0,182
28132,101800012040,GARRAFA TERMICA FIRENZE DECORADA 1 LT,INVICTA,Em linha,R14-B08-A00-P03,155,8,30,147
28130,101800012020,GARRAFA TERMICA FIRENZE LISA 1 LT - CORAL/AMARELO,INVICTA,Em linha,R14-B05-A01-P03,135,0,0,135
15433,101184310105,GARRAFA TERMICA IDEAL 1 LT PRETO,INVICTA,Em linha,R14-B08-A01-P01,111,0,30,111
8652,100688032045,GARRAFA TERMICA VG 750 ML - VERM / VERDE,INVICTA,Em linha,R14-B05-A00-P02,584,8,0,576
34060,100688030105,GARRAFA TERMICA VG 750 ML - PRETA,INVICTA,Em linha,R14-B08-A00-P02,460,14,0,446
52632,100688032015,GARRAFA TERMICA VG 750 ML - WOOD,INVICTA,Em linha,R14-B06-A00-P01,40,0,0,40
17248,101080141808,GARRAFA TERMICA LIDER 320 ML VERMELHA,INVICTA,Em linha,R14-B05-A00-P03,473,31,0,442
56231,101080140105,GARRAFA TERMICA LIDER 320 ML PRETA,INVICTA,Em linha,R14-B06-A01-P03,333,32,210,301
8515,101080121808,GARRAFA TERMICA LIDER 500 ML VERMELHA,INVICTA,Em linha,R14-B07-A01-P02,355,24,0,331
56232,101080120105,GARRAFA TERMICA LIDER 500 ML PRETA,INVICTA,Em linha,R14-B08-A01-P02,179,10,0,169
49920,101100060105,"GARRAFA TERMICA EUREKA 0,75 LT PRETA",INVICTA,Em linha,R15-B01-A02-P02,421,44,0,377
49923,101100061808,"GARRAFA TERMICA EUREKA 0,75L VERMELHO",INVICTA,Em linha,R14-B06-A01-P01,295,6,0,289
39239,101100052006,GARRAFA TERMICA EUREKA 1 LT AZUL,INVICTA,Em linha,R15-B01-A01-P05,577,14,0,563
39240,101100050105 ,GARRAFA TERMICA EUREKA 1 LT PRETA,INVICTA,Em linha,R14-B05-A00-P01,569,67,0,502
49919,101100051808,GARRAFA TERMICA EUREKA 1 LT VERMELHA,INVICTA,Em linha,R14-B03-A00-P01,407,12,0,395
57015,101487132006,RECIPIENTE TERMICO MARATONA 3L AZUL,INVICTA,Lancamento,R14-B02-A00-P01,193,0,60,193
57014,101487152006,RECIPIENTE TERMICO MARATONA 5L AZUL,INVICTA,Lancamento,R14-B04-A00-P01,241,15,0,226
11052,101487092006,RECIPIENTE TERMOPLASTICO 09 LTS,INVICTA,Em linha,R15-B01-A00-P02,64,0,0,64
51081,101387341807,RECIPIENTE TERMOPLASTICO 34 LTS AZUL,INVICTA,Em linha,R14-B01-A01-P02,408,15,0,393
28135,101387481310,"RECIPIENTE TERMOPLASTICO COLEMAN 45,4 LTS - AZUL",INVICTA,Em linha,R14-B04-A01-P01,33,0,0,33
23579,07-cx-003,CAIXA DE ISOPOR   3 L - 23 X 14 X 18 CM,PLACTERM,Em linha,R02-B00-A00-P01,1575,109,480,1466
23580,07-CX-007,CAIXA DE ISOPOR   7 L - 28 X 19 X 22 CM ,PLACTERM,Em linha,R07-B00-A00-P01,1364,955,4980,409
23581,07-cx-012,CAIXA DE ISOPOR  12 L - 34 X 23 X 31 CM ,PLACTERM,Em linha,R10-B00-A00-P01,144,116,2148,28
23582,07-cx-017,CAIXA DE ISOPOR  17 L - 37 X 23 X 32 CM ,PLACTERM,Em linha,R17-B00-A00-P01,1229,91,220,1138
55749,07-CX-021,CAIXA DE ISOPOR  21 L - 42 X 24 X 35 CM,PLACTERM,Em linha,R22-B00-A00-P01,951,51,390,900
23583,07-cx-026,CAIXA DE ISOPOR  26 L - 42 X 24 X 41 CM ,PLACTERM,Em linha,R26-B00-A00-P01,737,24,275,713
23584,07-CX-035,CAIXA DE ISOPOR  35 L-46 X 31 X 40 CM ,PLACTERM,Em linha,R30-B00-A00-P01,748,20,140,728
23585,07-cx-045,CAIXA DE ISOPOR  45 L - 36 X 44 X 45 CM,PLACTERM,Em linha,R34-B00-A00-P01,116,13,510,103
55750,07-CX-050,CAIXA DE ISOPOR  50 - 61 X 41 X 37 CM,PLACTERM,Em linha,R38-B00-A00-P01,128,7,170,121
23586,07-CX-060,CAIXA DE ISOPOR  60 L - 44 X 69 X 38 CM,PLACTERM,Em linha,R42-B00-A00-P01,152,5,30,147
23587,07-cx-080,CAIXA DE ISOPOR  80 L -73 X 51 X 38 CM C/ DRENO,PLACTERM,Em linha,R46-B00-A00-P01,111,3,20,108
23589,07-cx-130,CAIXA DE ISOPOR 130 L - 81 X 56 X 52 CM - C/ DRENO,PLACTERM,Em linha,R49-B00-A00-P01,55,1,10,54
23590,07-CX-170,CAIXA DE ISOPOR 170 L - 85 X 61 X 54 CM - C/ DRENO,PLACTERM,Em linha,R51-B00-A00-P01,21,0,35,21
31380,126140,MARMITA TERMICA C/TPA ROSCA 01 LT,GUFANI,Em linha,R13-B01-A00-P02,2447,146,0,2301
11568,116001,"MARMITA TERMICA SIMPLES C/ TAMPA 1,5 LTS",GUFANI,Em linha,R13-B01-A01-P01,868,47,600,821
11574,131260,"MARMITA TERMICA SUPER C/ ROSCA 1,5 LTS",GUFANI,Em linha,R13-B02-A01-P02,966,37,0,929
11570,116208,CJ MARMITA TERMICA C/02 PCS E TAMPA,GUFANI,Em linha,R13-B04-A01-P02,312,11,0,301
11571,116308,CJ MARMITA TERMICA C/03 PCS E TAMPA,GUFANI,Em linha,R13-B01-A01-P02,368,2,0,366
57223,116408,CJ MARMITA TERMICA C/04 PCS E TAMPA,GUFANI,Lancamento,R12-B01-A01-P01,404,16,0,388
11572,116508,CJ MARMITA TERMICA C/05 PCS E TAMPA,GUFANI,Em linha,R13-B03-A01-P01,142,18,240,124
29583,062201,JARRA TERMICA 02 LTS     AZUL / VERM,GUFANI,Em linha,R13-B04-A01-P01,549,8,0,541
11573,060100,CANTIL TERMICO 01 LT,GUFANI,Em linha,R13-B02-A00-P02,366,5,180,361
29584,026301,GARRAFA TERMICA BABY S/ ALCA 300 ML    AZUL / ROSA,GUFANI,Em linha,R13-B02-A01-P01,131,18,60,113
29585,009030,CESTO P/ MERCADO 20 LTS AZUL / VERM  - 45X29X20 CM,GUFANI,Em linha,R13-B02-A00-P01,324,0,360,324
51672,6834,DISPENSER 2L DUBLIN/BRANDON,LYOR,Em linha,R15-B03-A01-P03,33,0,0,33
52615,6478,JG C/ 6 TAÇAS P/VINHO 265ML LIBÉLULA TRANSP,LYOR,Em linha,R15-B04-A00-P01,38,17,40,21
52873,6462,JG C/ 6 TAÇAS P/VINHO 265ML BICO DE ABACAXI,LYOR,Em linha,R15-B03-A00-P01,48,20,0,28
56173,1317,AÇUCAREIRO 210 ML C/TPA COLMEIA C/COLHER ,LYOR,Em linha,R15-B07-A01-P01,225,0,0,225
55161,7443,MELEIRA 210 ML C/PEGADOR E TPA COLMEIA,LYOR,Em linha,R15-B06-A00-P03,261,1,0,260
56561,1667,"BOWL KING 10 X 4,5 CM",LYOR,Em linha,R15-B06-A00-P02,618,24,0,594
52596,7085,"AÇUCAREIRO C/TPA DE AÇO INOX 7,5 X 14 CM",LYOR,Em linha,R16-B09-A00-P02,144,0,0,144
54976,7506,AÇUCAREIRO 100ML C/TPA VERM. C/COLHER TRANSP,LYOR,Em linha,R15-B06-A00-P01,360,0,0,360
57229,7220,MOLHEIRA 175 ML DUBLIN,LYOR,Lancamento,R16-B10-A01-P01,251,4,0,247
52608,7088,CJ C/ 4PCS GALHETEIRO C/SUP METAL PRETO 200ML/70ML,LYOR,Em linha,R15-B05-A01-P03,32,2,40,30
57228,1244,GARRAFA 200ML P/ AZEITE C/TPA PRETO ,LYOR,Lancamento,R16-B10-A01-P02,330,12,0,318
55819,7510,SALEIRO 80 ML,LYOR,Lancamento,R15-B05-A01-P01,384,24,0,360
52599,7624,CANECA P/CHOPP E CERVEJA CAVEIRA 510ML CINZA,LYOR,Em linha,R15-B04-A00-P03,222,0,0,222
55801,7412,CANECA P/CHOPP E CERVEJA CAVEIRA 510ML RAINBOW,LYOR,Em linha,R15-B07-A00-P03,230,0,120,230
56168,7413,CANECA P/CHOPP E CERVEJA CAVEIRA 510 ML ROCK COLOR,LYOR,Em linha,R15-B03-A00-P03,127,0,0,127
56169,7786,CANECA P/CHOPP E CERVEJA CAVEIRA 510 ML ROCK FOSCA,LYOR,Em linha,R15-B04-A00-P02,1044,0,0,1044
51665,6623,CANECA P/CHOPP E CERVEJA CAVEIRA 510ML,LYOR,Em linha,R15-B10-A00-P01,462,0,360,462
51664,7214,CANECA P/CHOPP E CERVEJA CAVEIRA 365ML,LYOR,Em linha,R15-B09-A00-P01,535,0,540,535
56166,6621,CANECA C/TAMPA E CANUDO 400 ML CAVEIRA ROCK STYLE,LYOR,Em linha,R15-B05-A01-P02,192,0,840,192
52597,7130,CANECA C/TAMPA E CANUDO 105 ML CAVEIRA ROCK STYLE,LYOR,Em linha,R15-B05-A00-P02,1080,0,0,1080
52872,7840,JG C/ 6 TAÇAS P/LICOR 50ML ATHENAS,LYOR,Em linha,R15-B08-A01-P02,107,4,0,103
51677,7062,JARRA 785ML MEDIDOR,LYOR,Em linha,R15-B10-A01-P03,186,0,0,186
56167,7473,CANECA FACES 400 ML,LYOR,Em linha,R15-B07-A00-P01,186,12,72,174
57226,1321,TAÇA P/ LICOR 55 ML SORTIDA,LYOR,Lancamento,R16-B10-A00-P01,564,36,288,528
57224,1320,COPO P/ SHOT 65 ML SORTIDO,LYOR,Lancamento,R15-B01-A00-P02,612,12,0,600
57225,1668,COPO P/ SHOT 50 ML CORAÇÃO,LYOR,Lancamento,R15-B10-A01-P01,852,156,0,696
52625,7748,XÍCARA 200 ML LILE,LYOR,Em linha,R15-B04-A01-P01,444,6,144,438
56147,1220,XÍCARA 200 ML RENAISSANCE,LYOR,Em linha,R15-B09-A00-P03,378,12,0,366
56172,7760,TAÇA P/CAPPUCCINO 142 ML C/ALÇA E PÉ DIAMANTE,LYOR,Em linha,R16-B10-A00-P03,636,18,0,618
56555,1382,XÍCARA P/CHÁ 200 ML RENAISSANCE,LYOR,Em linha,R15-B05-A00-P03,528,12,0,516
57227,1588,XÍCARA P/ CAFÉ 85 ML RENAISSANCE,LYOR,Lancamento,R16-B10-A01-P03,486,24,0,462
54969,7802,"PORTA MANTIMENTO 0,8L C/TAMPA INOX ROSÉ GOLD",LYOR,Em linha,R16-B09-A01-P03,306,0,0,306
54967,7801,"PORTA MANTIMENTO 1,2L C/TAMPA INOX ROSÉ GOLD",LYOR,Em linha,R15-B06-A01-P03,198,18,0,180
