codigo_ocorrencia 1,ocorrencia_classificacao,ocorrencia_uf,ocorrencia_dia,ocorrencia_hora,total_recomendacoes,ocorrencia_saida_pista,ocorrencia_tipo,aeronave_registro_categoria,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_ano_fabricacao,aeronave_fase_operacao,aeronave_assentos
40624,INCIDENTE,MA,5/6/2010,17:05:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,REGULAR,LEVE,0,CORRIDA APÓS POUSO,2
40652,INCIDENTE GRAVE,MT,4/30/2010,19:00:00,0,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,NENHUM,1992,CORRIDA APÓS POUSO,2
40732,INCIDENTE GRAVE,BA,5/8/2010,15:05:00,5,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,INSTRUÇÃO,NENHUM,1965,MANOBRA,183
40774,INCIDENTE,RJ,5/1/2010,2:10:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,1993,DECOLAGEM,52
40791,INCIDENTE,AM,5/7/2010,10:28:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,1996,SUBIDA,2
40793,ACIDENTE,TO,5/7/2010,16:41:00,3,SIM,EXCURSÃO DE PISTA,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,2008,CORRIDA APÓS POUSO,7
40819,INCIDENTE,GO,4/28/2010,18:30:00,0,NÃO,COM PARA-BRISAS / JANELA / PORTA,AVIÃO,TÁXI AÉREO,LEVE,1985,DECOLAGEM,2
40821,INCIDENTE,AM,5/5/2010,9:32:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,ULTRALEVE,EXPERIMENTAL,NENHUM,2008,DECOLAGEM,7
40823,INCIDENTE GRAVE,PR,9/9/2010,18:50:00,0,NÃO,COM TREM DE POUSO,AVIÃO,PRIVADA,LEVE,1981,POUSO,10
40825,INCIDENTE,MG,5/6/2010,18:48:00,0,NÃO,SOPRO DE REATOR,AVIÃO,TÁXI AÉREO,LEVE,2008,ESTACIONAMENTO,50
40826,INCIDENTE,SP,4/12/2010,13:00:00,0,NÃO,TRÁFEGO AÉREO,AVIÃO,REGULAR,NENHUM,1994,DESCIDA,50
40827,INCIDENTE,SP,3/30/2010,20:45:00,0,NÃO,TRÁFEGO AÉREO,AVIÃO,REGULAR,NENHUM,1994,SUBIDA,8
40834,INCIDENTE,BA,5/10/2010,23:55:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,TÁXI AÉREO,LEVE,2008,SUBIDA,0
40835,INCIDENTE,MG,5/8/2010,13:14:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,HELICÓPTERO,***,NENHUM,2007,CRUZEIRO,7
40837,INCIDENTE,MT,5/7/2010,22:17:00,0,NÃO,PERDA DE COMPONENTE EM VOO,AVIÃO,REGULAR,NENHUM,1978,DECOLAGEM,0
40839,ACIDENTE,SP,5/10/2010,20:30:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,LEVE,0,SUBIDA,8
40842,INCIDENTE,SP,5/4/2010,18:00:00,0,NÃO,COLISÃO COM AVE,HELICÓPTERO,PRIVADA,LEVE,2006,SUBIDA,2
40843,ACIDENTE,MT,5/8/2010,18:30:00,0,NÃO,OUTROS,ULTRALEVE,EXPERIMENTAL,SUBSTANCIAL,2009,DECOLAGEM,50
40853,INCIDENTE,SP,5/14/2010,18:25:00,0,NÃO,COM COMANDOS DE VOO,AVIÃO,REGULAR,NENHUM,1994,CORRIDA APÓS POUSO,7
40855,ACIDENTE,AM,5/13/2010,18:58:00,4,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,TÁXI AÉREO,DESTRUÍDA,1979,SUBIDA,4
40933,ACIDENTE,MT,5/15/2010,20:40:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,SUBSTANCIAL,1974,APROXIMAÇÃO FINAL,20
41053,ACIDENTE,PR,5/19/2010,8:10:00,2,NÃO,VOO CONTROLADO CONTRA O TERRENO,AVIÃO,TÁXI AÉREO,DESTRUÍDA,1976,POUSO,6
41054,INCIDENTE,PA,5/18/2010,14:55:00,0,NÃO,COLISÃO COM AVE,AVIÃO,TÁXI AÉREO,LEVE,1974,OUTRA FASE,7
41132,INCIDENTE,SP,5/20/2010,3:00:00,0,NÃO,OUTROS,AVIÃO,REGULAR,NENHUM,1974,SUBIDA,0
41155,ACIDENTE,SP,5/20/2010,19:35:00,5,SIM,EXCURSÃO DE PISTA,AVIÃO,***,SUBSTANCIAL,0,CORRIDA APÓS POUSO,4
41172,INCIDENTE,PA,5/22/2010,19:02:00,0,NÃO,OUTROS,AVIÃO,ESPECIALIZADA,NENHUM,2004,TÁXI,93
41174,INCIDENTE,AL,5/18/2010,21:50:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2009,DECOLAGEM,2
41177,ACIDENTE,GO,5/20/2010,20:05:00,0,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1993,DECOLAGEM,3
41178,INCIDENTE,SP,5/21/2010,15:40:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,LEVE,1992,CORRIDA APÓS POUSO,107
41179,INCIDENTE GRAVE,DF,5/20/2010,22:20:00,8,NÃO,COM TREM DE POUSO,AVIÃO,REGULAR,SUBSTANCIAL,1991,CORRIDA APÓS POUSO,21
41181,INCIDENTE,PR,2/25/2010,11:17:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,REGULAR,NENHUM,1988,APROXIMAÇÃO FINAL,2
41224,INCIDENTE,GO,5/26/2010,15:50:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,NENHUM,1972,DECOLAGEM,107
41235,INCIDENTE,DF,5/23/2010,15:35:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,1992,SUBIDA,1
41236,ACIDENTE,AL,5/29/2010,9:55:00,3,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,AVIÃO,AGRÍCOLA,DESTRUÍDA,1982,OUTRA FASE,4
41252,INCIDENTE,MA,5/26/2010,14:10:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,NENHUM,0,DECOLAGEM,2
41272,INCIDENTE,CE,5/29/2010,19:38:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,LEVE,1991,DECOLAGEM,0
41274,ACIDENTE,SP,5/27/2010,12:00:00,0,NÃO,OUTROS,AVIÃO,***,DESTRUÍDA,0,POUSO,1
41374,ACIDENTE,BA,5/26/2010,14:00:00,9,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,AGRÍCOLA,DESTRUÍDA,1980,OUTRA FASE,184
41375,INCIDENTE,DF,5/29/2010,15:45:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,2002,DECOLAGEM,232
41376,INCIDENTE,BA,5/29/2010,13:50:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,2009,OUTRA FASE,4
41377,ACIDENTE,SP,2/14/2010,17:30:00,0,NÃO,POUSO BRUSCO,HELICÓPTERO,PRIVADA,***,1999,DECOLAGEM,15
41378,INCIDENTE,AM,6/2/2010,19:00:00,0,NÃO,FALHA DO MOTOR EM VOO,HELICÓPTERO,TÁXI AÉREO,LEVE,1980,SUBIDA,2
41392,INCIDENTE,PR,6/4/2010,11:42:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,LEVE,1992,POUSO,2
41393,INCIDENTE,PR,5/17/2010,11:15:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,INSTRUÇÃO,NENHUM,1969,CIRCUITO DE TRÁFEGO,166
41394,INCIDENTE,SP,6/4/2010,1:05:00,0,NÃO,COM PARA-BRISAS / JANELA / PORTA,AVIÃO,REGULAR,LEVE,2002,DECOLAGEM,1
41409,INCIDENTE,RS,5/17/2010,14:20:00,0,NÃO,AERONAVE ATINGIDA POR OBJETO,AVIÃO,ESPECIALIZADA,LEVE,1989,ESPECIALIZADA,3
41411,INCIDENTE GRAVE,SP,6/8/2010,19:30:00,2,SIM,EXCURSÃO DE PISTA,AVIÃO,INSTRUÇÃO,LEVE,1993,DECOLAGEM,125
41480,INCIDENTE,PR,6/8/2010,23:07:00,1,NÃO,POUSO BRUSCO,AVIÃO,REGULAR,LEVE,2008,POUSO,184
41481,INCIDENTE,MG,6/2/2010,1:00:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,2007,CRUZEIRO,2
41482,ACIDENTE,RS,6/3/2010,16:15:00,0,NÃO,FALHA DO MOTOR EM VOO,ULTRALEVE,EXPERIMENTAL,SUBSTANCIAL,2009,MANOBRA,6
41484,INCIDENTE,DF,6/2/2010,12:20:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,LEVE,1977,CORRIDA APÓS POUSO,20
41485,INCIDENTE,AM,5/15/2010,12:00:00,0,NÃO,FALHA DO MOTOR NO SOLO,AVIÃO,TÁXI AÉREO,NENHUM,1977,DECOLAGEM,4
41487,INCIDENTE,SC,6/7/2010,12:50:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,ESPECIALIZADA,NENHUM,1969,OUTRA FASE,2
41488,ACIDENTE,CE,6/13/2010,12:50:00,0,NÃO,PERDA DE CONTROLE EM VOO,ULTRALEVE,EXPERIMENTAL,DESTRUÍDA,2005,POUSO,6
41551,INCIDENTE,AM,6/15/2010,15:20:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,TÁXI AÉREO,LEVE,1976,TÁXI,6
41552,ACIDENTE,RO,6/14/2010,14:25:00,9,NÃO,OUTROS,HELICÓPTERO,ESPECIALIZADA,NENHUM,1997,RETA FINAL,166
41553,INCIDENTE,MG,6/13/2010,10:03:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,2002,DECOLAGEM,1
41569,ACIDENTE,PA,6/12/2010,23:30:00,0,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,0,DECOLAGEM,2
41571,INCIDENTE,SP,6/17/2010,22:30:00,0,NÃO,COM PARA-BRISAS / JANELA / PORTA,HELICÓPTERO,INSTRUÇÃO,LEVE,1995,MANOBRA,2
41573,INCIDENTE,RJ,5/13/2010,16:10:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,ULTRALEVE,EXPERIMENTAL,NENHUM,2008,CIRCUITO DE TRÁFEGO,8
41574,INCIDENTE,MG,5/14/2010,23:57:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,TÁXI AÉREO,NENHUM,1976,SUBIDA,10
41577,INCIDENTE,RJ,1/19/2010,12:16:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,NENHUM,1980,POUSO,6
41578,INCIDENTE GRAVE,MT,6/15/2010,20:45:00,1,NÃO,POUSO SEM TREM,AVIÃO,TÁXI AÉREO,LEVE,1973,POUSO,7
41579,INCIDENTE,AC,6/9/2010,13:55:00,0,NÃO,COM TREM DE POUSO,AVIÃO,TÁXI AÉREO,NENHUM,1978,ESTACIONAMENTO,50
41589,INCIDENTE,SP,6/15/2010,0:38:00,0,NÃO,VAZAMENTO DE OUTROS FLUIDOS,AVIÃO,REGULAR,NENHUM,1993,CIRCUITO DE TRÁFEGO,184
41591,INCIDENTE,RJ,6/10/2010,17:30:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,2002,CRUZEIRO,7
41592,INCIDENTE,CE,6/10/2010,3:00:00,0,NÃO,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,AVIÃO,REGULAR,NENHUM,1974,APROXIMAÇÃO FINAL,6
41595,INCIDENTE,PE,6/13/2010,15:00:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,TÁXI AÉREO,NENHUM,1974,CRUZEIRO,194
41609,INCIDENTE,SE,6/24/2010,3:36:00,0,NÃO,COLISÃO COM AERONAVE NO SOLO,AVIÃO,REGULAR,LEVE,2001,TÁXI,154
41610,INCIDENTE,SC,4/29/2010,10:52:00,0,NÃO,SUPERAQUECIMENTO,HELICÓPTERO,TÁXI AÉREO,NENHUM,1981,CRUZEIRO,4
41629,INCIDENTE,SP,5/4/2010,13:19:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,LEVE,1988,TÁXI,6
41649,INCIDENTE,SP,5/12/2010,19:52:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,TÁXI AÉREO,NENHUM,2007,SUBIDA,4
41655,INCIDENTE,SP,6/20/2010,17:40:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,INSTRUÇÃO,LEVE,1968,CORRIDA APÓS POUSO,112
41661,INCIDENTE,SP,6/3/2010,13:00:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2008,SUBIDA,7
41664,INCIDENTE,DF,6/21/2010,17:23:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,TÁXI AÉREO,LEVE,1980,POUSO,184
41665,INCIDENTE,PA,5/11/2010,18:32:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,1999,APROXIMAÇÃO FINAL,52
41670,INCIDENTE GRAVE,MG,6/28/2010,12:45:00,0,SIM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,SUBSTANCIAL,1995,CORRIDA APÓS POUSO,6
41672,INCIDENTE,SP,6/27/2010,12:30:00,0,NÃO,COLISÃO COM AVE,AVIÃO,PRIVADA,LEVE,2008,CRUZEIRO,156
41676,INCIDENTE,DF,6/10/2010,17:27:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,1990,POUSO,11
41678,INCIDENTE,RJ,6/19/2010,19:05:00,0,NÃO,COLISÃO COM AVE,AVIÃO,PRIVADA,LEVE,2007,CIRCUITO DE TRÁFEGO,8
41680,INCIDENTE,MG,6/19/2010,13:06:00,0,NÃO,VAZAMENTO DE COMBUSTÍVEL,AVIÃO,PRIVADA,NENHUM,1980,CIRCUITO DE TRÁFEGO,10
41682,INCIDENTE,SP,6/5/2010,19:12:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,TÁXI AÉREO,NENHUM,1990,CORRIDA APÓS POUSO,55
41684,INCIDENTE,DF,6/21/2010,17:00:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,NENHUM,1999,CRUZEIRO,0
41729,ACIDENTE,RJ,6/25/2010,13:05:00,0,NÃO,PERDA DE CONTROLE EM VOO,ULTRALEVE,EXPERIMENTAL,DESTRUÍDA,0,VOO A BAIXA ALTURA,6
41749,ACIDENTE,PE,7/4/2010,20:20:00,1,SIM,EXCURSÃO DE PISTA,AVIÃO,PRIVADA,SUBSTANCIAL,1986,DECOLAGEM,2
41750,ACIDENTE,RJ,7/12/2010,19:53:00,3,NÃO,PERDA DE CONTROLE EM VOO,HELICÓPTERO,INSTRUÇÃO,SUBSTANCIAL,1988,PAIRADO,2
41751,ACIDENTE,MG,7/10/2010,18:20:00,9,NÃO,PANE SECA,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1961,DECOLAGEM,4
41789,ACIDENTE,MA,7/10/2010,13:39:00,4,NÃO,PANE SECA,AVIÃO,PRIVADA,SUBSTANCIAL,1963,SUBIDA,10
41829,ACIDENTE,SP,6/29/2010,19:20:00,2,SIM,EXCURSÃO DE PISTA,AVIÃO,NÃO REGULAR,SUBSTANCIAL,1986,DECOLAGEM,7
41832,INCIDENTE GRAVE,MT,7/5/2010,22:00:00,0,NÃO,COM TREM DE POUSO,AVIÃO,TÁXI AÉREO,SUBSTANCIAL,1984,TÁXI,2
41834,INCIDENTE GRAVE,PR,7/10/2010,20:35:00,5,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,INSTRUÇÃO,NENHUM,1992,CIRCUITO DE TRÁFEGO,7
41837,INCIDENTE,PE,7/11/2010,11:50:00,8,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,HELICÓPTERO,POLICIAL,LEVE,1999,DECOLAGEM,5
41840,INCIDENTE,BA,6/23/2010,15:29:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,ESPECIALIZADA,LEVE,1978,SUBIDA,7
41844,INCIDENTE,BA,7/12/2010,11:46:00,0,NÃO,OUTROS,AVIÃO,TÁXI AÉREO,LEVE,1991,TÁXI,50
41845,INCIDENTE,MG,7/5/2010,10:35:00,0,NÃO,COM PARA-BRISAS / JANELA / PORTA,AVIÃO,REGULAR,LEVE,1994,SUBIDA,6
41850,INCIDENTE GRAVE,TO,7/15/2010,17:00:00,1,NÃO,COLISÃO COM AERONAVE NO SOLO,AVIÃO,PRIVADA,LEVE,2004,PARTIDA DO MOTOR,193
41852,INCIDENTE,SP,6/25/2010,21:30:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,REGULAR,NENHUM,2010,CRUZEIRO,232
41854,INCIDENTE,BA,6/17/2010,9:31:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2007,DECOLAGEM,2
41898,INCIDENTE GRAVE,RS,6/27/2010,17:45:00,2,NÃO,POUSO EM LOCAL NÃO PREVISTO,AVIÃO,INSTRUÇÃO,NENHUM,1946,POUSO,8
41899,INCIDENTE,PR,7/16/2010,23:28:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,TÁXI AÉREO,LEVE,1988,CORRIDA APÓS POUSO,4
41900,ACIDENTE,SP,7/16/2010,19:20:00,3,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,HELICÓPTERO,PRIVADA,DESTRUÍDA,2004,CRUZEIRO,197
41902,INCIDENTE,DF,7/4/2010,21:00:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,2009,CIRCUITO DE TRÁFEGO,1
41904,INCIDENTE,GO,7/14/2010,20:00:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,ESPECIALIZADA,NENHUM,1969,POUSO,114
41908,INCIDENTE,SP,6/13/2010,12:45:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2008,SUBIDA,15
41909,INCIDENTE,AM,6/27/2010,12:20:00,0,NÃO,COM LANÇAMENTO DE CARGA,HELICÓPTERO,TÁXI AÉREO,NENHUM,1981,CRUZEIRO,4
41910,INCIDENTE,SC,6/25/2010,11:45:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,INSTRUÇÃO,NENHUM,1980,DECOLAGEM,6
41913,INCIDENTE,BA,7/2/2010,17:25:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,TÁXI AÉREO,NENHUM,1978,SUBIDA,50
41914,INCIDENTE,SP,7/7/2010,18:07:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,1992,ESTACIONAMENTO,125
41915,INCIDENTE,BA,6/18/2010,9:37:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2008,DECOLAGEM,4
41916,ACIDENTE,MT,7/18/2010,16:00:00,0,NÃO,VOO CONTROLADO CONTRA O TERRENO,AVIÃO,PRIVADA,DESTRUÍDA,1975,CRUZEIRO,4
41917,ACIDENTE,DF,7/19/2010,18:30:00,1,NÃO,POUSO BRUSCO,AVIÃO,PRIVADA,SUBSTANCIAL,2009,POUSO,154
41939,INCIDENTE,MG,3/22/2010,3:00:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2007,INDETERMINADA,4
41960,ACIDENTE,TO,7/20/2010,15:00:00,1,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,PRIVADA,DESTRUÍDA,1958,SUBIDA,194
41973,INCIDENTE,DF,7/21/2010,16:15:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2006,APROXIMAÇÃO FINAL,0
41976,INCIDENTE,AC,7/23/2010,8:08:00,0,NÃO,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,AVIÃO,***,NENHUM,1990,CRUZEIRO,6
41984,INCIDENTE,GO,7/8/2010,15:24:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,LEVE,1984,POUSO,112
41985,INCIDENTE,SC,7/7/2010,16:12:00,0,NÃO,OUTROS,AVIÃO,REGULAR,NENHUM,2008,APROXIMAÇÃO FINAL,166
41986,INCIDENTE,SP,3/11/2010,3:00:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2006,INDETERMINADA,184
41988,INCIDENTE,PR,3/12/2010,3:00:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2007,INDETERMINADA,10
41991,INCIDENTE,SP,7/2/2010,13:30:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,TÁXI AÉREO,NENHUM,1986,TÁXI,8
41994,INCIDENTE,MT,7/14/2010,21:35:00,0,NÃO,COLISÃO COM AVE,AVIÃO,PRIVADA,LEVE,1996,APROXIMAÇÃO FINAL,166
41998,INCIDENTE,MG,3/18/2010,13:37:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2005,DECOLAGEM,184
41999,INCIDENTE,SP,3/18/2010,3:00:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2002,INDETERMINADA,4
42001,ACIDENTE,SP,7/24/2010,18:00:00,1,SIM,EXCURSÃO DE PISTA,AVIÃO,PRIVADA,SUBSTANCIAL,1964,DECOLAGEM,21
42009,INCIDENTE,AM,6/27/2010,17:45:00,0,NÃO,COM LANÇAMENTO DE CARGA,HELICÓPTERO,TÁXI AÉREO,LEVE,1978,CIRCUITO DE TRÁFEGO,14
42010,INCIDENTE,RJ,6/10/2010,11:52:00,0,NÃO,TRÁFEGO AÉREO,HELICÓPTERO,TÁXI AÉREO,NENHUM,2008,DESCIDA,2
42011,INCIDENTE,RJ,6/19/2010,13:16:00,0,NÃO,TRÁFEGO AÉREO,AVIÃO,ESPECIALIZADA,NENHUM,1942,DECOLAGEM,113
42012,INCIDENTE,SP,6/30/2010,19:37:00,0,NÃO,TRÁFEGO AÉREO,AVIÃO,REGULAR,NENHUM,2009,APROXIMAÇÃO FINAL,14
42013,INCIDENTE,RJ,6/16/2010,13:45:00,0,NÃO,TRÁFEGO AÉREO,HELICÓPTERO,TÁXI AÉREO,NENHUM,2007,ARREMETIDA NO AR,10
42038,INCIDENTE,PE,7/26/2010,22:30:00,0,NÃO,OUTROS,AVIÃO,TÁXI AÉREO,LEVE,1978,TÁXI,14
42039,INCIDENTE,ES,7/10/2010,11:20:00,0,NÃO,POUSO EM LOCAL NÃO PREVISTO,HELICÓPTERO,TÁXI AÉREO,NENHUM,2004,POUSO,6
42067,INCIDENTE,RJ,7/20/2010,12:41:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,NENHUM,2008,DECOLAGEM,2
42068,INCIDENTE,BA,7/21/2010,13:25:00,0,NÃO,COM TREM DE POUSO,AVIÃO,INSTRUÇÃO,NENHUM,1965,TÁXI,2
42071,ACIDENTE,PA,7/24/2010,10:15:00,6,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,TÁXI AÉREO,SUBSTANCIAL,1987,CRUZEIRO,107
42073,INCIDENTE,BA,7/21/2010,19:16:00,0,NÃO,OUTROS,AVIÃO,REGULAR,NENHUM,1992,TÁXI,184
42232,INCIDENTE,DF,7/5/2010,3:00:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2001,INDETERMINADA,6
42249,INCIDENTE,DF,8/6/2010,23:55:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,POLICIAL,LEVE,1980,POUSO,9
42250,ACIDENTE,RJ,8/12/2010,12:26:00,19,SIM,EXCURSÃO DE PISTA,AVIÃO,TÁXI AÉREO,SUBSTANCIAL,1988,SUBIDA,7
42251,INCIDENTE GRAVE,GO,8/5/2010,17:00:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,AVIÃO,TÁXI AÉREO,SUBSTANCIAL,1982,DECOLAGEM,73
42263,INCIDENTE,BA,8/11/2010,12:52:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,REGULAR,NENHUM,2008,POUSO,11
42284,INCIDENTE,RJ,8/10/2010,12:30:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,TÁXI AÉREO,LEVE,1994,TÁXI,73
42286,INCIDENTE,MT,8/2/2010,10:00:00,0,NÃO,OUTROS,AVIÃO,REGULAR,NENHUM,2008,SUBIDA,6
42287,ACIDENTE,PA,8/6/2010,20:20:00,2,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,TÁXI AÉREO,SUBSTANCIAL,1982,DECOLAGEM,6
42289,INCIDENTE GRAVE,SP,7/29/2010,20:06:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,INSTRUÇÃO,NENHUM,1974,POUSO,2
42292,INCIDENTE,GO,8/7/2010,12:10:00,0,NÃO,ESTOURO DE PNEU,ULTRALEVE,EXPERIMENTAL,LEVE,2006,TÁXI,4
42303,INCIDENTE GRAVE,GO,8/7/2010,20:50:00,0,NÃO,PANE SECA,AVIÃO,EXPERIMENTAL,NENHUM,2010,MANOBRA,154
42323,INCIDENTE GRAVE,SP,8/5/2010,12:01:00,0,NÃO,POUSO ANTES DA PISTA,AVIÃO,REGULAR,LEVE,2002,POUSO,6
42367,INCIDENTE,RR,7/30/2010,20:00:00,0,NÃO,OUTROS,AVIÃO,TÁXI AÉREO,LEVE,1982,CORRIDA APÓS POUSO,4
42368,ACIDENTE,MA,8/24/2010,11:00:00,0,NÃO,COLISÃO COM AERONAVE NO SOLO,AVIÃO,PRIVADA,SUBSTANCIAL,1986,OPERAÇÃO DE SOLO,54
42386,ACIDENTE,BA,8/25/2010,17:40:00,3,SIM,EXCURSÃO DE PISTA,AVIÃO,REGULAR,SUBSTANCIAL,2000,RETA FINAL,4
42387,ACIDENTE,MA,7/24/2010,17:00:00,1,SIM,EXCURSÃO DE PISTA,AVIÃO,PRIVADA,SUBSTANCIAL,1981,DECOLAGEM,4
42388,ACIDENTE,RS,8/24/2010,19:40:00,1,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1952,POUSO,3
42425,INCIDENTE,PR,7/31/2010,14:30:00,0,NÃO,OUTROS,AVIÃO,INSTRUÇÃO,***,1988,MANOBRA,4
42427,INCIDENTE GRAVE,RS,8/10/2010,21:46:00,1,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,INSTRUÇÃO,NENHUM,1990,DESCIDA,7
