codigo_ocorrencia 1,ocorrencia_classificacao,ocorrencia_uf,ocorrencia_dia,ocorrencia_hora,total_recomendacoes,ocorrencia_saida_pista,ocorrencia_tipo,aeronave_registro_categoria,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_ano_fabricacao,aeronave_fase_operacao,aeronave_assentos
53069,INCIDENTE,BA,1/18/2015,17:50:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,2010,CRUZEIRO,125
53070,INCIDENTE,SC,1/15/2015,21:00:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,2010,CRUZEIRO,4
53071,INCIDENTE,MG,1/15/2015,18:52:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,INSTRUÇÃO,NENHUM,1985,MANOBRA,9
53072,INCIDENTE,MG,1/8/2015,21:13:00,0,NÃO,COLISÃO COM AVE,AVIÃO,PRIVADA,LEVE,2001,APROXIMAÇÃO FINAL,52
53073,INCIDENTE,AM,1/2/2015,16:28:00,0,NÃO,COM TREM DE POUSO,AVIÃO,REGULAR,LEVE,1997,APROXIMAÇÃO FINAL,6
53074,INCIDENTE,MG,1/2/2015,20:34:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,NENHUM,2008,TÁXI,11
53075,INCIDENTE,SP,1/5/2015,10:19:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,TÁXI AÉREO,NENHUM,2008,SUBIDA,2
53076,INCIDENTE,SP,1/6/2015,11:30:00,0,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,AVIÃO,INSTRUÇÃO,LEVE,1962,TÁXI,125
53077,INCIDENTE,AM,1/6/2015,15:50:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2010,DECOLAGEM,4
53078,INCIDENTE,PA,1/10/2015,16:00:00,0,NÃO,COM TREM DE POUSO,AVIÃO,PRIVADA,LEVE,2006,DECOLAGEM,125
53079,INCIDENTE,MA,1/31/2015,17:55:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2010,DECOLAGEM,2
53080,INCIDENTE,SP,1/22/2015,18:00:00,0,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,AVIÃO,INSTRUÇÃO,NENHUM,1992,TÁXI,4
53081,INCIDENTE,MG,1/29/2015,21:26:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,ESPECIALIZADA,NENHUM,1969,TÁXI,2
53082,INCIDENTE,SP,2/1/2015,12:15:00,0,NÃO,COLISÃO COM AVE,AVIÃO,INSTRUÇÃO,LEVE,1973,MANOBRA,2
53103,INCIDENTE GRAVE,SP,11/24/2011,12:40:00,2,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1973,POUSO,384
53104,INCIDENTE,RJ,9/4/2013,17:44:00,6,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,AVIÃO,REGULAR,LEVE,1983,ESTACIONAMENTO,193
53105,INCIDENTE GRAVE,PR,2/3/2015,20:00:00,0,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,ULTRALEVE,PRIVADA,NENHUM,2008,CRUZEIRO,2
53106,INCIDENTE GRAVE,RS,2/25/2015,14:45:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,INSTRUÇÃO,NENHUM,1973,MANOBRA,17
53107,INCIDENTE GRAVE,RJ,2/24/2015,17:51:00,0,NÃO,COM PARA-BRISAS / JANELA / PORTA,HELICÓPTERO,TÁXI AÉREO,LEVE,2006,CRUZEIRO,2
53108,INCIDENTE GRAVE,MG,2/16/2015,21:05:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,LEVE,1988,DECOLAGEM,6
53109,ACIDENTE,MS,3/5/2015,13:50:00,0,NÃO,COM TREM DE POUSO,AVIÃO,PRIVADA,SUBSTANCIAL,1980,CORRIDA APÓS POUSO,2
53110,ACIDENTE,PR,2/16/2015,19:50:00,0,NÃO,FALHA DO MOTOR NO SOLO,ULTRALEVE,PRIVADA,SUBSTANCIAL,2008,DECOLAGEM,1
53111,ACIDENTE,PR,2/5/2015,10:40:00,1,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,1985,ESPECIALIZADA,1
53112,ACIDENTE,SP,3/6/2015,21:00:00,0,NÃO,OUTROS,AVIÃO,AGRÍCOLA,SUBSTANCIAL,2011,OPERAÇÃO DE SOLO,6
53113,INCIDENTE GRAVE,MS,8/23/2014,2:43:00,0,NÃO,TRÁFEGO AÉREO,AVIÃO,PRIVADA,NENHUM,1980,DESCIDA,4
53114,ACIDENTE,SC,2/22/2015,17:30:00,2,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,PRIVADA,SUBSTANCIAL,2003,DECOLAGEM,6
53115,ACIDENTE,RR,2/22/2015,17:30:00,0,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,TÁXI AÉREO,SUBSTANCIAL,1973,DECOLAGEM,4
53116,ACIDENTE,MG,2/19/2015,13:40:00,0,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,PRIVADA,DESTRUÍDA,1974,CRUZEIRO,2
53117,ACIDENTE,SP,2/21/2015,11:40:00,1,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1947,MANOBRA,2
53118,ACIDENTE,RJ,2/26/2015,12:30:00,0,NÃO,PERDA DE CONTROLE NO SOLO,HELICÓPTERO,PRIVADA,SUBSTANCIAL,1997,DECOLAGEM VERTICAL,2
53119,ACIDENTE,PR,2/25/2015,18:40:00,0,NÃO,INDETERMINADO,AVIÃO,INSTRUÇÃO,DESTRUÍDA,1946,INDETERMINADA,6
53120,ACIDENTE,PA,3/4/2015,13:30:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,TÁXI AÉREO,SUBSTANCIAL,1973,DECOLAGEM,129
53121,INCIDENTE,SP,2/19/2015,17:48:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,2007,DECOLAGEM,107
53122,INCIDENTE,DF,1/11/2015,0:07:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,REGULAR,LEVE,1993,DECOLAGEM,154
53123,INCIDENTE,SP,2/24/2015,19:30:00,0,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,AVIÃO,REGULAR,SUBSTANCIAL,2002,CRUZEIRO,184
53124,INCIDENTE,SP,2/27/2015,8:50:00,0,NÃO,FUMAÇA NA CABINE,AVIÃO,REGULAR,NENHUM,2011,SUBIDA,4
53125,INCIDENTE,RJ,2/19/2015,15:53:00,0,NÃO,OUTROS,AVIÃO,ESPECIALIZADA,NENHUM,1955,CIRCUITO DE TRÁFEGO,4
53126,INCIDENTE,SP,2/27/2015,14:10:00,0,NÃO,FOGO NO SOLO,AVIÃO,INSTRUÇÃO,NENHUM,1985,PARTIDA DO MOTOR,6
53127,INCIDENTE,SP,2/11/2015,11:55:00,0,NÃO,COLISÃO COM AVE,HELICÓPTERO,POLICIAL,LEVE,1999,MANOBRA,75
53128,INCIDENTE,SP,2/27/2015,21:27:00,0,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,AVIÃO,REGULAR,NENHUM,2012,APROXIMAÇÃO FINAL,8
53129,INCIDENTE,SC,2/12/2015,18:30:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,NÃO REGULAR,NENHUM,2014,CRUZEIRO,125
53130,INCIDENTE,AM,2/21/2015,2:14:00,0,NÃO,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,AVIÃO,REGULAR,NENHUM,2011,SUBIDA,73
53131,INCIDENTE,SP,2/22/2015,15:35:00,0,NÃO,COM TREM DE POUSO,AVIÃO,REGULAR,NENHUM,2009,DECOLAGEM,1
53132,INCIDENTE,RJ,2/16/2015,12:39:00,0,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,AVIÃO,ESPECIALIZADA,NENHUM,1948,ESPECIALIZADA,125
53133,INCIDENTE,SP,2/26/2015,22:31:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,2010,CRUZEIRO,2
53148,ACIDENTE,SP,3/12/2015,12:40:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1960,POUSO,6
53149,ACIDENTE,AM,3/11/2015,23:25:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,AVIÃO,PRIVADA,SUBSTANCIAL,1973,CIRCUITO DE TRÁFEGO,0
53150,ACIDENTE,SP,1/31/2014,21:00:00,0,NÃO,PERDA DE CONTROLE EM VOO,***,EXPERIMENTAL,DESTRUÍDA,0,DECOLAGEM,11
53151,INCIDENTE GRAVE,AM,3/16/2015,18:07:00,1,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,TÁXI AÉREO,LEVE,1993,CORRIDA APÓS POUSO,2
53152,INCIDENTE GRAVE,RJ,3/10/2015,11:30:00,2,NÃO,PERDA DE COMPONENTE EM VOO,HELICÓPTERO,INSTRUÇÃO,LEVE,1995,MANOBRA,11
53153,INCIDENTE,RS,3/13/2015,15:45:00,0,NÃO,COLISÃO COM AVE,AVIÃO,TÁXI AÉREO,LEVE,1993,PROCEDIMENTO DE APROXIMAÇÃO IFR,11
53154,INCIDENTE,SP,3/13/2015,14:40:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,TÁXI AÉREO,LEVE,1994,POUSO,4
53164,ACIDENTE,PB,3/15/2015,18:30:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,PRIVADA,SUBSTANCIAL,1974,CORRIDA APÓS POUSO,1
53165,INCIDENTE GRAVE,BA,3/20/2015,14:35:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,2005,MANOBRA,1
53166,INCIDENTE GRAVE,BA,3/24/2015,14:45:00,0,NÃO,OUTROS,AVIÃO,AGRÍCOLA,SUBSTANCIAL,2012,POUSO,34
53167,INCIDENTE,PA,3/10/2015,17:33:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,REGULAR,NENHUM,1995,ESTACIONAMENTO,6
53168,INCIDENTE,MG,3/16/2015,21:05:00,0,NÃO,COM TREM DE POUSO,AVIÃO,PRIVADA,SUBSTANCIAL,1973,CORRIDA APÓS POUSO,73
53169,INCIDENTE,PA,3/19/2015,3:25:00,0,NÃO,OUTROS,AVIÃO,REGULAR,NENHUM,2010,OPERAÇÃO DE SOLO,194
53170,INCIDENTE,MG,3/24/2015,17:57:00,0,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,AVIÃO,REGULAR,NENHUM,2006,CRUZEIRO,9
53175,INCIDENTE,PE,2/18/2015,13:30:00,0,NÃO,COM PARA-BRISAS / JANELA / PORTA,AVIÃO,PRIVADA,LEVE,2004,SUBIDA,6
53176,INCIDENTE,MG,4/5/2015,12:50:00,0,NÃO,PERDA DE COMPONENTE EM VOO,AVIÃO,PRIVADA,NENHUM,1991,DESCIDA,0
53177,ACIDENTE,RN,4/4/2015,20:15:00,0,NÃO,FALHA DO MOTOR EM VOO,ULTRALEVE,PRIVADA,SUBSTANCIAL,0,CIRCUITO DE TRÁFEGO,1
53178,ACIDENTE,MT,3/23/2015,17:15:00,0,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,AGRÍCOLA,DESTRUÍDA,2007,MANOBRA,1
53179,ACIDENTE,GO,3/28/2015,10:30:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,2012,ESPECIALIZADA,5
53180,ACIDENTE,MG,3/28/2015,18:52:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,SUBSTANCIAL,1974,SUBIDA,2
53181,ACIDENTE,MT,3/29/2015,20:17:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,ULTRALEVE,PRIVADA,SUBSTANCIAL,1998,MANOBRA,1
53182,ACIDENTE,MA,3/23/2015,20:40:00,0,NÃO,OPERAÇÃO A BAIXA ALTITUDE,AVIÃO,AGRÍCOLA,DESTRUÍDA,1984,INDETERMINADA,NULL
53183,ACIDENTE,PR,3/2/2015,23:00:00,0,NÃO,POUSO EM LOCAL NÃO PREVISTO,AVIÃO,PRIVADA,NENHUM,1983,POUSO,0
53184,ACIDENTE,SC,3/22/2015,13:44:00,0,NÃO,FALHA DO MOTOR EM VOO,ULTRALEVE,PRIVADA,SUBSTANCIAL,0,INDETERMINADA,125
53185,INCIDENTE,PR,3/24/2015,23:01:00,0,NÃO,OUTROS,AVIÃO,REGULAR,NENHUM,2012,OPERAÇÃO DE SOLO,129
53186,INCIDENTE,DF,3/27/2015,14:55:00,0,NÃO,COM PARA-BRISAS / JANELA / PORTA,AVIÃO,REGULAR,LEVE,2007,CRUZEIRO,6
53187,INCIDENTE,SC,3/29/2015,18:36:00,0,NÃO,COM TREM DE POUSO,AVIÃO,PRIVADA,NENHUM,2011,POUSO,6
53188,INCIDENTE,RJ,3/20/2015,21:00:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,LEVE,1995,POUSO,187
53189,INCIDENTE,MG,3/14/2015,7:20:00,0,NÃO,OUTROS,AVIÃO,REGULAR,NENHUM,2007,DECOLAGEM,73
53190,INCIDENTE,SP,3/28/2015,16:26:00,0,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,AVIÃO,REGULAR,NENHUM,2012,CRUZEIRO,2
53191,ACIDENTE,SP,4/4/2015,20:30:00,0,NÃO,FALHA DO MOTOR EM VOO,ULTRALEVE,PRIVADA,SUBSTANCIAL,2010,CRUZEIRO,0
53192,ACIDENTE,SP,4/3/2015,14:30:00,0,NÃO,PERDA DE CONTROLE EM VOO,ULTRALEVE,PRIVADA,DESTRUÍDA,0,INDETERMINADA,NULL
53193,ACIDENTE,MT,3/14/2015,18:00:00,0,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,AGRÍCOLA,DESTRUÍDA,0,MANOBRA,6
53194,ACIDENTE,CE,3/26/2015,20:30:00,0,SIM,POUSO EM LOCAL NÃO PREVISTO,AVIÃO,PRIVADA,SUBSTANCIAL,2006,DESCIDA,10
53195,ACIDENTE,SP,4/2/2015,20:00:00,5,NÃO,COM COMANDOS DE VOO,HELICÓPTERO,PRIVADA,DESTRUÍDA,2010,CRUZEIRO,6
53196,ACIDENTE,SC,4/4/2015,13:00:00,1,NÃO,COM TREM DE POUSO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1972,ARREMETIDA NO SOLO,2
53197,ACIDENTE,SP,4/5/2015,11:50:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1978,MANOBRA,2
53198,ACIDENTE,PR,4/6/2015,21:15:00,1,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1991,POUSO,6
53199,ACIDENTE,PI,4/11/2015,22:00:00,0,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,PRIVADA,DESTRUÍDA,1973,INDETERMINADA,2
53200,INCIDENTE GRAVE,SP,4/5/2015,11:00:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1946,TÁXI,4
53201,INCIDENTE GRAVE,SP,4/2/2015,17:30:00,0,NÃO,COM TREM DE POUSO,AVIÃO,PRIVADA,SUBSTANCIAL,1980,DECOLAGEM,6
53202,INCIDENTE GRAVE,PR,4/5/2015,21:00:00,0,NÃO,OUTROS,AVIÃO,PRIVADA,NENHUM,1969,POUSO,184
53203,INCIDENTE GRAVE,DF,4/8/2015,16:04:00,2,NÃO,POUSO ANTES DA PISTA,AVIÃO,REGULAR,LEVE,2008,POUSO,NULL
53204,INCIDENTE GRAVE,GO,4/9/2015,13:13:00,3,NÃO,COLISÃO DE VEÍCULO COM AERONAVE,AVIÃO,INSTRUÇÃO,LEVE,NULL,TÁXI,0
53205,INCIDENTE,MG,4/14/2015,14:23:00,0,NÃO,OUTROS,***,PRIVADA,NENHUM,0,POUSO,172
53206,INCIDENTE,PE,4/11/2015,19:30:00,0,NÃO,OUTROS,AVIÃO,REGULAR,NENHUM,2011,DECOLAGEM,129
53207,INCIDENTE,SP,4/10/2015,21:18:00,0,NÃO,VAZAMENTO DE OUTROS FLUIDOS,AVIÃO,REGULAR,NENHUM,2008,SUBIDA,2
53208,INCIDENTE,SP,4/9/2015,19:20:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,NENHUM,1973,TÁXI,125
53209,INCIDENTE,MT,4/7/2015,21:48:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,REGULAR,SUBSTANCIAL,2011,DECOLAGEM,14
53210,INCIDENTE,ES,4/4/2015,16:25:00,0,NÃO,POUSO EM LOCAL NÃO PREVISTO,HELICÓPTERO,TÁXI AÉREO,NENHUM,2009,POUSO,6
53211,INCIDENTE,SP,3/30/2015,19:40:00,0,NÃO,F.O.D.,HELICÓPTERO,POLICIAL,LEVE,1993,PARTIDA DO MOTOR,2
53212,INCIDENTE,SP,3/28/2015,17:32:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,NENHUM,1984,TÁXI,2
53213,INCIDENTE,SP,3/28/2015,15:51:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,NENHUM,1978,DECOLAGEM,6
53222,ACIDENTE,PA,4/26/2015,15:30:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,SUBSTANCIAL,1976,APROXIMAÇÃO FINAL,1
53223,ACIDENTE,SP,4/22/2015,12:45:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,2005,DECOLAGEM,2
53224,ACIDENTE,SP,4/16/2015,20:45:00,1,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1964,CIRCUITO DE TRÁFEGO,3
53225,ACIDENTE,PR,4/5/2015,11:10:00,2,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1990,POUSO,11
53226,INCIDENTE,PA,2/5/2015,17:55:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,REGULAR,NENHUM,1993,POUSO,6
53227,INCIDENTE,SC,4/2/2015,1:10:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,NENHUM,1972,TÁXI,6
53228,INCIDENTE,SC,4/6/2015,20:24:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,LEVE,1979,TÁXI,22
53229,INCIDENTE,RJ,4/20/2015,10:20:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,HELICÓPTERO,TÁXI AÉREO,NENHUM,2009,SUBIDA,5
53230,INCIDENTE,MS,4/10/2015,0:30:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,1979,DECOLAGEM,1
53231,ACIDENTE,MT,4/23/2015,12:30:00,0,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,1976,MANOBRA,2
53232,ACIDENTE,SP,5/1/2015,20:30:00,1,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1997,CIRCUITO DE TRÁFEGO,6
53233,INCIDENTE GRAVE,TO,4/15/2015,19:31:00,0,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,PRIVADA,SUBSTANCIAL,1999,CORRIDA APÓS POUSO,2
53234,ACIDENTE,RJ,4/10/2015,12:10:00,0,NÃO,FALHA DO MOTOR EM VOO,ULTRALEVE,PRIVADA,LEVE,2012,DESCIDA,2
53235,ACIDENTE,RJ,4/21/2015,13:00:00,0,NÃO,PERDA DE CONTROLE EM VOO,ULTRALEVE,PRIVADA,SUBSTANCIAL,2010,DECOLAGEM,2
53236,ACIDENTE,GO,4/21/2015,19:30:00,0,NÃO,FALHA DO MOTOR EM VOO,ULTRALEVE,PRIVADA,SUBSTANCIAL,2005,APROXIMAÇÃO FINAL,2
53237,ACIDENTE,SP,4/28/2015,21:00:00,0,NÃO,PERDA DE CONTROLE EM VOO,ULTRALEVE,PRIVADA,SUBSTANCIAL,2006,DESCIDA,6
53238,INCIDENTE,ES,3/13/2015,11:30:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,HELICÓPTERO,POLICIAL,LEVE,1998,PAIRADO,4
53239,INCIDENTE,SP,4/24/2015,17:00:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,HELICÓPTERO,PRIVADA,NENHUM,2004,CRUZEIRO,6
53240,INCIDENTE,MG,4/28/2015,0:59:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,NENHUM,1986,POUSO,6
53241,INCIDENTE,SP,5/2/2015,14:25:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,NENHUM,1988,CORRIDA APÓS POUSO,172
53247,INCIDENTE,CE,5/4/2015,18:48:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,REGULAR,NENHUM,2015,SUBIDA,125
53248,INCIDENTE,CE,5/3/2015,15:00:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2012,DECOLAGEM,1
53254,ACIDENTE,PR,5/20/2015,14:00:00,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,1966,VOO A BAIXA ALTURA,4
53255,ACIDENTE,PA,5/9/2015,17:30:00,0,NÃO,INDETERMINADO,AVIÃO,PRIVADA,DESTRUÍDA,1976,INDETERMINADA,5
53256,ACIDENTE,PR,5/17/2015,18:15:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,AVIÃO,PRIVADA,SUBSTANCIAL,2013,CRUZEIRO,4
53257,ACIDENTE,SE,5/17/2015,17:40:00,1,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,PRIVADA,SUBSTANCIAL,1990,POUSO,2
53258,ACIDENTE,RS,5/9/2015,14:00:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,SUBSTANCIAL,2005,CRUZEIRO,2
53259,ACIDENTE,MG,5/2/2015,10:43:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,ULTRALEVE,PRIVADA,DESTRUÍDA,2011,CRUZEIRO,4
53260,ACIDENTE,ES,5/8/2015,11:27:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,SUBSTANCIAL,2010,SUBIDA,NULL
53261,ACIDENTE,MT,5/9/2015,20:00:00,0,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,2014,CORRIDA APÓS POUSO,6
53262,INCIDENTE GRAVE,AL,5/20/2015,15:10:00,3,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,HELICÓPTERO,POLICIAL,SUBSTANCIAL,2012,ARREMETIDA NO AR,6
53263,ACIDENTE,GO,5/8/2015,11:00:00,0,NÃO,POUSO BRUSCO,AVIÃO,PRIVADA,SUBSTANCIAL,1978,POUSO,4
53264,ACIDENTE,MG,5/1/2015,17:00:00,1,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,SUBSTANCIAL,1981,CRUZEIRO,6
53265,ACIDENTE,RR,5/5/2015,16:05:00,2,SIM,POUSO LONGO,AVIÃO,TÁXI AÉREO,SUBSTANCIAL,1975,POUSO,10
53266,ACIDENTE,MS,5/24/2015,13:53:00,7,NÃO,PANE SECA,AVIÃO,TÁXI AÉREO,SUBSTANCIAL,1990,CRUZEIRO,6
53267,ACIDENTE,PA,5/21/2015,13:00:00,0,NÃO,OUTROS,AVIÃO,PRIVADA,SUBSTANCIAL,1975,INDETERMINADA,6
53268,ACIDENTE,MG,5/29/2015,19:10:00,1,NÃO,POUSO LONGO,AVIÃO,PRIVADA,SUBSTANCIAL,1986,POUSO,1
53269,INCIDENTE GRAVE,PR,5/5/2015,11:30:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,2013,ESPECIALIZADA,4
53270,INCIDENTE GRAVE,GO,5/20/2015,14:40:00,1,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,NENHUM,1981,CRUZEIRO,4
53271,INCIDENTE GRAVE,PR,5/17/2015,17:00:00,0,NÃO,COM TREM DE POUSO,AVIÃO,PRIVADA,SUBSTANCIAL,1980,CRUZEIRO,4
53272,INCIDENTE GRAVE,ES,5/24/2015,14:48:00,0,NÃO,PANE SECA,AVIÃO,PRIVADA,NENHUM,2010,CRUZEIRO,75
53273,INCIDENTE,SP,5/12/2015,15:30:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,REGULAR,NENHUM,2012,SUBIDA,73
53274,INCIDENTE,SP,5/7/2015,11:30:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,REGULAR,LEVE,1999,DESCIDA,197
53275,INCIDENTE,MA,5/20/2015,16:20:00,0,NÃO,OUTROS,AVIÃO,REGULAR,LEVE,2009,DECOLAGEM,6
53276,INCIDENTE,MG,5/13/2015,14:05:00,0,NÃO,OUTROS,AVIÃO,PRIVADA,NENHUM,1983,APROXIMAÇÃO FINAL,6
53277,INCIDENTE,MG,5/19/2015,19:58:00,0,NÃO,VAZAMENTO DE OUTROS FLUIDOS,AVIÃO,PRIVADA,NENHUM,2003,DECOLAGEM,2
53278,INCIDENTE,SP,5/20/2015,16:40:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,NENHUM,2012,TÁXI,4
53279,INCIDENTE,MG,5/21/2015,20:46:00,0,NÃO,POUSO SEM TREM,AVIÃO,PRIVADA,SUBSTANCIAL,1981,POUSO,6
53280,INCIDENTE,RS,5/8/2015,13:44:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,POLICIAL,LEVE,1974,CORRIDA APÓS POUSO,6
53281,INCIDENTE,SP,5/25/2015,19:14:00,0,NÃO,COLISÃO COM AVE,AVIÃO,PRIVADA,LEVE,2008,SUBIDA,2
53282,INCIDENTE,PE,5/15/2015,15:15:00,0,NÃO,PERDA DE COMPONENTE NO SOLO,ULTRALEVE,PRIVADA,LEVE,2008,POUSO,52
53283,INCIDENTE,AM,5/20/2015,17:00:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,REGULAR,LEVE,1996,CORRIDA APÓS POUSO,4
53284,INCIDENTE,CE,5/16/2015,22:15:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,LEVE,2007,TÁXI,6
53285,INCIDENTE,PA,5/9/2015,12:53:00,0,NÃO,COM TREM DE POUSO,AVIÃO,PRIVADA,NENHUM,1981,POUSO,1
