MêsAno,me,Mês,Ano,Órgão Superior,Órgão/Entidade Vinculada,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos
out/21,10,out,21,26000 - Ministério da Educação,26285 - Fundação Universidade Federal de São João Del-Rei,1997719.09,2421471.76,16646592.69,101405.54
out/21,10,out,21,26000 - Ministério da Educação,26274 - Fundação Universidade Federal de Uberlândia,126194525.35,7839046.70,87493895.49,3329403.57
set/21,9,set,21,26000 - Ministério da Educação,26274 - Fundação Universidade Federal de Uberlândia,48572250.45,128127762.92,119143027.95,4482101.19
out/21,10,out,21,26000 - Ministério da Educação,26352 - Fundação Universidade Federal do ABC,773949.99,2043660.70,16235102.06,241871.88
set/21,9,set,21,26000 - Ministério da Educação,26352 - Fundação Universidade Federal do ABC,25095238.47,24198493.51,24115972.65,2787127.78
set/21,9,set,21,26000 - Ministério da Educação,26275 - Fundação Universidade Federal do Acre,5304030.91,26893293.86,26764287.75,1472580.49
out/21,10,out,21,26000 - Ministério da Educação,26275 - Fundação Universidade Federal do Acre,46281453.99,1371637.64,19033639.50,1094230.44
out/21,10,out,21,26000 - Ministério da Educação,26286 - Fundação Universidade Federal do Amapá,665678.07,2077315.47,10394912.68,402554.49
set/21,9,set,21,26000 - Ministério da Educação,26286 - Fundação Universidade Federal do Amapá,12490864.82,16293197.65,16405524.01,2074741.03
set/21,9,set,21,26000 - Ministério da Educação,26276 - Fundação Universidade Federal do Mato Grosso,68343165.50,66949666.57,67386879.87,2937828.07
out/21,10,out,21,26000 - Ministério da Educação,26276 - Fundação Universidade Federal do Mato Grosso,3023503.75,11573695.48,52079100.42,3525934.55
out/21,10,out,21,26000 - Ministério da Educação,26283 - Fundação Universidade Federal do Mato Grosso do Sul,1826300.88,5039265.37,45425539.50,390044.65
set/21,9,set,21,26000 - Ministério da Educação,26283 - Fundação Universidade Federal do Mato Grosso do Sul,18547801.69,88533941.06,89381694.90,2100449.91
out/21,10,out,21,26000 - Ministério da Educação,26266 - Fundação Universidade Federal do Pampa,44376024.89,858070.58,17167251.54,606477.68
set/21,9,set,21,26000 - Ministério da Educação,26266 - Fundação Universidade Federal do Pampa,3307428.80,26409563.30,25984364.26,1786846.23
set/21,9,set,21,26000 - Ministério da Educação,26279 - Fundação Universidade Federal do Piauí,37848693.47,60202240.74,63535612.50,2956131.74
out/21,10,out,21,26000 - Ministério da Educação,26279 - Fundação Universidade Federal do Piauí,2600308.53,2104579.95,39507387.07,249663.50
out/21,10,out,21,26000 - Ministério da Educação,26251 - Fundação Universidade Federal do Tocantins,2274242.46,980476.42,18779027.75,373937.95
set/21,9,set,21,26000 - Ministério da Educação,26251 - Fundação Universidade Federal do Tocantins,43377898.02,28855979.25,30559237.58,2159449.22
out/21,10,out,21,26000 - Ministério da Educação,26230 - Fundação Universidade Federal do Vale do São Francisco,4198646.56,4123739.04,14200575.98,588999.33
set/21,9,set,21,26000 - Ministério da Educação,26230 - Fundação Universidade Federal do Vale do São Francisco,12157810.65,18859622.12,16581620.25,1952670.20
out/21,10,out,21,26000 - Ministério da Educação,26298 - Fundo Nacional de Desenvolvimento da Educação,835225328.50,2181481595.29,2171617811.24,95933943.67
set/21,9,set,21,26000 - Ministério da Educação,26298 - Fundo Nacional de Desenvolvimento da Educação,1515978431.69,4160505746.79,4227510585.04,126550455.05
set/21,9,set,21,26000 - Ministério da Educação,26294 - Hospital de Clínicas de Porto Alegre,143705585.20,129295896.16,126499075.36,329543.96
out/21,10,out,21,26000 - Ministério da Educação,26294 - Hospital de Clínicas de Porto Alegre,24416568.65,13239029.70,85276720.89,424685.35
set/21,9,set,21,26000 - Ministério da Educação,26404 - Instituto Federal Baiano,9599111.17,25079744.69,25546319.03,2119405.35
out/21,10,out,21,26000 - Ministério da Educação,26404 - Instituto Federal Baiano,1777251.67,1475386.64,16321708.67,833913.50
set/21,9,set,21,26000 - Ministério da Educação,26422 - Instituto Federal Catarinense,11411325.60,29909866.48,30679076.29,2395754.54
out/21,10,out,21,26000 - Ministério da Educação,26422 - Instituto Federal Catarinense,2776829.82,2034050.69,19901941.09,949202.42
out/21,10,out,21,26000 - Ministério da Educação,26427 - Instituto Federal da Bahia,2235865.39,2959648.26,30306748.06,1887672.87
set/21,9,set,21,26000 - Ministério da Educação,26427 - Instituto Federal da Bahia,3750368.71,46337554.47,47712818.53,1759772.38
set/21,9,set,21,26000 - Ministério da Educação,26417 - Instituto Federal da Paraíba,14600919.24,44866781.10,45065835.19,915869.93
out/21,10,out,21,26000 - Ministério da Educação,26417 - Instituto Federal da Paraíba,4806663.99,2716979.49,30034793.85,1692003.85
set/21,9,set,21,26000 - Ministério da Educação,26402 - Instituto Federal de Alagoas,12036650.33,33222292.32,33968458.04,1795080.51
out/21,10,out,21,26000 - Ministério da Educação,26402 - Instituto Federal de Alagoas,51749851.13,2123367.52,22677172.37,442920.39
set/21,9,set,21,26000 - Ministério da Educação,26428 - Instituto Federal de Brasília,18187591.91,19851176.34,21144589.00,1111221.83
out/21,10,out,21,26000 - Ministério da Educação,26428 - Instituto Federal de Brasília,2153894.35,1976510.72,13156571.88,669411.80
set/21,9,set,21,26000 - Ministério da Educação,"26429 - Instituto Federal de Educação, Ciência e Tecnologia de Goiás",5508899.56,37643273.01,37474334.06,1740824.53
out/21,10,out,21,26000 - Ministério da Educação,"26429 - Instituto Federal de Educação, Ciência e Tecnologia de Goiás",4798783.74,1176384.00,24611621.79,403107.16
out/21,10,out,21,26000 - Ministério da Educação,26409 - Instituto Federal de Minas Gerais,53882278.68,3025662.53,23095339.19,1231345.94
set/21,9,set,21,26000 - Ministério da Educação,26409 - Instituto Federal de Minas Gerais,5111970.77,33315855.92,33516305.76,1742908.59
set/21,9,set,21,26000 - Ministério da Educação,26418 - Instituto Federal de Pernambuco,53113591.70,43839337.33,45059829.43,2057104.53
out/21,10,out,21,26000 - Ministério da Educação,26418 - Instituto Federal de Pernambuco,1604179.39,2475785.26,29638116.04,684542.11
set/21,9,set,21,26000 - Ministério da Educação,26421 - Instituto Federal de Rondônia,33026436.70,17233921.89,17020385.04,1069559.16
out/21,10,out,21,26000 - Ministério da Educação,26421 - Instituto Federal de Rondônia,3908157.09,2013210.97,11621870.85,1694657.21
set/21,9,set,21,26000 - Ministério da Educação,26437 - Instituto Federal de Roraima,9025067.61,10336841.10,10293594.23,260428.08
out/21,10,out,21,26000 - Ministério da Educação,26437 - Instituto Federal de Roraima,2645738.02,495670.93,6644591.27,170460.37
set/21,9,set,21,26000 - Ministério da Educação,26438 - Instituto Federal de Santa Catarina,24200920.49,47052714.71,48369025.28,1566517.36
out/21,10,out,21,26000 - Ministério da Educação,26438 - Instituto Federal de Santa Catarina,2331096.98,2914827.68,31156713.29,1967293.40
out/21,10,out,21,26000 - Ministério da Educação,26423 - Instituto Federal de Sergipe,852699.86,1127875.49,14483787.97,88582.65
set/21,9,set,21,26000 - Ministério da Educação,26423 - Instituto Federal de Sergipe,2741109.78,21857415.31,22540571.49,647438.26
set/21,9,set,21,26000 - Ministério da Educação,26439 - Instituto Federal de São Paulo,115722544.26,75656280.33,77199121.03,2868067.44
out/21,10,out,21,26000 - Ministério da Educação,26439 - Instituto Federal de São Paulo,2381829.95,6246952.40,51512972.24,896230.90
out/21,10,out,21,26000 - Ministério da Educação,26425 - Instituto Federal do Acre,94363.25,474857.19,6036402.60,464939.74
set/21,9,set,21,26000 - Ministério da Educação,26425 - Instituto Federal do Acre,2186910.25,9277759.17,9264647.08,477359.42
out/21,10,out,21,26000 - Ministério da Educação,26426 - Instituto Federal do Amapá,917124.98,111844.95,5281501.73,1332738.11
set/21,9,set,21,26000 - Ministério da Educação,26426 - Instituto Federal do Amapá,1912195.88,7265307.61,7331877.82,502322.78
out/21,10,out,21,26000 - Ministério da Educação,26403 - Instituto Federal do Amazonas,2139383.03,1219426.04,18756727.05,490190.82
set/21,9,set,21,26000 - Ministério da Educação,26403 - Instituto Federal do Amazonas,2892703.67,27900074.73,28152300.02,3690924.08
out/21,10,out,21,26000 - Ministério da Educação,26405 - Instituto Federal do Ceará,1292332.19,3744579.45,39535754.98,3136107.46
set/21,9,set,21,26000 - Ministério da Educação,26405 - Instituto Federal do Ceará,10876269.38,58957706.59,58951020.89,4666783.66
set/21,9,set,21,26000 - Ministério da Educação,26406 - Instituto Federal do Espírito Santo,64480979.56,55586088.71,57136865.89,2147019.02
out/21,10,out,21,26000 - Ministério da Educação,26406 - Instituto Federal do Espírito Santo,3736217.48,4943200.88,37999139.61,787071.84
set/21,9,set,21,26000 - Ministério da Educação,26408 - Instituto Federal do Maranhão,12084765.34,48341316.96,49521781.86,1291659.68
out/21,10,out,21,26000 - Ministério da Educação,26408 - Instituto Federal do Maranhão,5532844.50,2908244.74,31042981.47,673897.58
out/21,10,out,21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,3839618.23,3690007.44,24737881.36,739413.15
set/21,9,set,21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,8140031.50,36499892.87,38151761.10,2664382.44
out/21,10,out,21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,15309314.46,12978257.27,10829183.45,484568.95
set/21,9,set,21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,16522495.36,16250592.89,16764567.88,831032.73
set/21,9,set,21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,7556185.08,21953512.86,21288368.60,1272527.11
out/21,10,out,21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,1264642.87,1435970.98,14800085.63,712419.53
set/21,9,set,21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,6740812.00,34400360.44,34926934.63,2871078.33
out/21,10,out,21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,2241567.16,1598494.18,22109560.47,1107162.90
out/21,10,out,21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,57430566.58,2893889.43,24153155.03,854418.31
set/21,9,set,21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,4601695.78,36862016.84,38476568.33,648089.92
set/21,9,set,21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,3061721.27,35556811.88,36347112.10,624184.34
out/21,10,out,21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,1431483.10,2433685.93,23633793.21,498383.75
out/21,10,out,21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,1243758.70,1901951.48,22543794.30,2824053.10
set/21,9,set,21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,4097920.71,34421247.38,34670347.66,608441.58
set/21,9,set,21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,57255390.40,49023990.37,47362548.63,3883725.48
out/21,10,out,21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,2572654.52,1181513.15,32105838.13,1783166.77
out/21,10,out,21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,2689061.07,1559703.86,24016907.11,801928.20
set/21,9,set,21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,4173480.70,36579110.95,37239111.98,1052302.55
set/21,9,set,21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,2092936.74,14217195.04,14581481.97,424491.86
out/21,10,out,21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,3293058.86,814806.72,9795088.06,149061.77
set/21,9,set,21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,13989244.47,23250795.45,25169921.00,517107.32
out/21,10,out,21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,3150604.45,1192562.87,15737663.91,341534.43
out/21,10,out,21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,1587950.70,1862828.06,14797373.08,2344026.69
set/21,9,set,21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,27253104.94,22080491.04,22552852.47,3323332.85
set/21,9,set,21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,8057583.32,19637239.55,20079716.89,961679.59
out/21,10,out,21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,3708443.42,1048208.80,12890826.47,305383.35
out/21,10,out,21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,983500.28,1336938.52,13034147.62,164780.59
set/21,9,set,21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,2118979.64,19951360.93,20408836.90,832298.87
set/21,9,set,21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,14514943.44,23733637.13,24384096.08,1300623.60
out/21,10,out,21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,36406903.09,1596847.58,15503773.14,854583.28
out/21,10,out,21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,2350577.79,3733955.21,22143040.59,747504.61
set/21,9,set,21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,21947622.65,33152537.43,32694748.60,372951.63
out/21,10,out,21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,5179821.90,2116852.89,16361465.29,468929.27
set/21,9,set,21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,20042950.96,25769981.14,28373212.85,1514084.16
out/21,10,out,21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,2588201.38,2843344.65,24540548.73,690946.09
set/21,9,set,21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,12551789.58,36476739.56,37340373.20,1184843.12
set/21,9,set,21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,43270925.26,20739188.39,19999082.64,14920343.90
out/21,10,out,21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,10257642.05,30121222.83,30034039.38,15096924.73
set/21,9,set,21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,93162948.47,66237898.61,65955514.69,1141724.61
out/21,10,out,21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,38842118.56,40048345.96,64316822.59,3088422.73
set/21,9,set,21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,11598793.89,11548753.73,11623392.83,769216.81
out/21,10,out,21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,15048294.77,902480.15,7074277.45,549002.20
set/21,9,set,21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,46444843.37,162359129.22,156354772.36,845303.03
out/21,10,out,21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,189249566.65,14983478.11,104775188.59,995593.66
out/21,10,out,21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,18476953.27,1492291.62,14259151.71,1103262.01
set/21,9,set,21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,35007568.97,21181837.71,23606230.20,1389161.64
out/21,10,out,21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,499424.14,404896.85,8457544.15,115495.35
set/21,9,set,21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,7704496.93,12573521.21,12552692.92,1346327.67
set/21,9,set,21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,110257161.38,150078214.47,151158037.45,3502708.82
out/21,10,out,21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,5057935.93,6112539.57,104785437.03,2047845.58
set/21,9,set,21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,5020673.22,73076303.96,73934079.38,800421.19
out/21,10,out,21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,92536892.40,6182526.17,52289886.28,124103.36
set/21,9,set,21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,5192355.20,19177395.03,20408694.07,945367.42
out/21,10,out,21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,1724130.14,1798271.95,12178627.11,364382.57
set/21,9,set,21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,26092142.09,63165512.43,62835050.77,1857658.93
out/21,10,out,21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,5175758.61,7861587.44,40082079.74,1151660.68
out/21,10,out,21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,-249066.28,234758.86,4920442.11,27153.29
set/21,9,set,21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,14149075.16,7778167.04,7759786.28,732412.03
set/21,9,set,21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,119080981.11,101557496.80,105625879.88,6537666.68
out/21,10,out,21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,8616564.51,5598859.69,70777899.41,140413.29
set/21,9,set,21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,13717179.15,18636515.34,19337744.76,982157.36
out/21,10,out,21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,2322984.67,1192717.37,12440519.16,232714.23
out/21,10,out,21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,1963307.15,846478.34,4411272.17,103070.68
set/21,9,set,21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,1121550.68,7798327.74,7893106.19,37893.95
set/21,9,set,21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,21909559.57,75916763.42,77074030.57,-3142263.68
out/21,10,out,21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,11009187.79,9467817.65,57190063.72,1026271.46
set/21,9,set,21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,23695968.73,30018492.36,30705912.85,2806574.29
out/21,10,out,21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,17809316.24,2832240.44,21573320.06,1061363.39
set/21,9,set,21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,59097791.88,186684483.41,189304444.65,3374598.20
out/21,10,out,21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,2219877.01,26095627.48,134438431.98,584653.20
set/21,9,set,21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,16165515.86,34246887.24,34988887.82,1838925.36
out/21,10,out,21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,2116143.03,2403588.45,24387141.73,783491.82
set/21,9,set,21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,16175609.29,141268849.38,139386415.18,3789401.42
out/21,10,out,21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,10943029.07,4727403.54,99211784.70,4566830.25
out/21,10,out,21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,713098.77,1393625.65,5472039.39,23531.90
set/21,9,set,21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,7697221.11,6914308.91,6880713.18,99719.81
set/21,9,set,21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,40879006.22,18566542.54,18645912.90,1114189.14
out/21,10,out,21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,1052214.78,1378175.88,12428261.17,618044.11
set/21,9,set,21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,113269992.99,143306727.79,146718387.08,11662114.78
out/21,10,out,21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,15696007.26,8157427.31,96224942.13,2346422.75
out/21,10,out,21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,173084648.84,4934412.06,76320812.83,3436619.53
set/21,9,set,21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,40753120.94,110147797.30,113695771.00,5304415.43
out/21,10,out,21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,54054577.32,8582682.18,76107494.60,1450146.24
set/21,9,set,21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,79760568.07,113193642.02,114173126.93,1168018.67
out/21,10,out,21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,77032302.58,2339132.59,53059016.99,2390739.87
set/21,9,set,21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,9171659.68,72303391.69,71418590.62,2223180.86
out/21,10,out,21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,4422656.43,7295.60,2725312.27,0.00
set/21,9,set,21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,4340262.90,4243336.53,4227994.86,128239.99
set/21,9,set,21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,1032913.43,9332089.85,10770967.51,766670.22
out/21,10,out,21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,365738.01,1259709.68,5575743.19,36728.50
set/21,9,set,21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,23140317.13,130744621.72,133537542.94,2705475.13
out/21,10,out,21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,17037818.41,2860524.24,90280790.32,1623542.11
set/21,9,set,21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,1022187.75,4676454.10,4739464.42,104683.00
out/21,10,out,21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,12964.00,47547.78,2894929.20,0.00
set/21,9,set,21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,19017376.57,86529038.03,86406049.30,2845625.86
out/21,10,out,21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,750697.79,3074108.29,59549187.23,1179430.60
set/21,9,set,21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,73776286.83,46804972.80,47183863.24,3158412.55
out/21,10,out,21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,7864172.07,4836788.62,32122167.86,387.67
out/21,10,out,21,26000 - Ministério da Educação,26457 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS,0.00,979653.50,482842.21,0.00
set/21,9,set,21,26000 - Ministério da Educação,26457 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS,3143344.02,374901.24,734725.94,0.00
out/21,10,out,21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,132071.96,800357.59,5928505.18,399263.63
set/21,9,set,21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,4399806.59,8704916.85,8535151.37,2441174.97
out/21,10,out,21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,2054744.43,490122.05,10800680.69,340304.42
set/21,9,set,21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,7331503.32,15765910.97,15322528.54,399780.75
out/21,10,out,21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,3479973.35,8370605.32,97214225.12,1109186.34
set/21,9,set,21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,196702922.49,141558042.23,143390240.19,2741644.26
out/21,10,out,21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,56212569.43,5575140.09,83232091.05,2656133.21
set/21,9,set,21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,227093803.50,116260830.26,118102392.90,1960327.79
out/21,10,out,21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,2215226.07,1022564.34,15363210.77,217944.86
set/21,9,set,21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,2373952.60,24265128.39,23421679.23,1442075.21
out/21,10,out,21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,16449989.19,18192985.31,211428724.48,1041646.09
set/21,9,set,21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,82392260.00,304193861.01,311295267.03,4823663.42
out/21,10,out,21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,58198618.17,3167033.01,31243023.37,91441.85
set/21,9,set,21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,10062667.36,46237349.73,45740058.50,966002.30
out/21,10,out,21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,13435899.64,9194371.55,102994522.07,969931.39
set/21,9,set,21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,129490753.54,141952433.12,140185401.24,2514633.92
out/21,10,out,21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,5456102.90,17479067.93,100398260.48,164223.03
set/21,9,set,21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,21168539.82,150069337.96,154293159.92,1307719.07
set/21,9,set,21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,1347680.55,8158580.11,8498897.06,385293.33
out/21,10,out,21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,675830.83,596009.78,5125744.61,1100012.31
out/21,10,out,21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,335371.50,1013640.15,7724898.36,490846.33
set/21,9,set,21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,5522696.14,10782579.29,10192830.68,551868.23
set/21,9,set,21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,2816338.93,40723534.43,41755861.68,583328.98
out/21,10,out,21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,2547590.65,2619626.35,27214615.95,19108.90
set/21,9,set,21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,6538115.25,22469512.67,22254835.89,1886479.85
out/21,10,out,21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,2292883.26,1082573.44,15017648.15,455363.66
set/21,9,set,21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,169118848.55,175202417.24,175115963.79,3729500.00
out/21,10,out,21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,-3307567.94,5130466.74,130787184.86,1858997.73
out/21,10,out,21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,142277.89,1840774.57,14802909.99,473864.64
set/21,9,set,21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,48056974.77,19788697.18,21216332.90,524561.25
set/21,9,set,21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,65213520.39,48682066.53,49760552.58,800189.14
out/21,10,out,21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,171017259.07,3174320.86,34144862.52,820204.03
out/21,10,out,21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,-13081451.28,8024158.02,40139207.32,3704566.15
set/21,9,set,21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,14803544.18,51476007.49,52856085.40,1241274.61
out/21,10,out,21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,2934244.81,855478.81,14101849.72,811152.35
set/21,9,set,21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,3554956.67,22525834.77,24997373.53,1165644.26
set/21,9,set,21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,67120654.32,75630954.16,77376340.83,3801184.00
out/21,10,out,21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,5489739.88,3840603.04,47570876.63,1473835.63
