MêsAno,me,Mês,Ano,Órgão Superior,Órgão/Entidade Vinculada,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos
Jul/21,7,Jul,21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,9477733.65,35842132.05,45350856.97,1952544.46
ago/21,8,ago,21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,20807758.92,36118813.53,35604193.73,1771894.91
fev/21,2,fev,21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,1130768.00,31408980.24,31415877.84,3982710.17
Jan/21,1,Jan,21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,195004650.38,31073026.96,10236976.81,30759662.15
mai/21,5,mai,21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,24949281.06,34345873.01,33454978.97,4327657.11
Jun/21,6,Jun,21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,101040048.01,45182827.08,34658851.73,3047638.64
Mar/21,3,Mar,21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,1643962.46,32518036.55,31535004.16,2631769.19
abr/21,4,abr,21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,47015242.32,33415566.70,33507104.88,9201017.94
abr/21,4,abr,21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,15372697.59,15517851.86,15713502.56,1508182.33
Jun/21,6,Jun,21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,23700595.43,22042327.54,16102866.35,613367.15
fev/21,2,fev,21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,14900092.21,14770910.88,14252276.73,1751815.91
Jul/21,7,Jul,21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,17798909.59,16245561.66,21835795.14,519058.35
ago/21,8,ago,21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,18112754.42,16243702.81,16267951.53,635258.77
mai/21,5,mai,21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,16645108.31,15939095.49,15683712.03,626227.09
Jan/21,1,Jan,21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,14346743.71,14199453.08,4701237.89,13074334.17
Mar/21,3,Mar,21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,15503415.97,15157728.14,14502064.62,484060.22
Jan/21,1,Jan,21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,113598207.22,18887815.68,6261247.53,19524543.70
mai/21,5,mai,21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,24284895.06,21761188.68,21569830.35,898078.59
Jul/21,7,Jul,21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,53025256.74,21509195.35,24839622.60,2331832.90
Mar/21,3,Mar,21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,1186803.35,20472331.79,19195164.68,1230651.90
Jun/21,6,Jun,21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,33923861.29,25009055.66,20946276.73,4133887.76
ago/21,8,ago,21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,7142786.15,20784409.12,21543899.52,712948.81
abr/21,4,abr,21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,2931094.33,20725847.86,21057813.73,3036709.18
fev/21,2,fev,21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,2168080.08,19316196.30,19313496.89,2910823.30
abr/21,4,abr,21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,2457892.58,32035730.10,32864153.73,6654781.04
Jul/21,7,Jul,21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,7676949.41,33606490.67,43537129.43,2556129.08
ago/21,8,ago,21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,4740908.33,33430487.10,33611833.12,2022289.66
Jan/21,1,Jan,21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,168486792.95,30253880.48,10570102.90,26545819.18
mai/21,5,mai,21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,130049535.35,34762493.37,33374029.25,2985973.77
Mar/21,3,Mar,21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,1737098.62,31726492.62,30476378.18,1580753.81
Jun/21,6,Jun,21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,22656550.07,43629058.00,33807618.04,3903076.04
fev/21,2,fev,21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,11491877.41,30706180.76,30255880.05,3856523.29
Jan/21,1,Jan,21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,222829795.73,37041587.73,11251433.44,27560633.61
Mar/21,3,Mar,21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,54447796.85,34786255.07,34485126.66,2356565.23
mai/21,5,mai,21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,7985593.28,35602259.02,34734238.89,1853954.15
fev/21,2,fev,21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,716124.49,34420966.17,36771553.38,3621066.56
abr/21,4,abr,21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,1457697.18,33853883.53,35035473.17,5791892.46
Jun/21,6,Jun,21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,115715646.99,47863671.03,36256383.88,1852699.27
Jul/21,7,Jul,21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,6315052.84,37265718.62,47445890.05,4895471.20
ago/21,8,ago,21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,3883627.54,36389498.48,36645366.50,1270293.21
Jan/21,1,Jan,21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,207860925.21,32730703.91,10678617.63,32788745.67
Mar/21,3,Mar,21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,2667265.00,35456081.32,33681998.29,701950.02
abr/21,4,abr,21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,54342594.29,36090212.07,36602238.11,3877672.99
ago/21,8,ago,21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,16385305.92,35576943.83,35683254.80,632827.81
Jul/21,7,Jul,21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,1815870.58,35715414.87,43588069.09,855109.66
mai/21,5,mai,21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,8921195.22,35672504.96,36460946.77,1373832.46
Jun/21,6,Jun,21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,91190231.86,43353244.59,35418287.43,577252.10
fev/21,2,fev,21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,1910108.00,34215768.52,33275791.36,2399494.75
Jan/21,1,Jan,21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,193574910.49,40899063.93,12059683.27,22374224.18
Mar/21,3,Mar,21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,1481518.67,31346382.26,30859736.80,1181505.34
mai/21,5,mai,21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,38611032.51,34552324.13,33490826.53,619176.44
abr/21,4,abr,21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,9110788.24,32029011.30,32082304.33,4075126.62
fev/21,2,fev,21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,260000.30,31043757.54,39769364.41,2334779.27
Jul/21,7,Jul,21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,30673846.01,33534046.26,41434591.67,556069.39
Jun/21,6,Jun,21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,20254372.60,41744132.52,33518874.35,2868526.65
ago/21,8,ago,21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,82192300.47,33728560.96,33705455.94,1061746.63
fev/21,2,fev,21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,491513.73,43289459.54,44073013.67,6699856.96
ago/21,8,ago,21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,14985430.81,46494577.87,47063843.18,5674327.55
Jul/21,7,Jul,21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,53060906.81,47411245.72,55901970.75,6798975.35
Mar/21,3,Mar,21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,2105130.49,44786536.61,43565052.34,3533295.97
abr/21,4,abr,21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,4416248.59,45818673.89,44913388.62,11173131.46
mai/21,5,mai,21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,130087980.96,44317567.86,45436025.83,4377081.29
Jun/21,6,Jun,21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,9888466.91,55039983.65,44973249.60,10788999.18
Jan/21,1,Jan,21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,285633423.22,44045861.64,15077174.54,47762608.44
Jan/21,1,Jan,21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,209907251.14,33642979.41,11256278.37,27186657.76
Mar/21,3,Mar,21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,1799622.61,38192149.49,35465812.49,1577198.39
fev/21,2,fev,21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,2310404.87,35589515.55,34400489.01,3462396.95
Jun/21,6,Jun,21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,115787712.28,43849947.33,35022994.29,2072769.42
abr/21,4,abr,21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,1892753.24,36212061.90,38752120.52,6261987.24
mai/21,5,mai,21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,67980743.64,34813549.77,36041678.88,1655562.34
ago/21,8,ago,21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,2093813.04,36401397.54,36130155.90,897099.77
Jul/21,7,Jul,21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,2435762.11,36027977.47,43768792.07,1348416.89
Jul/21,7,Jul,21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,1712818.15,14387987.24,17622724.16,416248.47
abr/21,4,abr,21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,735083.04,13770127.68,14006859.72,2864835.07
fev/21,2,fev,21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,703523.92,13702176.05,13503634.74,1801279.90
ago/21,8,ago,21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,3263465.32,14473923.25,14547459.69,305473.04
Jun/21,6,Jun,21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,4897828.13,18048277.34,14945174.94,402157.37
Mar/21,3,Mar,21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,997345.33,14046034.08,13844916.09,1417871.84
Jan/21,1,Jan,21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,75201801.92,13414311.71,4463432.66,14861467.19
mai/21,5,mai,21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,65104290.11,15101526.00,14239180.47,546135.20
Jan/21,1,Jan,21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,123173602.38,21661610.96,7173640.95,18422887.57
Jun/21,6,Jun,21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,16306703.30,29082676.93,22946794.18,1980995.13
Mar/21,3,Mar,21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,2534792.77,22591716.05,19185421.21,1334047.84
ago/21,8,ago,21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,6061360.75,24917179.81,23095661.72,1568476.45
abr/21,4,abr,21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,3634334.71,22431692.40,25532578.95,5422666.08
Jul/21,7,Jul,21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,8248285.22,22818875.38,28497759.23,1314617.99
mai/21,5,mai,21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,91742156.92,21982107.03,22030381.80,1903772.20
fev/21,2,fev,21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,1048966.08,21634071.53,21789014.56,3250402.47
mai/21,5,mai,21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,58569797.60,19910320.39,19492869.55,3425847.63
ago/21,8,ago,21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,5301045.52,21760126.65,21808403.12,1721186.66
Jan/21,1,Jan,21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,19424950.70,18944466.96,6128758.85,20014221.15
Jun/21,6,Jun,21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,32857257.23,25467092.05,20238254.61,2959111.28
Jul/21,7,Jul,21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,15031885.51,21869825.97,25645434.06,4278009.83
abr/21,4,abr,21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,1161077.22,19316652.05,19448647.30,8199418.93
Mar/21,3,Mar,21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,8503047.99,19200186.78,18753672.13,2524208.28
fev/21,2,fev,21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,87045867.00,18540539.10,18797093.49,3442074.20
abr/21,4,abr,21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,9333592.13,17544035.18,17330419.72,5318386.07
fev/21,2,fev,21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,1524475.81,16361115.02,16791910.92,2877924.88
mai/21,5,mai,21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,20183108.54,18604946.32,17652457.31,2114649.56
Jul/21,7,Jul,21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,3712300.41,17918889.49,22882922.90,2654154.37
Mar/21,3,Mar,21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,1869261.71,16954225.07,16441651.19,1332448.39
ago/21,8,ago,21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,26849660.61,20140566.21,18739750.78,1582763.69
Jun/21,6,Jun,21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,52205125.00,23942679.80,19419117.76,1951136.77
Jan/21,1,Jan,21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,90849536.37,16848616.17,5795488.14,17134044.66
ago/21,8,ago,21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,1231146.18,19655475.29,19262730.27,1033894.76
Jul/21,7,Jul,21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,1987379.31,19343971.19,23880772.12,1219396.18
abr/21,4,abr,21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,1215861.45,18395768.63,19187324.23,3926581.37
Jun/21,6,Jun,21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,5830906.00,23856549.63,19163450.21,2436837.83
mai/21,5,mai,21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,98046867.09,19577599.76,18927873.21,1507431.96
Jan/21,1,Jan,21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,111589684.82,21766278.73,6546299.63,15071761.48
fev/21,2,fev,21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,766818.04,17819172.79,21292360.60,2033846.48
Mar/21,3,Mar,21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,930957.82,18351867.51,17642305.29,914234.72
abr/21,4,abr,21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,17179714.67,22033125.83,22720510.45,5234339.38
Jul/21,7,Jul,21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,5056280.89,23923289.70,28137449.50,1440729.04
Jan/21,1,Jan,21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,90369038.30,21944051.29,7534605.33,20595298.07
ago/21,8,ago,21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,6266232.01,23646930.59,23508580.81,862770.65
mai/21,5,mai,21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,123895814.98,23394757.35,22501909.51,2074880.16
fev/21,2,fev,21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,7810357.55,23328835.46,22244998.61,2859576.51
Jun/21,6,Jun,21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,6883604.80,27868813.05,23585521.22,2289629.69
Mar/21,3,Mar,21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,12591964.04,22182068.29,23096054.02,2557513.42
mai/21,5,mai,21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,114413296.83,31682852.21,30959837.20,2427274.73
Mar/21,3,Mar,21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,32159090.59,30097261.39,29620289.06,2338531.08
Jan/21,1,Jan,21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,169447943.50,30252277.15,9744051.47,34064237.32
ago/21,8,ago,21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,13409470.81,32408859.36,32593835.74,1243149.54
Jun/21,6,Jun,21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,4364493.64,38555505.98,32298134.48,3540894.23
Jul/21,7,Jul,21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,9178848.09,32302297.64,38316152.56,1573936.79
fev/21,2,fev,21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,942943.16,29475634.34,30151945.94,2397807.70
abr/21,4,abr,21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,2458654.76,31395817.53,30462923.56,5962261.84
Jul/21,7,Jul,21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,4729532.85,25401741.13,28856891.12,2836769.71
Mar/21,3,Mar,21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,2326082.31,25509583.91,23219075.43,3115845.00
ago/21,8,ago,21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,6121247.32,25649071.75,22820219.88,2938706.49
mai/21,5,mai,21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,21877169.30,26129059.76,21527708.34,2163763.08
abr/21,4,abr,21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,9403015.13,24531141.85,26853759.15,6925082.73
Jun/21,6,Jun,21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,95610422.68,28892138.27,29478913.69,5137611.76
fev/21,2,fev,21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,1964962.25,23897359.85,24198375.13,13319037.97
Jan/21,1,Jan,21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,119682274.49,23985087.07,8574588.48,33635958.07
Jan/21,1,Jan,21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,112957422.02,33834321.23,11192527.07,31873325.96
fev/21,2,fev,21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,2102395.65,33151083.92,33754302.42,3398347.59
abr/21,4,abr,21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,25898604.24,34467491.09,34151858.31,5872954.17
mai/21,5,mai,21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,138583305.52,34770679.51,34873360.72,1913068.68
ago/21,8,ago,21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,15849484.87,36272352.24,35870409.42,1026919.97
Jul/21,7,Jul,21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,19020653.84,35655384.72,42799505.09,2166564.27
Mar/21,3,Mar,21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,20878266.12,33779922.94,32967564.72,-12716382.83
Jun/21,6,Jun,21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,17443533.73,41910556.42,34726195.30,1832160.98
Jan/21,1,Jan,21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,45623165.62,7132570.93,2393117.57,69384068.52
fev/21,2,fev,21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,15071274.38,12745167.62,12175773.18,25151167.02
abr/21,4,abr,21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,11140675.13,16556562.52,21112887.43,166493717.18
ago/21,8,ago,21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,351081556.49,21809255.74,21608766.34,18062898.01
Mar/21,3,Mar,21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,18374238.24,18612932.02,14532840.42,137897556.40
Jul/21,7,Jul,21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,262829875.65,20328608.50,22026091.23,23737143.43
Jun/21,6,Jun,21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,182722559.69,21499130.50,19419674.75,4073945.61
mai/21,5,mai,21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,59669502.07,14896559.99,14862618.66,25536179.01
Mar/21,3,Mar,21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,56277943.52,68209198.27,60461352.72,9430609.07
abr/21,4,abr,21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,55190555.39,60057011.67,66814468.38,5108779.52
Jul/21,7,Jul,21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,73083936.11,62899112.24,80621024.47,1331236.29
Jan/21,1,Jan,21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,158349753.42,42948063.04,8372656.08,138969021.97
ago/21,8,ago,21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,332853200.40,65986167.62,65929835.17,3275713.38
mai/21,5,mai,21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,93904675.42,66613755.57,65951422.16,2200471.64
Jun/21,6,Jun,21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,81526670.75,79330996.94,63229673.33,2867366.37
fev/21,2,fev,21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,39406044.76,47728022.17,48056555.55,10108544.78
ago/21,8,ago,21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,8774753.72,11925856.90,11601130.75,798895.91
Mar/21,3,Mar,21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,12098465.42,11210393.77,10273058.35,899339.00
Jul/21,7,Jul,21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,11752696.34,11347984.34,13823584.73,1390247.26
Jun/21,6,Jun,21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,21245562.71,13860347.79,10844529.63,1754126.22
abr/21,4,abr,21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,10606094.08,10898065.11,11320743.07,2052143.44
fev/21,2,fev,21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,10795399.87,10115028.49,9421398.16,2607140.90
Jan/21,1,Jan,21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,10123061.34,9381368.46,2815236.75,8370451.42
mai/21,5,mai,21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,14032539.43,10539583.13,10952208.74,1777596.09
abr/21,4,abr,21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,18683454.09,142909552.65,144644781.27,6704845.87
Jul/21,7,Jul,21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,47866923.68,159521688.45,197000352.97,1913508.63
Jan/21,1,Jan,21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,1041295600.94,138153087.59,45862233.42,116502349.29
ago/21,8,ago,21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,137702221.83,154585090.67,150125699.48,2890347.61
mai/21,5,mai,21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,22000301.31,148032671.98,147031819.75,3651207.54
Mar/21,3,Mar,21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,126540955.27,145848600.26,141630539.52,2549742.80
fev/21,2,fev,21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,22280959.53,140203262.08,142422212.62,7489275.20
Jun/21,6,Jun,21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,265939431.64,179677521.73,140543271.82,7837851.21
abr/21,4,abr,21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,16735593.61,20872365.24,20094410.47,5318181.71
ago/21,8,ago,21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,22345854.77,20489847.16,17588069.63,2098857.84
Mar/21,3,Mar,21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,3494526.90,19863974.21,19777095.39,1322031.26
Jun/21,6,Jun,21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,54626290.40,26340891.59,20568392.83,4121960.80
Jul/21,7,Jul,21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,3341761.62,20793249.16,26286791.58,3583676.00
fev/21,2,fev,21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,2537159.47,19825683.36,20518757.87,2618105.75
Jan/21,1,Jan,21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,59937820.72,20429062.93,6537410.83,14831820.28
mai/21,5,mai,21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,22938242.90,20423100.10,21039497.94,2425951.30
Jul/21,7,Jul,21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,18030839.05,12583410.53,15653247.85,951141.39
Mar/21,3,Mar,21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,1779021.97,12100481.71,11136184.59,443603.17
Jan/21,1,Jan,21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,58498897.72,11686960.09,4101442.37,9656384.71
abr/21,4,abr,21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,4412156.06,12819523.37,13231415.64,2035996.74
Jun/21,6,Jun,21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,5367860.32,15234435.68,12468114.42,1147151.58
ago/21,8,ago,21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,17003824.37,12253571.63,12324103.04,158881.36
fev/21,2,fev,21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,1249217.20,11462233.42,11818653.49,905661.29
mai/21,5,mai,21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,21356771.75,13134021.73,12565805.14,2654561.78
Jul/21,7,Jul,21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,116011991.13,146299600.07,178239711.44,5498041.97
