Mês Ano,Órgão Superior,Órgão/Entidade Vinculada,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos
out/21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,"2.054.744,43","490.122,05","10.800.680,69","340.304,42"
set/21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,"7.331.503,32","15.765.910,97","15.322.528,54","399.780,75"
out/21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,"3.479.973,35","8.370.605,32","97.214.225,12","1.109.186,34"
set/21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,"196.702.922,49","141.558.042,23","143.390.240,19","2.741.644,26"
out/21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,"56.212.569,43","5.575.140,09","83.232.091,05","2.656.133,21"
set/21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,"227.093.803,50","116.260.830,26","118.102.392,90","1.960.327,79"
out/21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,"2.215.226,07","1.022.564,34","15.363.210,77","217.944,86"
set/21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,"2.373.952,60","24.265.128,39","23.421.679,23","1.442.075,21"
out/21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,"16.449.989,19","18.192.985,31","211.428.724,48","1.041.646,09"
set/21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,"82.392.260,00","304.193.861,01","311.295.267,03","4.823.663,42"
out/21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,"58.198.618,17","3.167.033,01","31.243.023,37","91.441,85"
set/21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,"10.062.667,36","46.237.349,73","45.740.058,50","966.002,30"
out/21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,"13.435.899,64","9.194.371,55","102.994.522,07","969.931,39"
set/21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,"129.490.753,54","141.952.433,12","140.185.401,24","2.514.633,92"
out/21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,"5.456.102,90","17.479.067,93","100.398.260,48","164.223,03"
set/21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,"21.168.539,82","150.069.337,96","154.293.159,92","1.307.719,07"
set/21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,"1.347.680,55","8.158.580,11","8.498.897,06","385.293,33"
out/21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,"675.830,83","596.009,78","5.125.744,61","1.100.012,31"
out/21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,"335.371,50","1.013.640,15","7.724.898,36","490.846,33"
set/21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,"5.522.696,14","10.782.579,29","10.192.830,68","551.868,23"
set/21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,"2.816.338,93","40.723.534,43","41.755.861,68","583.328,98"
out/21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,"2.547.590,65","2.619.626,35","27.214.615,95","19.108,90"
set/21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,"6.538.115,25","22.469.512,67","22.254.835,89","1.886.479,85"
out/21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,"2.292.883,26","1.082.573,44","15.017.648,15","455.363,66"
set/21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,"169.118.848,55","175.202.417,24","175.115.963,79","3.729.500,00"
out/21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,"-3.307.567,94","5.130.466,74","130.787.184,86","1.858.997,73"
out/21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,"142.277,89","1.840.774,57","14.802.909,99","473.864,64"
set/21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,"48.056.974,77","19.788.697,18","21.216.332,90","524.561,25"
set/21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,"65.213.520,39","48.682.066,53","49.760.552,58","800.189,14"
out/21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,"171.017.259,07","3.174.320,86","34.144.862,52","820.204,03"
out/21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,"-13.081.451,28","8.024.158,02","40.139.207,32","3.704.566,15"
set/21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,"14.803.544,18","51.476.007,49","52.856.085,40","1.241.274,61"
out/21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,"2.934.244,81","855.478,81","14.101.849,72","811.152,35"
set/21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,"3.554.956,67","22.525.834,77","24.997.373,53","1.165.644,26"
set/21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,"67.120.654,32","75.630.954,16","77.376.340,83","3.801.184,00"
out/21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,"5.489.739,88","3.840.603,04","47.570.876,63","1.473.835,63"
