Mês Ano,Órgão Superior,Órgão/Entidade Vinculada,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos
Mar/21,26000 - Ministério da Educação,26406 - Instituto Federal do Espírito Santo,"53.070.753,27","51.309.484,01","49.434.370,15","2.952.319,50"
Jul/21,26000 - Ministério da Educação,26408 - Instituto Federal do Maranhão,"125.454.519,45","47.920.125,19","59.364.878,10","1.828.953,24"
fev/21,26000 - Ministério da Educação,26408 - Instituto Federal do Maranhão,"1.471.048,25","44.552.461,46","43.698.081,54","4.948.728,44"
Jan/21,26000 - Ministério da Educação,26408 - Instituto Federal do Maranhão,"285.711.167,10","43.528.956,38","14.548.080,83","42.573.071,79"
Jun/21,26000 - Ministério da Educação,26408 - Instituto Federal do Maranhão,"21.986.655,90","60.051.548,38","49.242.706,59","2.351.831,04"
Mar/21,26000 - Ministério da Educação,26408 - Instituto Federal do Maranhão,"2.489.735,03","45.092.630,20","44.488.319,06","3.459.719,59"
ago/21,26000 - Ministério da Educação,26408 - Instituto Federal do Maranhão,"8.466.100,24","48.975.392,31","49.270.711,90","2.298.699,52"
mai/21,26000 - Ministério da Educação,26408 - Instituto Federal do Maranhão,"94.988.284,60","49.718.694,15","45.679.545,72","3.273.895,95"
abr/21,26000 - Ministério da Educação,26408 - Instituto Federal do Maranhão,"2.733.323,14","45.196.422,94","46.325.394,34","7.102.751,55"
Jul/21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,"9.477.733,65","35.842.132,05","45.350.856,97","1.952.544,46"
ago/21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,"20.807.758,92","36.118.813,53","35.604.193,73","1.771.894,91"
fev/21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,"1.130.768,00","31.408.980,24","31.415.877,84","3.982.710,17"
Jan/21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,"195.004.650,38","31.073.026,96","10.236.976,81","30.759.662,15"
mai/21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,"24.949.281,06","34.345.873,01","33.454.978,97","4.327.657,11"
Jun/21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,"101.040.048,01","45.182.827,08","34.658.851,73","3.047.638,64"
Mar/21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,"1.643.962,46","32.518.036,55","31.535.004,16","2.631.769,19"
abr/21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,"47.015.242,32","33.415.566,70","33.507.104,88","9.201.017,94"
abr/21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,"15.372.697,59","15.517.851,86","15.713.502,56","1.508.182,33"
Jun/21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,"23.700.595,43","22.042.327,54","16.102.866,35","613.367,15"
fev/21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,"14.900.092,21","14.770.910,88","14.252.276,73","1.751.815,91"
Jul/21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,"17.798.909,59","16.245.561,66","21.835.795,14","519.058,35"
ago/21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,"18.112.754,42","16.243.702,81","16.267.951,53","635.258,77"
mai/21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,"16.645.108,31","15.939.095,49","15.683.712,03","626.227,09"
Jan/21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,"14.346.743,71","14.199.453,08","4.701.237,89","13.074.334,17"
Mar/21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,"15.503.415,97","15.157.728,14","14.502.064,62","484.060,22"
Jan/21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,"113.598.207,22","18.887.815,68","6.261.247,53","19.524.543,70"
mai/21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,"24.284.895,06","21.761.188,68","21.569.830,35","898.078,59"
Jul/21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,"53.025.256,74","21.509.195,35","24.839.622,60","2.331.832,90"
Mar/21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,"1.186.803,35","20.472.331,79","19.195.164,68","1.230.651,90"
Jun/21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,"33.923.861,29","25.009.055,66","20.946.276,73","4.133.887,76"
ago/21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,"7.142.786,15","20.784.409,12","21.543.899,52","712.948,81"
abr/21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,"2.931.094,33","20.725.847,86","21.057.813,73","3.036.709,18"
fev/21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,"2.168.080,08","19.316.196,30","19.313.496,89","2.910.823,30"
abr/21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,"2.457.892,58","32.035.730,10","32.864.153,73","6.654.781,04"
Jul/21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,"7.676.949,41","33.606.490,67","43.537.129,43","2.556.129,08"
ago/21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,"4.740.908,33","33.430.487,10","33.611.833,12","2.022.289,66"
Jan/21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,"168.486.792,95","30.253.880,48","10.570.102,90","26.545.819,18"
mai/21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,"130.049.535,35","34.762.493,37","33.374.029,25","2.985.973,77"
Mar/21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,"1.737.098,62","31.726.492,62","30.476.378,18","1.580.753,81"
Jun/21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,"22.656.550,07","43.629.058,00","33.807.618,04","3.903.076,04"
fev/21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,"11.491.877,41","30.706.180,76","30.255.880,05","3.856.523,29"
Jan/21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,"222.829.795,73","37.041.587,73","11.251.433,44","27.560.633,61"
Mar/21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,"54.447.796,85","34.786.255,07","34.485.126,66","2.356.565,23"
mai/21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,"7.985.593,28","35.602.259,02","34.734.238,89","1.853.954,15"
fev/21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,"716.124,49","34.420.966,17","36.771.553,38","3.621.066,56"
abr/21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,"1.457.697,18","33.853.883,53","35.035.473,17","5.791.892,46"
Jun/21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,"115.715.646,99","47.863.671,03","36.256.383,88","1.852.699,27"
Jul/21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,"6.315.052,84","37.265.718,62","47.445.890,05","4.895.471,20"
ago/21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,"3.883.627,54","36.389.498,48","36.645.366,50","1.270.293,21"
Jan/21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,"207.860.925,21","32.730.703,91","10.678.617,63","32.788.745,67"
Mar/21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,"2.667.265,00","35.456.081,32","33.681.998,29","701.950,02"
abr/21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,"54.342.594,29","36.090.212,07","36.602.238,11","3.877.672,99"
ago/21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,"16.385.305,92","35.576.943,83","35.683.254,80","632.827,81"
Jul/21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,"1.815.870,58","35.715.414,87","43.588.069,09","855.109,66"
mai/21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,"8.921.195,22","35.672.504,96","36.460.946,77","1.373.832,46"
Jun/21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,"91.190.231,86","43.353.244,59","35.418.287,43","577.252,10"
fev/21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,"1.910.108,00","34.215.768,52","33.275.791,36","2.399.494,75"
Jan/21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,"193.574.910,49","40.899.063,93","12.059.683,27","22.374.224,18"
Mar/21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,"1.481.518,67","31.346.382,26","30.859.736,80","1.181.505,34"
mai/21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,"38.611.032,51","34.552.324,13","33.490.826,53","619.176,44"
abr/21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,"9.110.788,24","32.029.011,30","32.082.304,33","4.075.126,62"
fev/21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,"260.000,30","31.043.757,54","39.769.364,41","2.334.779,27"
Jul/21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,"30.673.846,01","33.534.046,26","41.434.591,67","556.069,39"
Jun/21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,"20.254.372,60","41.744.132,52","33.518.874,35","2.868.526,65"
ago/21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,"82.192.300,47","33.728.560,96","33.705.455,94","1.061.746,63"
fev/21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,"491.513,73","43.289.459,54","44.073.013,67","6.699.856,96"
ago/21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,"14.985.430,81","46.494.577,87","47.063.843,18","5.674.327,55"
Jul/21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,"53.060.906,81","47.411.245,72","55.901.970,75","6.798.975,35"
Mar/21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,"2.105.130,49","44.786.536,61","43.565.052,34","3.533.295,97"
abr/21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,"4.416.248,59","45.818.673,89","44.913.388,62","11.173.131,46"
mai/21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,"130.087.980,96","44.317.567,86","45.436.025,83","4.377.081,29"
Jun/21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,"9.888.466,91","55.039.983,65","44.973.249,60","10.788.999,18"
Jan/21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,"285.633.423,22","44.045.861,64","15.077.174,54","47.762.608,44"
Jan/21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,"209.907.251,14","33.642.979,41","11.256.278,37","27.186.657,76"
Mar/21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,"1.799.622,61","38.192.149,49","35.465.812,49","1.577.198,39"
fev/21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,"2.310.404,87","35.589.515,55","34.400.489,01","3.462.396,95"
Jun/21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,"115.787.712,28","43.849.947,33","35.022.994,29","2.072.769,42"
abr/21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,"1.892.753,24","36.212.061,90","38.752.120,52","6.261.987,24"
mai/21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,"67.980.743,64","34.813.549,77","36.041.678,88","1.655.562,34"
ago/21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,"2.093.813,04","36.401.397,54","36.130.155,90","897.099,77"
Jul/21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,"2.435.762,11","36.027.977,47","43.768.792,07","1.348.416,89"
Jul/21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,"1.712.818,15","14.387.987,24","17.622.724,16","416.248,47"
abr/21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,"735.083,04","13.770.127,68","14.006.859,72","2.864.835,07"
fev/21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,"703.523,92","13.702.176,05","13.503.634,74","1.801.279,90"
ago/21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,"3.263.465,32","14.473.923,25","14.547.459,69","305.473,04"
Jun/21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,"4.897.828,13","18.048.277,34","14.945.174,94","402.157,37"
Mar/21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,"997.345,33","14.046.034,08","13.844.916,09","1.417.871,84"
Jan/21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,"75.201.801,92","13.414.311,71","4.463.432,66","14.861.467,19"
mai/21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,"65.104.290,11","15.101.526,00","14.239.180,47","546.135,20"
Jan/21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,"123.173.602,38","21.661.610,96","7.173.640,95","18.422.887,57"
Jun/21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,"16.306.703,30","29.082.676,93","22.946.794,18","1.980.995,13"
Mar/21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,"2.534.792,77","22.591.716,05","19.185.421,21","1.334.047,84"
ago/21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,"6.061.360,75","24.917.179,81","23.095.661,72","1.568.476,45"
abr/21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,"3.634.334,71","22.431.692,40","25.532.578,95","5.422.666,08"
Jul/21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,"8.248.285,22","22.818.875,38","28.497.759,23","1.314.617,99"
mai/21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,"91.742.156,92","21.982.107,03","22.030.381,80","1.903.772,20"
fev/21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,"1.048.966,08","21.634.071,53","21.789.014,56","3.250.402,47"
mai/21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,"58.569.797,60","19.910.320,39","19.492.869,55","3.425.847,63"
ago/21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,"5.301.045,52","21.760.126,65","21.808.403,12","1.721.186,66"
Jan/21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,"19.424.950,70","18.944.466,96","6.128.758,85","20.014.221,15"
Jun/21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,"32.857.257,23","25.467.092,05","20.238.254,61","2.959.111,28"
Jul/21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,"15.031.885,51","21.869.825,97","25.645.434,06","4.278.009,83"
abr/21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,"1.161.077,22","19.316.652,05","19.448.647,30","8.199.418,93"
Mar/21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,"8.503.047,99","19.200.186,78","18.753.672,13","2.524.208,28"
fev/21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,"87.045.867,00","18.540.539,10","18.797.093,49","3.442.074,20"
abr/21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,"9.333.592,13","17.544.035,18","17.330.419,72","5.318.386,07"
fev/21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,"1.524.475,81","16.361.115,02","16.791.910,92","2.877.924,88"
mai/21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,"20.183.108,54","18.604.946,32","17.652.457,31","2.114.649,56"
Jul/21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,"3.712.300,41","17.918.889,49","22.882.922,90","2.654.154,37"
Mar/21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,"1.869.261,71","16.954.225,07","16.441.651,19","1.332.448,39"
ago/21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,"26.849.660,61","20.140.566,21","18.739.750,78","1.582.763,69"
Jun/21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,"52.205.125,00","23.942.679,80","19.419.117,76","1.951.136,77"
Jan/21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,"90.849.536,37","16.848.616,17","5.795.488,14","17.134.044,66"
ago/21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,"1.231.146,18","19.655.475,29","19.262.730,27","1.033.894,76"
Jul/21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,"1.987.379,31","19.343.971,19","23.880.772,12","1.219.396,18"
abr/21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,"1.215.861,45","18.395.768,63","19.187.324,23","3.926.581,37"
Jun/21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,"5.830.906,00","23.856.549,63","19.163.450,21","2.436.837,83"
mai/21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,"98.046.867,09","19.577.599,76","18.927.873,21","1.507.431,96"
Jan/21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,"111.589.684,82","21.766.278,73","6.546.299,63","15.071.761,48"
fev/21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,"766.818,04","17.819.172,79","21.292.360,60","2.033.846,48"
Mar/21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,"930.957,82","18.351.867,51","17.642.305,29","914.234,72"
abr/21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,"17.179.714,67","22.033.125,83","22.720.510,45","5.234.339,38"
Jul/21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,"5.056.280,89","23.923.289,70","28.137.449,50","1.440.729,04"
Jan/21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,"90.369.038,30","21.944.051,29","7.534.605,33","20.595.298,07"
ago/21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,"6.266.232,01","23.646.930,59","23.508.580,81","862.770,65"
mai/21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,"123.895.814,98","23.394.757,35","22.501.909,51","2.074.880,16"
fev/21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,"7.810.357,55","23.328.835,46","22.244.998,61","2.859.576,51"
Jun/21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,"6.883.604,80","27.868.813,05","23.585.521,22","2.289.629,69"
Mar/21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,"12.591.964,04","22.182.068,29","23.096.054,02","2.557.513,42"
mai/21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,"114.413.296,83","31.682.852,21","30.959.837,20","2.427.274,73"
Mar/21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,"32.159.090,59","30.097.261,39","29.620.289,06","2.338.531,08"
Jan/21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,"169.447.943,50","30.252.277,15","9.744.051,47","34.064.237,32"
ago/21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,"13.409.470,81","32.408.859,36","32.593.835,74","1.243.149,54"
Jun/21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,"4.364.493,64","38.555.505,98","32.298.134,48","3.540.894,23"
Jul/21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,"9.178.848,09","32.302.297,64","38.316.152,56","1.573.936,79"
fev/21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,"942.943,16","29.475.634,34","30.151.945,94","2.397.807,70"
abr/21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,"2.458.654,76","31.395.817,53","30.462.923,56","5.962.261,84"
Jul/21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,"4.729.532,85","25.401.741,13","28.856.891,12","2.836.769,71"
Mar/21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,"2.326.082,31","25.509.583,91","23.219.075,43","3.115.845,00"
ago/21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,"6.121.247,32","25.649.071,75","22.820.219,88","2.938.706,49"
mai/21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,"21.877.169,30","26.129.059,76","21.527.708,34","2.163.763,08"
abr/21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,"9.403.015,13","24.531.141,85","26.853.759,15","6.925.082,73"
Jun/21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,"95.610.422,68","28.892.138,27","29.478.913,69","5.137.611,76"
fev/21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,"1.964.962,25","23.897.359,85","24.198.375,13","13.319.037,97"
Jan/21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,"119.682.274,49","23.985.087,07","8.574.588,48","33.635.958,07"
Jan/21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,"112.957.422,02","33.834.321,23","11.192.527,07","31.873.325,96"
fev/21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,"2.102.395,65","33.151.083,92","33.754.302,42","3.398.347,59"
abr/21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,"25.898.604,24","34.467.491,09","34.151.858,31","5.872.954,17"
mai/21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,"138.583.305,52","34.770.679,51","34.873.360,72","1.913.068,68"
ago/21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,"15.849.484,87","36.272.352,24","35.870.409,42","1.026.919,97"
Jul/21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,"19.020.653,84","35.655.384,72","42.799.505,09","2.166.564,27"
Mar/21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,"20.878.266,12","33.779.922,94","32.967.564,72","-12.716.382,83"
Jun/21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,"17.443.533,73","41.910.556,42","34.726.195,30","1.832.160,98"
Jan/21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,"45.623.165,62","7.132.570,93","2.393.117,57","69.384.068,52"
fev/21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,"15.071.274,38","12.745.167,62","12.175.773,18","25.151.167,02"
abr/21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,"11.140.675,13","16.556.562,52","21.112.887,43","166.493.717,18"
ago/21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,"351.081.556,49","21.809.255,74","21.608.766,34","18.062.898,01"
Mar/21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,"18.374.238,24","18.612.932,02","14.532.840,42","137.897.556,40"
Jul/21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,"262.829.875,65","20.328.608,50","22.026.091,23","23.737.143,43"
Jun/21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,"182.722.559,69","21.499.130,50","19.419.674,75","4.073.945,61"
mai/21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,"59.669.502,07","14.896.559,99","14.862.618,66","25.536.179,01"
Mar/21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,"56.277.943,52","68.209.198,27","60.461.352,72","9.430.609,07"
abr/21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,"55.190.555,39","60.057.011,67","66.814.468,38","5.108.779,52"
Jul/21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,"73.083.936,11","62.899.112,24","80.621.024,47","1.331.236,29"
Jan/21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,"158.349.753,42","42.948.063,04","8.372.656,08","138.969.021,97"
ago/21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,"332.853.200,40","65.986.167,62","65.929.835,17","3.275.713,38"
mai/21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,"93.904.675,42","66.613.755,57","65.951.422,16","2.200.471,64"
Jun/21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,"81.526.670,75","79.330.996,94","63.229.673,33","2.867.366,37"
fev/21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,"39.406.044,76","47.728.022,17","48.056.555,55","10.108.544,78"
ago/21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,"8.774.753,72","11.925.856,90","11.601.130,75","798.895,91"
Mar/21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,"12.098.465,42","11.210.393,77","10.273.058,35","899.339,00"
Jul/21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,"11.752.696,34","11.347.984,34","13.823.584,73","1.390.247,26"
Jun/21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,"21.245.562,71","13.860.347,79","10.844.529,63","1.754.126,22"
abr/21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,"10.606.094,08","10.898.065,11","11.320.743,07","2.052.143,44"
fev/21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,"10.795.399,87","10.115.028,49","9.421.398,16","2.607.140,90"
Jan/21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,"10.123.061,34","9.381.368,46","2.815.236,75","8.370.451,42"
mai/21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,"14.032.539,43","10.539.583,13","10.952.208,74","1.777.596,09"
abr/21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,"18.683.454,09","142.909.552,65","144.644.781,27","6.704.845,87"
Jul/21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,"47.866.923,68","159.521.688,45","197.000.352,97","1.913.508,63"
Jan/21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,"1.041.295.600,94","138.153.087,59","45.862.233,42","116.502.349,29"
ago/21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,"137.702.221,83","154.585.090,67","150.125.699,48","2.890.347,61"
mai/21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,"22.000.301,31","148.032.671,98","147.031.819,75","3.651.207,54"
Mar/21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,"126.540.955,27","145.848.600,26","141.630.539,52","2.549.742,80"
fev/21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,"22.280.959,53","140.203.262,08","142.422.212,62","7.489.275,20"
Jun/21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,"265.939.431,64","179.677.521,73","140.543.271,82","7.837.851,21"
abr/21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,"16.735.593,61","20.872.365,24","20.094.410,47","5.318.181,71"
ago/21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,"22.345.854,77","20.489.847,16","17.588.069,63","2.098.857,84"
