Ano,mes,Empresa (nome),Empresa (sigla),Empresa (pais),Natureza,Passageiros,carga e correio (kg)
2020,6,ATLAS AIR INC,GTI,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,7091093
2020,6,IBÃ‰RIA LINEAS AEREAS DE ESPAÃ‘A SOCIEDAD ANONIMA OPERADORA,IBE,ESPANHA,INTERNACIONAL,0,78440
2020,6,KOREAN AIR LINES CO. LTD.,KAL,COREIA DO SUL,INTERNACIONAL,0,2128939
2020,6,KLM CIA. REAL HOLANDESA DE AVIAÃ‡ÃƒO,KLM,HOLANDA,INTERNACIONAL,7946,1519497
2020,6,KAM AIR,KMF,AFEGANISTÃƒO,INTERNACIONAL,0,90500
2020,6,LÃNEA AÃ‰REA CARGUEIRA DE COLOMBIA S.A - LANCO,LAE,COLÃ”MBIA,INTERNACIONAL,0,1377394
2020,6,LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A),LAN,CHILE,INTERNACIONAL,4725,520102
2020,6,LAN CARGO S.A.,LCO,CHILE,INTERNACIONAL,0,4097729
2020,6,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,INTERNACIONAL,0,7236924
2020,6,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,DOMÃ‰STICA,0,3239688
2020,6,AEROTRANSPORTES MAS DE CARGA S.A. DE C.V.,MAA,MÃ‰XICO,INTERNACIONAL,0,66556
2020,6,MARTINAIR HOLLAND N.V.,MPH,PAÃSES BAIXOS,INTERNACIONAL,0,1082475
2020,6,MODERN TRANSPORTE AEREO DE CARGA S.A,MWM,BRASIL,DOMÃ‰STICA,0,897838
2020,6,TWO TÃXI AÃ‰REO LTDA.,OWT,BRASIL,DOMÃ‰STICA,2611,114553
2020,6,MAP TRANSPORTES AÃ‰REOS LTDA.,PAM,BRASIL,DOMÃ‰STICA,1419,1735
2020,6,PASSAREDO TRANSPORTES AÃ‰REOS S.A.,PTB,BRASIL,DOMÃ‰STICA,0,0
2020,6,FLY PRO S.R.L.,PVV,MOLDÃVIA,INTERNACIONAL,0,69171
2020,6,QATAR AIRWAYS GROUP,QTR,QATAR,INTERNACIONAL,4720,1485770
2020,6,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,DOMÃ‰STICA,129,3004967
2020,6,SKY AIRLINE PERU S.A.C.,SKX,PERU,INTERNACIONAL,350,0
2020,6,SURINAM AIRWAYS LTD,SLM,SURINAME,INTERNACIONAL,219,348
2020,6,ASTA LINHAS AÃ‰REAS LTDA ( EX - AMÃ‰RICA DO SUL LINHAS AÃ‰REAS LTDA.),SUL,BRASIL,DOMÃ‰STICA,16,571
2020,6,"SWIFT AIR,LLC",SWQ,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,73,0
2020,6,SWISS INTERNATIONAL AIR LINES LTD.,SWR,SUÃÃ‡A,INTERNACIONAL,0,462044
2020,6,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,INTERNACIONAL,8351,1608909
2020,6,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,DOMÃ‰STICA,195098,3647626
2020,6,TAP - TRANSPORTES AÃ‰REOS PORTUGUESES S/A,TAP,PORTUGAL,INTERNACIONAL,5897,814661
2020,6,TURKISH AIRLINES INC,THY,TURQUIA,INTERNACIONAL,0,1567664
2020,6,TRANSCARGA INTERNATIONAL AIRWAYS C.A.,TIW,VENEZUELA,INTERNACIONAL,0,20900
2020,6,TAMPA CARGO S.A.,TPA,COLÃ”MBIA,INTERNACIONAL,0,1969106
2020,6,TOTAL LINHAS AÃ‰REAS S.A.,TTL,BRASIL,DOMÃ‰STICA,79,1440155
2020,6,CA TERRA AVIA SRL,TVR,MOLDÃVIA,INTERNACIONAL,0,75603
2020,6,SMARTWINGS A.S.,TVS,REPÃšBLICA TCHECA,INTERNACIONAL,21,0
2020,6,EMIRATES,UAE,EMIRADOS ÃRABES UNIDOS,INTERNACIONAL,0,533636
2020,6,"UNITED AIRLINES,INC",UAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,5550,1164046
2020,6,UPS - UNITED PARCEL SERVICE CO.,UPS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,2341299
2020,6,VIVA AIRLINES PERU SAC,VPE,PERU,INTERNACIONAL,274,0
2020,6,VIVAAIR - FASTCOLOMBIA,VVC,COLÃ”MBIA,INTERNACIONAL,152,0
2020,6,CARIBBEAN SUN AIRLINES DBA WORLD ATLANTIC AIRLINES,WAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,52,0
2020,7,"AMERICAN AIRLINES,INC.",AAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,598138
2020,7,AIR CANADA,ACA,CANADÃ,INTERNACIONAL,898,187521
2020,7,AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA,AEA,ESPANHA,INTERNACIONAL,1484,64358
2020,7,SOCIÃ‰TÃ‰ AIR FRANCE,AFR,FRANÃ‡A,INTERNACIONAL,5492,1068824
2020,7,AMERICAN JET S.A.,AJB,ARGENTINA,INTERNACIONAL,50,0
2020,7,AEROVÃAS DE MÃ‰XICO S.A DE C.V - AEROMÃ‰XICO,AMX,MÃ‰XICO,INTERNACIONAL,2662,154632
2020,7,AEROLINEAS ARGENTINAS S/A,ARG,ARGENTINA,INTERNACIONAL,316,0
2020,7,CRISTALUX S.A (AMASZONAS URUGUAY),AUZ,URUGUAI,INTERNACIONAL,916,0
2020,7,COMPAÃ‘IA DE SERVICIOS DE TRANSPORTE AEREO AMASZONAS S/A.,AZN,BOLÃVIA,INTERNACIONAL,41,0
2020,7,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,INTERNACIONAL,9039,833531
2020,7,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,DOMÃ‰STICA,577612,7124109
2020,7,BRITISH AIRWAYS PLC,BAW,INGLATERRA,INTERNACIONAL,0,884138
2020,7,BOA BOLIVIANA DE AVIACIÃ“N,BOV,BOLÃVIA,INTERNACIONAL,799,12150
2020,7,KALITTA AIR LLC,CKS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,657153
2020,7,CARGOLUX AIRLINES INTERNATIONAL S/A,CLX,LUXEMBURGO,INTERNACIONAL,0,2124140
2020,7,DEUTSCHE LUFTHANSA A.G.,DLH,ALEMANHA,INTERNACIONAL,8623,690479
2020,7,TAAG LINHAS AÃ‰REAS DA ANGOLA (ANGOLA AIRLINES),DTA,ANGOLA,INTERNACIONAL,471,11747
2020,7,ETIHAD AIRWAYS P.J.S.C.,ETD,EMIRADOS ÃRABES UNIDOS,INTERNACIONAL,178,45531
2020,7,ETHIOPIAN AIRLINES GROUP,ETH,ETIÃ“PIA,INTERNACIONAL,762,1129429
2020,7,FEDEX - FEDERAL EXPRESS CORPORATION,FDX,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,2562222
2020,7,LUFTHANSA CARGO AG,GEC,ALEMANHA,INTERNACIONAL,0,3139061
2020,7,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,DOMÃ‰STICA,675059,1641565
2020,7,ATLAS AIR INC,GTI,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,6792865
2020,7,IBÃ‰RIA LINEAS AEREAS DE ESPAÃ‘A SOCIEDAD ANONIMA OPERADORA,IBE,ESPANHA,INTERNACIONAL,0,30052
2020,7,KOREAN AIR LINES CO. LTD.,KAL,COREIA DO SUL,INTERNACIONAL,0,2314037
2020,7,SKY KG AIRLINES,KGK,QUIRGUISTÃƒO,INTERNACIONAL,0,75000
2020,7,KLM CIA. REAL HOLANDESA DE AVIAÃ‡ÃƒO,KLM,HOLANDA,INTERNACIONAL,6980,1836319
2020,7,LÃNEA AÃ‰REA CARGUEIRA DE COLOMBIA S.A - LANCO,LAE,COLÃ”MBIA,INTERNACIONAL,0,1099906
2020,7,LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A),LAN,CHILE,INTERNACIONAL,3521,60630
2020,7,LAN CARGO S.A.,LCO,CHILE,INTERNACIONAL,0,4247994
2020,7,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,DOMÃ‰STICA,0,3691972
2020,7,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,INTERNACIONAL,0,7320894
2020,7,MARTINAIR HOLLAND N.V.,MPH,PAÃSES BAIXOS,INTERNACIONAL,0,1120816
2020,7,MODERN TRANSPORTE AEREO DE CARGA S.A,MWM,BRASIL,DOMÃ‰STICA,0,767404
2020,7,TWO TÃXI AÃ‰REO LTDA.,OWT,BRASIL,DOMÃ‰STICA,2744,166273
2020,7,MAP TRANSPORTES AÃ‰REOS LTDA.,PAM,BRASIL,DOMÃ‰STICA,5503,149
2020,7,PASSAREDO TRANSPORTES AÃ‰REOS S.A.,PTB,BRASIL,INTERNACIONAL,43,0
2020,7,PASSAREDO TRANSPORTES AÃ‰REOS S.A.,PTB,BRASIL,DOMÃ‰STICA,6346,414
2020,7,QATAR AIRWAYS GROUP,QTR,QATAR,INTERNACIONAL,6016,1865643
2020,7,SOUTH AFRICAN AIRWAYS STATE OWNED COMPANY (SOC) LIMITED,SAA,ÃFRICA DO SUL,INTERNACIONAL,249,3786
2020,7,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,DOMÃ‰STICA,0,2371065
2020,7,SURINAM AIRWAYS LTD,SLM,SURINAME,INTERNACIONAL,438,0
2020,7,SOUTHERN AIR INC,SOO,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,459478
2020,7,ASTA LINHAS AÃ‰REAS LTDA ( EX - AMÃ‰RICA DO SUL LINHAS AÃ‰REAS LTDA.),SUL,BRASIL,DOMÃ‰STICA,28,922
2020,7,"SWIFT AIR,LLC",SWQ,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,16,0
2020,7,SWISS INTERNATIONAL AIR LINES LTD.,SWR,SUÃÃ‡A,INTERNACIONAL,2284,639255
2020,7,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,DOMÃ‰STICA,349849,5821023
2020,7,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,INTERNACIONAL,17952,2275118
2020,7,TAP - TRANSPORTES AÃ‰REOS PORTUGUESES S/A,TAP,PORTUGAL,INTERNACIONAL,10783,1007881
2020,7,TURKISH AIRLINES INC,THY,TURQUIA,INTERNACIONAL,0,1494879
2020,7,TAMPA CARGO S.A.,TPA,COLÃ”MBIA,INTERNACIONAL,0,2104211
2020,7,TOTAL LINHAS AÃ‰REAS S.A.,TTL,BRASIL,DOMÃ‰STICA,720,966451
2020,7,CA TERRA AVIA SRL,TVR,MOLDÃVIA,INTERNACIONAL,0,61045
2020,7,SMARTWINGS A.S.,TVS,REPÃšBLICA TCHECA,INTERNACIONAL,68,0
2020,7,EMIRATES,UAE,EMIRADOS ÃRABES UNIDOS,INTERNACIONAL,0,699329
2020,7,"UNITED AIRLINES,INC",UAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,6393,1524821
2020,7,UPS - UNITED PARCEL SERVICE CO.,UPS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,2288522
2020,7,VIVA AIRLINES PERU SAC,VPE,PERU,INTERNACIONAL,139,0
2020,7,VIVAAIR - FASTCOLOMBIA,VVC,COLÃ”MBIA,INTERNACIONAL,588,0
2020,8,"AMERICAN AIRLINES,INC.",AAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,3867,568220
2020,8,AIR CANADA,ACA,CANADÃ,INTERNACIONAL,0,222109
2020,8,AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA,AEA,ESPANHA,INTERNACIONAL,2273,150717
2020,8,SOCIÃ‰TÃ‰ AIR FRANCE,AFR,FRANÃ‡A,INTERNACIONAL,7851,1156838
2020,8,AEROVÃAS DE MÃ‰XICO S.A DE C.V - AEROMÃ‰XICO,AMX,MÃ‰XICO,INTERNACIONAL,6773,547932
2020,8,AEROLINEAS ARGENTINAS S/A,ARG,ARGENTINA,INTERNACIONAL,647,0
2020,8,SERVICIO AEREO REGIONAL REGAIR AIR LTDA,ARL,EQUADOR,INTERNACIONAL,77,2233
2020,8,AUSTRAL LINEAS AÃ‰REAS - CIELOS DEL SUR,AUT,ARGENTINA,INTERNACIONAL,497,0
2020,8,CRISTALUX S.A (AMASZONAS URUGUAY),AUZ,URUGUAI,INTERNACIONAL,745,0
2020,8,COMPAÃ‘IA DE AVIACION PARAGUAYA SOCIEDAD ANONIMA - PARANAIR (EX- AMASZONAS PARAGUAY),AZP,PARAGUAI,INTERNACIONAL,44,0
2020,8,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,DOMÃ‰STICA,777891,7961311
2020,8,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,INTERNACIONAL,8796,712017
2020,8,BRITISH AIRWAYS PLC,BAW,INGLATERRA,INTERNACIONAL,1009,1011905
2020,8,BOA BOLIVIANA DE AVIACIÃ“N,BOV,BOLÃVIA,INTERNACIONAL,952,14686
2020,8,KALITTA AIR LLC,CKS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,742887
2020,8,CARGOLUX AIRLINES INTERNATIONAL S/A,CLX,LUXEMBURGO,INTERNACIONAL,0,2378745
2020,8,COMPAÃ‘IA PANAMEÃ‘A DE AVIACION S.A. (COPA AIRLINES),CMP,PANAMÃ,INTERNACIONAL,735,1149
2020,8,DELTA AIR LINES INC.,DAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,2099,351146
2020,8,DEUTSCHE LUFTHANSA A.G.,DLH,ALEMANHA,INTERNACIONAL,9160,757869
2020,8,TAAG LINHAS AÃ‰REAS DA ANGOLA (ANGOLA AIRLINES),DTA,ANGOLA,INTERNACIONAL,446,27025
2020,8,ETHIOPIAN AIRLINES GROUP,ETH,ETIÃ“PIA,INTERNACIONAL,1139,1464834
2020,8,FEDEX - FEDERAL EXPRESS CORPORATION,FDX,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1763384
2020,8,LUFTHANSA CARGO AG,GEC,ALEMANHA,INTERNACIONAL,0,2470815
2020,8,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,DOMÃ‰STICA,779634,1733959
2020,8,ATLAS AIR INC,GTI,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,6579200
2020,8,KOREAN AIR LINES CO. LTD.,KAL,COREIA DO SUL,INTERNACIONAL,0,2441317
2020,8,KLM CIA. REAL HOLANDESA DE AVIAÃ‡ÃƒO,KLM,HOLANDA,INTERNACIONAL,7823,2079675
2020,8,LÃNEA AÃ‰REA CARGUEIRA DE COLOMBIA S.A - LANCO,LAE,COLÃ”MBIA,INTERNACIONAL,0,1210968
2020,8,LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A),LAN,CHILE,INTERNACIONAL,3100,19148
2020,8,LAN CARGO S.A.,LCO,CHILE,INTERNACIONAL,0,4712231
2020,8,LAN PERU S.A.,LPE,PERU,INTERNACIONAL,393,3363
2020,8,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,DOMÃ‰STICA,0,3163674
2020,8,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,INTERNACIONAL,0,6866902
2020,8,MARTINAIR HOLLAND N.V.,MPH,PAÃSES BAIXOS,INTERNACIONAL,0,1287953
2020,8,MODERN TRANSPORTE AEREO DE CARGA S.A,MWM,BRASIL,DOMÃ‰STICA,0,783106
2020,8,TWO TÃXI AÃ‰REO LTDA.,OWT,BRASIL,DOMÃ‰STICA,2842,170694
2020,8,PASSAREDO TRANSPORTES AÃ‰REOS S.A.,PTB,BRASIL,DOMÃ‰STICA,18412,228
2020,8,AIR EXPRESS S.A. (AIR CLASS LINEAS AEREAS) / EX-AERO V.I.P. LTDA,QCL,URUGUAI,INTERNACIONAL,2,0
2020,8,QATAR AIRWAYS GROUP,QTR,QATAR,INTERNACIONAL,5778,2171364
2020,8,SATA INTERNACIONAL - AZORES AIRLINES,RZO,PORTUGAL,INTERNACIONAL,136,0
2020,8,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,DOMÃ‰STICA,0,1787227
2020,8,SURINAM AIRWAYS LTD,SLM,SURINAME,INTERNACIONAL,238,1094
2020,8,SOUTHERN AIR INC,SOO,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1085373
2020,8,ASTA LINHAS AÃ‰REAS LTDA ( EX - AMÃ‰RICA DO SUL LINHAS AÃ‰REAS LTDA.),SUL,BRASIL,DOMÃ‰STICA,221,3258
2020,8,"SWIFT AIR,LLC",SWQ,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,82,0
2020,8,SWISS INTERNATIONAL AIR LINES LTD.,SWR,SUÃÃ‡A,INTERNACIONAL,2318,665869
2020,8,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,DOMÃ‰STICA,619056,8475657
2020,8,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,INTERNACIONAL,17808,2522539
2020,8,TAP - TRANSPORTES AÃ‰REOS PORTUGUESES S/A,TAP,PORTUGAL,INTERNACIONAL,23526,1856325
2020,8,TURKISH AIRLINES INC,THY,TURQUIA,INTERNACIONAL,0,1903702
2020,8,TRANSCARGA INTERNATIONAL AIRWAYS C.A.,TIW,VENEZUELA,INTERNACIONAL,0,1733
2020,8,TAMPA CARGO S.A.,TPA,COLÃ”MBIA,INTERNACIONAL,0,1952004
2020,8,TOTAL LINHAS AÃ‰REAS S.A.,TTL,BRASIL,DOMÃ‰STICA,196,638779
2020,8,EMIRATES,UAE,EMIRADOS ÃRABES UNIDOS,INTERNACIONAL,2039,1320022
2020,8,"UNITED AIRLINES,INC",UAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,9068,1757267
2020,8,UPS - UNITED PARCEL SERVICE CO.,UPS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,2163414
2020,8,VOLGA DNEPR AIRLINES,VDA,RÃšSSIA,INTERNACIONAL,0,106800
2020,8,VIVAAIR - FASTCOLOMBIA,VVC,COLÃ”MBIA,INTERNACIONAL,215,0
2020,9,"AMERICAN AIRLINES,INC.",AAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,5981,1166351
2020,9,AIR CANADA,ACA,CANADÃ,INTERNACIONAL,3121,409103
2020,9,ANTONOV COMPANY,ADB,UCRÃ‚NIA,INTERNACIONAL,0,82328
2020,9,AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA,AEA,ESPANHA,INTERNACIONAL,3031,224699
2020,9,SOCIÃ‰TÃ‰ AIR FRANCE,AFR,FRANÃ‡A,INTERNACIONAL,8255,1228307
2020,9,AEROVÃAS DE MÃ‰XICO S.A DE C.V - AEROMÃ‰XICO,AMX,MÃ‰XICO,INTERNACIONAL,6807,631578
2020,9,AEROLINEAS ARGENTINAS S/A,ARG,ARGENTINA,INTERNACIONAL,2195,0
2020,9,AUSTRAL LINEAS AÃ‰REAS - CIELOS DEL SUR,AUT,ARGENTINA,INTERNACIONAL,100,0
2020,9,CRISTALUX S.A (AMASZONAS URUGUAY),AUZ,URUGUAI,INTERNACIONAL,707,0
2020,9,AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA,AVA,COLÃ”MBIA,INTERNACIONAL,551,8980
2020,9,COMPAÃ‘IA DE SERVICIOS DE TRANSPORTE AEREO AMASZONAS S/A.,AZN,BOLÃVIA,INTERNACIONAL,475,0
2020,9,COMPAÃ‘IA DE AVIACION PARAGUAYA SOCIEDAD ANONIMA - PARANAIR (EX- AMASZONAS PARAGUAY),AZP,PARAGUAI,INTERNACIONAL,133,0
2020,9,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,INTERNACIONAL,10990,817226
2020,9,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,DOMÃ‰STICA,948222,8849729
2020,9,BRITISH AIRWAYS PLC,BAW,INGLATERRA,INTERNACIONAL,3705,1193864
2020,9,BOA BOLIVIANA DE AVIACIÃ“N,BOV,BOLÃVIA,INTERNACIONAL,3111,19684
2020,9,KALITTA AIR LLC,CKS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1119583
2020,9,CARGOLUX AIRLINES INTERNATIONAL S/A,CLX,LUXEMBURGO,INTERNACIONAL,0,2300233
2020,9,COMPAÃ‘IA PANAMEÃ‘A DE AVIACION S.A. (COPA AIRLINES),CMP,PANAMÃ,INTERNACIONAL,1800,4826
2020,9,DELTA AIR LINES INC.,DAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,2548,478678
2020,9,DEUTSCHE LUFTHANSA A.G.,DLH,ALEMANHA,INTERNACIONAL,7607,695028
2020,9,TAAG LINHAS AÃ‰REAS DA ANGOLA (ANGOLA AIRLINES),DTA,ANGOLA,INTERNACIONAL,252,16310
2020,9,FLY ALLWAYS N.V.,EDR,SURINAME,INTERNACIONAL,60,1113
2020,9,ETHIOPIAN AIRLINES GROUP,ETH,ETIÃ“PIA,INTERNACIONAL,1513,1066339
2020,9,FEDEX - FEDERAL EXPRESS CORPORATION,FDX,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1683913
2020,9,LUFTHANSA CARGO AG,GEC,ALEMANHA,INTERNACIONAL,0,3382970
2020,9,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,DOMÃ‰STICA,1116658,2260614
2020,9,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,INTERNACIONAL,548,645
2020,9,ATLAS AIR INC,GTI,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,6604229
2020,9,KOREAN AIR LINES CO. LTD.,KAL,COREIA DO SUL,INTERNACIONAL,0,2165496
2020,9,KLM CIA. REAL HOLANDESA DE AVIAÃ‡ÃƒO,KLM,HOLANDA,INTERNACIONAL,8877,2113018
2020,9,LÃNEA AÃ‰REA CARGUEIRA DE COLOMBIA S.A - LANCO,LAE,COLÃ”MBIA,INTERNACIONAL,0,1222993
2020,9,LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A),LAN,CHILE,INTERNACIONAL,4940,294011
2020,9,LAN CARGO S.A.,LCO,CHILE,INTERNACIONAL,0,3887482
2020,9,LAN PERU S.A.,LPE,PERU,INTERNACIONAL,361,122252
2020,9,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,DOMÃ‰STICA,0,1837163
2020,9,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,INTERNACIONAL,0,7395114
2020,9,AEROTRANSPORTES MAS DE CARGA S.A. DE C.V.,MAA,MÃ‰XICO,INTERNACIONAL,0,18068
2020,9,MARTINAIR HOLLAND N.V.,MPH,PAÃSES BAIXOS,INTERNACIONAL,0,1343856
2020,9,MODERN TRANSPORTE AEREO DE CARGA S.A,MWM,BRASIL,DOMÃ‰STICA,0,801824
2020,9,TWO TÃXI AÃ‰REO LTDA.,OWT,BRASIL,DOMÃ‰STICA,2638,182241
2020,9,MAP TRANSPORTES AÃ‰REOS LTDA.,PAM,BRASIL,DOMÃ‰STICA,8631,180
2020,9,PASSAREDO TRANSPORTES AÃ‰REOS S.A.,PTB,BRASIL,DOMÃ‰STICA,27308,46
2020,9,QATAR AIRWAYS GROUP,QTR,QATAR,INTERNACIONAL,7752,2463673
2020,9,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,DOMÃ‰STICA,623,1659282
2020,9,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,INTERNACIONAL,333,0
2020,9,SURINAM AIRWAYS LTD,SLM,SURINAME,INTERNACIONAL,575,1983
2020,9,SOUTHERN AIR INC,SOO,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1241489
2020,9,ASTA LINHAS AÃ‰REAS LTDA ( EX - AMÃ‰RICA DO SUL LINHAS AÃ‰REAS LTDA.),SUL,BRASIL,DOMÃ‰STICA,366,4716
2020,9,"SWIFT AIR,LLC",SWQ,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,94,0
2020,9,SWISS INTERNATIONAL AIR LINES LTD.,SWR,SUÃÃ‡A,INTERNACIONAL,1626,588197
2020,9,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,DOMÃ‰STICA,954296,11002005
2020,9,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,INTERNACIONAL,16825,2509716
2020,9,TAP - TRANSPORTES AÃ‰REOS PORTUGUESES S/A,TAP,PORTUGAL,INTERNACIONAL,27042,2260546
2020,9,TURKISH AIRLINES INC,THY,TURQUIA,INTERNACIONAL,0,1598555
2020,9,TAMPA CARGO S.A.,TPA,COLÃ”MBIA,INTERNACIONAL,0,2310455
2020,9,TOTAL LINHAS AÃ‰REAS S.A.,TTL,BRASIL,DOMÃ‰STICA,180,726297
2020,9,EMIRATES,UAE,EMIRADOS ÃRABES UNIDOS,INTERNACIONAL,3440,1545657
2020,9,"UNITED AIRLINES,INC",UAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,9303,1626736
2020,9,UPS - UNITED PARCEL SERVICE CO.,UPS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,2144939
2020,10,"AMERICAN AIRLINES,INC.",AAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,7808,1253126
2020,10,AIR CANADA,ACA,CANADÃ,INTERNACIONAL,3002,457767
2020,10,AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA,AEA,ESPANHA,INTERNACIONAL,2486,204129
2020,10,SOCIÃ‰TÃ‰ AIR FRANCE,AFR,FRANÃ‡A,INTERNACIONAL,10320,1356212
2020,10,AEROVÃAS DE MÃ‰XICO S.A DE C.V - AEROMÃ‰XICO,AMX,MÃ‰XICO,INTERNACIONAL,7126,783664
2020,10,AEROLINEAS ARGENTINAS S/A,ARG,ARGENTINA,INTERNACIONAL,3701,0
2020,10,AUSTRAL LINEAS AÃ‰REAS - CIELOS DEL SUR,AUT,ARGENTINA,INTERNACIONAL,174,0
2020,10,CRISTALUX S.A (AMASZONAS URUGUAY),AUZ,URUGUAI,INTERNACIONAL,413,0
2020,10,AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA,AVA,COLÃ”MBIA,INTERNACIONAL,2490,20926
2020,10,AIR X CHARTER LTD,AXY,MALTA,INTERNACIONAL,2,0
2020,10,COMPAÃ‘IA DE SERVICIOS DE TRANSPORTE AEREO AMASZONAS S/A.,AZN,BOLÃVIA,INTERNACIONAL,2262,0
2020,10,COMPAÃ‘IA DE AVIACION PARAGUAYA SOCIEDAD ANONIMA - PARANAIR (EX- AMASZONAS PARAGUAY),AZP,PARAGUAI,INTERNACIONAL,27,0
2020,10,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,DOMÃ‰STICA,1349706,10403234
2020,10,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,INTERNACIONAL,14999,1186686
2020,10,BRITISH AIRWAYS PLC,BAW,INGLATERRA,INTERNACIONAL,5530,1486423
