Index, Preço ,Marca,Modelo,Ano,Status do veículo,Milhas,Cor,Estado,País
1894," $ 13,800.00 ",ford,fusion,2019,clean vehicle,38964,blue,minnesota, usa
1895," $ 2,580.00 ",ford,door,2012,clean vehicle,102705,white,florida, usa
1896," $ 59,975.00 ",ford,f-150,2019,clean vehicle,71,white,florida, usa
1897," $ 2,500.00 ",ford,door,2012,salvage insurance,98620,white,indiana, usa
1898," $ 28,990.00 ",ford,doors,2016,clean vehicle,15825,triple yellow tri-coat,massachusetts, usa
1899," $ 50,000.00 ",ford,max,2019,clean vehicle,29499,blue,minnesota, usa
1900," $ 33,800.00 ",ford,door,2014,clean vehicle,100255,white,kentucky, usa
1901," $ 59,975.00 ",ford,f-150,2019,clean vehicle,174,black,florida, usa
1902," $ 2,500.00 ",ford,door,2013,salvage insurance,167552,gray,minnesota, usa
1903," $ 46,999.00 ",ford,doors,2016,clean vehicle,16956,magnetic metallic,new jersey, usa
1904," $ 16,700.00 ",ford,fusion,2019,clean vehicle,36896,black,minnesota, usa
1905," $ 34,700.00 ",ford,door,2013,clean vehicle,77281,white,kentucky, usa
1906," $ 28,900.00 ",ford,f-150,2019,clean vehicle,24795,black,florida, usa
1907," $ 30,800.00 ",ford,doors,2016,clean vehicle,16771,ruby red metallic tinted clearcoat,new jersey, usa
1908," $ 27,100.00 ",ford,f-150,2019,clean vehicle,28692,silver,minnesota, usa
1909," $ 13,388.00 ",ford,door,2012,clean vehicle,113821,black,louisiana, usa
1910," $ 26,000.00 ",ford,f-150,2019,clean vehicle,19793,blue,florida, usa
1911," $ 17,900.00 ",ford,doors,2016,clean vehicle,27940,shadow black,massachusetts, usa
1912," $ 23,400.00 ",ford,flex,2019,clean vehicle,24987,black,minnesota, usa
1913," $ 29,800.00 ",ford,mustang,2016,clean vehicle,18367,blue,illinois, usa
1914," $ 23,700.00 ",ford,flex,2019,clean vehicle,14109,gray,florida, usa
1915," $ 1,725.00 ",ford,door,2012,salvage insurance,158781,black,illinois, usa
1916," $ 33,995.00 ",ford,doors,2016,clean vehicle,27369,black,new jersey, usa
1917," $ 23,500.00 ",ford,flex,2019,clean vehicle,30208,white,minnesota, usa
1918," $ 32,500.00 ",ford,explorer,2019,clean vehicle,24024,black,florida, usa
1919," $ 2,500.00 ",ford,door,2016,salvage insurance,64999,blue,mississippi, usa
1920," $ 39,000.00 ",ford,f-150,2019,clean vehicle,8404,black,minnesota, usa
1921," $ 11,000.00 ",ford,focus,2018,clean vehicle,8884,gray,massachusetts, usa
1922," $ 32,500.00 ",ford,explorer,2019,clean vehicle,24126,black,florida, usa
1923, $ 800.00 ,ford,door,2012,salvage insurance,129659,black,mississippi, usa
1924," $ 26,900.00 ",ford,f-150,2019,clean vehicle,31713,black,minnesota, usa
1925," $ 11,200.00 ",ford,edge,2016,clean vehicle,109996,gray,new york, usa
1926," $ 21,000.00 ",ford,doors,2018,clean vehicle,6821,red,new york, usa
1927," $ 32,000.00 ",ford,f-150,2019,clean vehicle,17867,red,minnesota, usa
1928," $ 7,300.00 ",ford,door,2016,clean vehicle,110253,black,connecticut, usa
1929," $ 12,800.00 ",ford,escape,2018,clean vehicle,39364,black,missouri, usa
1930," $ 24,190.00 ",ford,doors,2018,clean vehicle,4018,blue,massachusetts, usa
1931," $ 29,100.00 ",ford,f-150,2019,clean vehicle,21054,red,minnesota, usa
1932," $ 29,000.00 ",ford,door,2017,clean vehicle,48309,red,massachusetts, usa
1933," $ 17,300.00 ",ford,door,2016,clean vehicle,68666,black,new york, usa
1934," $ 19,888.00 ",ford,doors,2018,clean vehicle,34071,ingot silver metallic,new jersey, usa
1935," $ 31,000.00 ",ford,f-150,2019,clean vehicle,13600,white,minnesota, usa
1936," $ 37,200.00 ",ford,door,2017,clean vehicle,44956,black,massachusetts, usa
1937," $ 8,600.00 ",ford,door,2016,clean vehicle,72607,silver,new jersey, usa
1938," $ 24,857.00 ",ford,doors,2018,clean vehicle,33815,shadow black,massachusetts, usa
1939," $ 23,500.00 ",ford,flex,2019,clean vehicle,31491,gray,minnesota, usa
1940," $ 26,100.00 ",ford,f-150,2018,clean vehicle,32149,white,mississippi, usa
1941," $ 10,800.00 ",ford,hybrid,2016,clean vehicle,26654,blue,new york, usa
1942," $ 20,995.00 ",ford,doors,2018,clean vehicle,36637,white,new york, usa
1943," $ 29,300.00 ",ford,f-150,2019,clean vehicle,17000,white,minnesota, usa
1944," $ 33,100.00 ",ford,f-150,2018,clean vehicle,15960,gray,mississippi, usa
1945," $ 13,800.00 ",ford,door,2016,clean vehicle,40774,gray,new jersey, usa
1946," $ 19,498.00 ",ford,doors,2018,clean vehicle,40338,black,new york, usa
1947," $ 14,900.00 ",ford,fusion,2019,clean vehicle,40505,gray,minnesota, usa
1948," $ 8,700.00 ",ford,door,2016,clean vehicle,30735,black,massachusetts, usa
1949," $ 20,600.00 ",ford,mustang,2019,clean vehicle,33965,gray,florida, usa
1950," $ 5,000.00 ",ford,door,2018,salvage insurance,7339,white,oklahoma, usa
1951," $ 19,995.00 ",ford,doors,2018,clean vehicle,42470,white,new york, usa
1952," $ 14,900.00 ",ford,fusion,2019,clean vehicle,40670,silver,minnesota, usa
1953," $ 19,500.00 ",ford,door,2016,clean vehicle,41233,black,massachusetts, usa
1954," $ 24,500.00 ",ford,wagon,2019,clean vehicle,13162,white,florida, usa
1955," $ 15,000.00 ",ford,fusion,2018,clean vehicle,38744,white,california, usa
1956," $ 26,985.00 ",ford,doors,2018,clean vehicle,14023,black,new york, usa
1957," $ 31,000.00 ",ford,f-150,2019,clean vehicle,9741,white,minnesota, usa
1958," $ 24,300.00 ",ford,explorer,2017,clean vehicle,31017,silver,mississippi, usa
1959," $ 16,800.00 ",ford,fusion,2019,clean vehicle,37786,gray,florida, usa
1960," $ 17,200.00 ",ford,mustang,2018,clean vehicle,32415,white,california, usa
1961," $ 34,995.00 ",ford,doors,2018,clean vehicle,10421,ruby red,new york, usa
1962," $ 24,300.00 ",ford,wagon,2019,clean vehicle,29305,white,minnesota, usa
1963," $ 26,400.00 ",ford,explorer,2017,clean vehicle,51309,white,mississippi, usa
1964," $ 16,800.00 ",ford,fusion,2019,clean vehicle,38001,black,florida, usa
1965," $ 15,500.00 ",ford,escape,2018,clean vehicle,18849,black,california, usa
1966," $ 19,440.00 ",ford,doors,2018,clean vehicle,43269,silver,new york, usa
1967," $ 16,700.00 ",ford,fusion,2019,clean vehicle,36989,silver,minnesota, usa
1968," $ 29,000.00 ",ford,door,2017,clean vehicle,29320,blue,alabama, usa
1969," $ 16,100.00 ",ford,hybrid,2019,clean vehicle,34244,white,florida, usa
1970," $ 17,200.00 ",ford,mustang,2018,clean vehicle,32938,white,california, usa
1971," $ 20,950.00 ",ford,doors,2018,clean vehicle,40793,black,new hampshire, usa
1972," $ 46,200.00 ",ford,door,2017,clean vehicle,94741,no_color,alabama, usa
1973," $ 29,400.00 ",ford,mustang,2019,clean vehicle,25011,white,florida, usa
1974," $ 2,825.00 ",ford,door,2014,salvage insurance,363810,white,montana, usa
1975," $ 32,999.00 ",ford,doors,2018,clean vehicle,6881,shadow black,new jersey, usa
1976," $ 6,600.00 ",ford,door,2014,clean vehicle,80423,orange,new jersey, usa
1977," $ 50,200.00 ",ford,door,2017,clean vehicle,92405,white,alabama, usa
1978," $ 28,300.00 ",ford,ranger,2019,clean vehicle,15436,white,florida, usa
1979," $ 12,000.00 ",ford,door,2017,salvage insurance,104665,white,california, usa
1980," $ 32,999.00 ",ford,doors,2018,clean vehicle,16194,royal crimson metallic tinted clearcoat,new jersey, usa
1981," $ 12,600.00 ",ford,door,2014,clean vehicle,48188,black,new jersey, usa
1982," $ 5,200.00 ",ford,focus,2017,clean vehicle,65164,red,alabama, usa
1983," $ 20,500.00 ",ford,mustang,2019,clean vehicle,35930,black,florida, usa
1984," $ 1,200.00 ",ford,door,2012,salvage insurance,167376,red,virginia, usa
1985," $ 35,999.00 ",ford,doors,2018,clean vehicle,13674,kona blue metallic,new jersey, usa
1986," $ 41,000.00 ",ford,srw,2019,clean vehicle,9235,silver,minnesota, usa
1987," $ 33,100.00 ",ford,door,2017,clean vehicle,103002,red,mississippi, usa
1988," $ 23,500.00 ",ford,ranger,2019,clean vehicle,12836,blue,florida, usa
1989," $ 18,799.00 ",ford,doors,2015,clean vehicle,137728,red,connecticut, usa
1990," $ 33,999.00 ",ford,doors,2018,clean vehicle,6921,magnetic metallic,new jersey, usa
1991," $ 35,000.00 ",ford,srw,2019,clean vehicle,14359,white,minnesota, usa
1992," $ 26,100.00 ",ford,wagon,2017,clean vehicle,58118,white,mississippi, usa
1993," $ 15,400.00 ",ford,fusion,2019,clean vehicle,31124,white,florida, usa
1994," $ 25,998.00 ",ford,doors,2015,clean vehicle,25734,color:,new york, usa
1995," $ 31,831.00 ",ford,doors,2018,clean vehicle,14059,black,new jersey, usa
1996," $ 40,400.00 ",ford,srw,2019,clean vehicle,13472,black,minnesota, usa
1997," $ 15,400.00 ",ford,door,2013,clean vehicle,123983,silver,connecticut, usa
1998," $ 13,500.00 ",ford,hybrid,2019,clean vehicle,35023,gray,florida, usa
1999," $ 25,995.00 ",ford,doors,2015,clean vehicle,39509,white,new hampshire, usa
2000," $ 27,990.00 ",ford,doors,2018,clean vehicle,4512,ingot silver metallic,new york, usa
2001," $ 23,985.00 ",ford,doors,2015,clean vehicle,51884,white,new jersey, usa
2002," $ 27,995.00 ",ford,doors,2018,clean vehicle,4181,gray,pennsylvania, usa
2003," $ 13,995.00 ",ford,doors,2015,clean vehicle,56703,oxford white,new york, usa
2004," $ 29,988.00 ",ford,doors,2018,clean vehicle,4712,ingot silver metallic,pennsylvania, usa
2005," $ 12,995.00 ",ford,doors,2015,clean vehicle,102800,blue,new jersey, usa
2006," $ 21,687.00 ",ford,doors,2018,clean vehicle,7109,lightning blue,pennsylvania, usa
2007," $ 25,200.00 ",ford,door,2016,clean vehicle,100943,white,alabama, usa
2008," $ 29,590.00 ",ford,doors,2015,clean vehicle,3915,green,new york, usa
2009," $ 28,999.00 ",ford,doors,2018,clean vehicle,15550,ingot silver,pennsylvania, usa
2010," $ 13,942.00 ",ford,doors,2015,clean vehicle,62542,magnetic metallic,new jersey, usa
2011," $ 15,300.00 ",ford,taurus,2018,clean vehicle,38370,silver,utah, usa
2012," $ 35,400.00 ",ford,ranger,2020,clean vehicle,671,blue,ohio, usa
2013," $ 32,700.00 ",ford,door,2016,clean vehicle,61477,silver,alabama, usa
2014," $ 13,995.00 ",ford,doors,2015,clean vehicle,73891,silver,new york, usa
2015," $ 1,850.00 ",ford,door,2014,salvage insurance,168805,black,michigan, usa
2016," $ 15,800.00 ",ford,door,2012,clean vehicle,82564,gold,florida, usa
2017," $ 36,000.00 ",ford,door,2016,clean vehicle,85649,black,mississippi, usa
2018," $ 15,495.00 ",ford,doors,2015,clean vehicle,48374,white,new york, usa
2019," $ 21,500.00 ",ford,door,2012,clean vehicle,11990,red,florida, usa
2020," $ 7,200.00 ",ford,door,2016,clean vehicle,64111,black,alabama, usa
2021," $ 17,589.00 ",ford,doors,2015,clean vehicle,28771,red,new jersey, usa
2022," $ 31,700.00 ",ford,door,2015,clean vehicle,126708,white,alabama, usa
2023," $ 31,790.00 ",ford,doors,2015,clean vehicle,27165,orange,new york, usa
2024," $ 18,100.00 ",ford,van,2015,clean vehicle,106546,white,mississippi, usa
2025," $ 14,495.00 ",ford,doors,2015,clean vehicle,54778,white,new jersey, usa
2026," $ 15,000.00 ",ford,fusion,2020,clean vehicle,11729,white,illinois, usa
2027," $ 26,400.00 ",ford,door,2015,clean vehicle,85197,black,mississippi, usa
2028," $ 27,990.00 ",ford,doors,2015,clean vehicle,19130,red,massachusetts, usa
2029," $ 19,700.00 ",ford,expedition,2015,clean vehicle,72369,white,mississippi, usa
2030," $ 15,300.00 ",ford,doors,2015,clean vehicle,59646,silver,massachusetts, usa
2031," $ 22,000.00 ",ford,door,2014,clean vehicle,68418,black,mississippi, usa
2032," $ 23,999.00 ",ford,doors,2015,clean vehicle,8400,black,new jersey, usa
2033," $ 16,488.00 ",ford,doors,2015,clean vehicle,45084,gray,new york, usa
2034," $ 12,784.00 ",ford,doors,2015,clean vehicle,67037,gray,new jersey, usa
2035," $ 23,400.00 ",ford,doors,2015,clean vehicle,64135,black,new jersey, usa
2036," $ 9,705.00 ",ford,door,2017,clean vehicle,72377,black,arkansas, usa
2037," $ 25,999.00 ",ford,doors,2015,clean vehicle,39367,oxford white,new jersey, usa
2038," $ 34,977.00 ",ford,doors,2015,clean vehicle,46540,black,pennsylvania, usa
2039," $ 19,000.00 ",ford,doors,2015,clean vehicle,40677,ingot silver metallic,new jersey, usa
2040," $ 15,995.00 ",ford,doors,2015,clean vehicle,69438,black,new york, usa
2041," $ 13,487.00 ",ford,doors,2015,clean vehicle,96246,gray,new york, usa
2042," $ 18,707.00 ",ford,doors,2015,clean vehicle,69719,white,connecticut, usa
2043," $ 15,290.00 ",ford,doors,2015,clean vehicle,75933,white platinum tri-coat metallic,new york, usa
2044," $ 15,600.00 ",ford,doors,2015,clean vehicle,54325,black,new york, usa
2045," $ 47,000.00 ",ford,expedition,2019,clean vehicle,24902,black,illinois, usa
2046," $ 16,080.00 ",ford,doors,2015,clean vehicle,31793,blue,connecticut, usa
2047," $ 50,000.00 ",ford,max,2019,clean vehicle,16505,white,illinois, usa
2048," $ 15,268.00 ",ford,doors,2015,clean vehicle,74361,black,new york, usa
2049," $ 47,500.00 ",ford,max,2019,clean vehicle,27868,black,illinois, usa
2050," $ 18,497.00 ",ford,doors,2015,clean vehicle,34011,black,massachusetts, usa
2051," $ 10,000.00 ",ford,escape,2019,clean vehicle,19993,silver,illinois, usa
2052," $ 19,995.00 ",ford,suv,2015,clean vehicle,48115,red,pennsylvania, usa
2053," $ 49,000.00 ",ford,max,2019,clean vehicle,22543,white,illinois, usa
2054," $ 17,150.00 ",ford,doors,2015,clean vehicle,67091,black,new jersey, usa
2055," $ 45,000.00 ",ford,expedition,2019,clean vehicle,28790,black,illinois, usa
2056," $ 14,295.00 ",ford,doors,2015,clean vehicle,59391,guard,new jersey, usa
2057," $ 49,000.00 ",ford,max,2019,clean vehicle,18449,black,illinois, usa
2058," $ 16,190.00 ",ford,doors,2015,clean vehicle,71824,magnetic metallic,new york, usa
2059," $ 49,000.00 ",ford,expedition,2019,clean vehicle,19304,black,illinois, usa
2060," $ 17,899.00 ",ford,doors,2015,clean vehicle,39159,magnetic metallic,new york, usa
2061," $ 26,000.00 ",ford,flex,2019,clean vehicle,18708,black,illinois, usa
2062," $ 14,000.00 ",ford,doors,2015,clean vehicle,79430,magnetic metallic,new jersey, usa
2063," $ 15,500.00 ",ford,flex,2019,clean vehicle,12393,gray,illinois, usa
2064," $ 16,888.00 ",ford,doors,2015,clean vehicle,56329,black,new york, usa
2065," $ 28,000.00 ",ford,f-150,2019,clean vehicle,12155,silver,illinois, usa
2066," $ 8,305.00 ",ford,door,2014,clean vehicle,63291,blue,arkansas, usa
2067," $ 21,822.00 ",ford,doors,2015,clean vehicle,36041,white platinum tri-coat metallic,new jersey, usa
2068," $ 15,500.00 ",ford,mustang,2019,clean vehicle,25810,red,illinois, usa
2069," $ 12,500.00 ",ford,door,2015,clean vehicle,130388,blue,arkansas, usa
2070," $ 15,995.00 ",ford,doors,2015,clean vehicle,23878,blue,new york, usa
2071," $ 16,000.00 ",ford,transit,2019,clean vehicle,15460,white,illinois, usa
2072," $ 38,200.00 ",ford,max,2018,clean vehicle,46710,white,north carolina, usa
2073," $ 12,995.00 ",ford,doors,2015,clean vehicle,65342,black,new york, usa
2074," $ 14,488.00 ",ford,doors,2015,clean vehicle,64061,tuxedo black metallic,massachusetts, usa
2075," $ 17,500.00 ",ford,door,2016,clean vehicle,93164,white,florida, usa
2076," $ 21,995.00 ",ford,doors,2015,clean vehicle,35629,blue,massachusetts, usa
2077," $ 8,500.00 ",ford,connect,2015,clean vehicle,118483,white,florida, usa
2078," $ 16,593.00 ",ford,doors,2015,clean vehicle,71573,tuxedo black metallic,massachusetts, usa
2079," $ 13,000.00 ",ford,door,2017,clean vehicle,33660,black,illinois, usa
2080," $ 14,247.00 ",ford,doors,2015,clean vehicle,61168,blue,pennsylvania, usa
2081," $ 23,500.00 ",ford,door,2017,clean vehicle,42241,gray,illinois, usa
2082," $ 16,999.00 ",ford,doors,2015,clean vehicle,21004,oxford white,pennsylvania, usa
2083," $ 25,000.00 ",ford,door,2017,clean vehicle,45003,red,illinois, usa
2084," $ 20,159.00 ",ford,doors,2015,clean vehicle,45278,oxford white,new jersey, usa
2085," $ 31,000.00 ",ford,door,2017,clean vehicle,1,black,illinois, usa
2086," $ 22,500.00 ",ford,edge,2018,clean vehicle,24747,gray,colorado, usa
2087," $ 29,500.00 ",ford,door,2017,clean vehicle,48707,black,illinois, usa
2088," $ 59,900.00 ",ford,max,2020,clean vehicle,2162,no_color,ohio, usa
2089," $ 24,000.00 ",ford,f-150,2017,clean vehicle,50874,black,illinois, usa
2090," $ 20,500.00 ",ford,f-150,2017,clean vehicle,70727,black,illinois, usa
2091," $ 27,200.00 ",ford,explorer,2019,clean vehicle,29382,gray,north carolina, usa
2092," $ 24,900.00 ",ford,f-150,2018,clean vehicle,33194,white,virginia, usa
2093," $ 24,500.00 ",ford,door,2017,clean vehicle,52084,white,illinois, usa
2094," $ 34,000.00 ",ford,expedition,2018,clean vehicle,51122,black,virginia, usa
2095," $ 28,000.00 ",ford,door,2017,clean vehicle,40286,white,illinois, usa
2096," $ 27,000.00 ",ford,f-150,2017,clean vehicle,55420,black,illinois, usa
2097," $ 34,000.00 ",ford,wagon,2018,clean vehicle,10282,black,virginia, usa
2098," $ 42,500.00 ",ford,door,2017,clean vehicle,85278,white,illinois, usa
2099," $ 33,000.00 ",ford,explorer,2018,clean vehicle,7258,black,pennsylvania, usa
2100," $ 10,200.00 ",ford,escape,2018,clean vehicle,93350,black,pennsylvania, usa
2101," $ 25,600.00 ",ford,explorer,2019,clean vehicle,37166,gray,north carolina, usa
2102," $ 16,300.00 ",ford,f-150,2018,clean vehicle,69480,white,texas, usa
2103," $ 26,500.00 ",ford,door,2016,clean vehicle,34679,white,illinois, usa
2104," $ 36,500.00 ",ford,f-150,2018,clean vehicle,24151,red,pennsylvania, usa
2105," $ 25,900.00 ",ford,explorer,2019,clean vehicle,32796,white,north carolina, usa
2106," $ 22,500.00 ",ford,door,2016,clean vehicle,67979,black,illinois, usa
2107," $ 29,000.00 ",ford,f-150,2018,clean vehicle,18690,white,pennsylvania, usa
2108, $ 825.00 ,ford,door,2012,salvage insurance,78072,white,pennsylvania, usa
2109," $ 10,500.00 ",ford,door,2016,clean vehicle,54251,red,illinois, usa
2110," $ 32,000.00 ",ford,f-150,2018,clean vehicle,32262,white,pennsylvania, usa
2111," $ 27,700.00 ",ford,f-650,2015,clean vehicle,92358,white,texas, usa
2112," $ 4,000.00 ",ford,door,2015,clean vehicle,90740,red,illinois, usa
2113," $ 38,800.00 ",ford,f-150,2018,clean vehicle,35225,black,pennsylvania, usa
2114," $ 26,200.00 ",ford,f-650,2015,clean vehicle,129063,white,texas, usa
2115," $ 19,500.00 ",ford,wagon,2018,clean vehicle,49985,white,wisconsin, usa
2116," $ 11,700.00 ",ford,escape,2015,clean vehicle,52340,black,illinois, usa
2117," $ 34,000.00 ",ford,f-150,2018,clean vehicle,21406,black,pennsylvania, usa
2118," $ 38,600.00 ",ford,srw,2019,clean vehicle,16619,white,florida, usa
2119," $ 21,500.00 ",ford,door,2015,clean vehicle,41293,black,illinois, usa
2120," $ 38,500.00 ",ford,f-150,2018,clean vehicle,37053,black,pennsylvania, usa
2121," $ 38,500.00 ",ford,f-150,2018,clean vehicle,34532,black,pennsylvania, usa
2122," $ 12,000.00 ",ford,taurus,2017,clean vehicle,13328,blue,missouri, usa
2123," $ 30,500.00 ",ford,f-150,2018,clean vehicle,56836,off-white,pennsylvania, usa
2124," $ 11,300.00 ",ford,door,2016,clean vehicle,48080,orange,missouri, usa
2125," $ 29,500.00 ",ford,f-150,2018,clean vehicle,12271,gray,pennsylvania, usa
2126," $ 16,100.00 ",ford,expedition,2014,clean vehicle,97318,white,missouri, usa
2127," $ 32,500.00 ",ford,f-150,2018,clean vehicle,12717,red,pennsylvania, usa
2128," $ 29,000.00 ",ford,mustang,2019,clean vehicle,12764,black,texas, usa
2129," $ 30,000.00 ",ford,f-150,2018,clean vehicle,19951,red,pennsylvania, usa
2130," $ 26,000.00 ",ford,explorer,2019,clean vehicle,32458,white,north carolina, usa
2131," $ 26,000.00 ",ford,f-150,2018,clean vehicle,21616,gray,pennsylvania, usa
2132," $ 18,500.00 ",ford,escape,2019,clean vehicle,17755,blue,north carolina, usa
2133," $ 12,000.00 ",ford,door,2017,clean vehicle,73846,gray,texas, usa
2134," $ 30,000.00 ",ford,f-150,2018,clean vehicle,15771,blue,pennsylvania, usa
2135," $ 14,700.00 ",ford,escape,2019,clean vehicle,29168,silver,north carolina, usa
2136," $ 25,000.00 ",ford,door,2017,clean vehicle,159182,red,texas, usa
2137," $ 26,550.00 ",ford,f-150,2018,clean vehicle,15296,white,pennsylvania, usa
2138," $ 27,000.00 ",ford,explorer,2019,clean vehicle,30476,white,north carolina, usa
2139," $ 34,000.00 ",ford,door,2016,clean vehicle,131754,white,texas, usa
2140," $ 27,500.00 ",ford,f-150,2018,clean vehicle,26095,gray,pennsylvania, usa
2141," $ 25,500.00 ",ford,f-150,2018,clean vehicle,22107,gray,pennsylvania, usa
2142," $ 13,500.00 ",ford,ecosport,2019,clean vehicle,31207,brown,north carolina, usa
2143," $ 4,000.00 ",ford,door,2015,clean vehicle,112810,gray,texas, usa
2144," $ 25,700.00 ",ford,f-150,2018,clean vehicle,19058,white,pennsylvania, usa
2145," $ 29,000.00 ",ford,door,2015,clean vehicle,109137,white,texas, usa
2146," $ 30,500.00 ",ford,f-150,2018,clean vehicle,24058,black,pennsylvania, usa
2147," $ 30,000.00 ",ford,f-150,2018,clean vehicle,6967,black,pennsylvania, usa
2148," $ 9,000.00 ",ford,door,2014,clean vehicle,118340,gray,texas, usa
2149," $ 19,000.00 ",ford,f-150,2018,clean vehicle,36145,white,pennsylvania, usa
2150," $ 25,800.00 ",ford,explorer,2019,clean vehicle,33942,silver,north carolina, usa
2151," $ 26,500.00 ",ford,f-150,2018,clean vehicle,38868,gray,pennsylvania, usa
2152," $ 29,300.00 ",ford,explorer,2019,clean vehicle,36190,red,north carolina, usa
2153," $ 6,300.00 ",ford,fiesta,2018,clean vehicle,37177,black,pennsylvania, usa
2154," $ 25,400.00 ",ford,explorer,2019,clean vehicle,39267,white,north carolina, usa
2155," $ 26,000.00 ",ford,f-150,2018,clean vehicle,33350,gray,pennsylvania, usa
2156," $ 7,000.00 ",ford,focus,2017,clean vehicle,57889,black,north carolina, usa
2157," $ 25,900.00 ",ford,f-150,2018,clean vehicle,34081,red,pennsylvania, usa
2158," $ 9,700.00 ",ford,fiesta,2019,clean vehicle,26821,gray,north carolina, usa
2159," $ 27,000.00 ",ford,f-150,2018,clean vehicle,40577,black,pennsylvania, usa
2160," $ 9,100.00 ",ford,fiesta,2019,clean vehicle,52355,black,north carolina, usa
2161," $ 28,000.00 ",ford,f-150,2018,clean vehicle,30620,red,pennsylvania, usa
2162," $ 25,700.00 ",ford,flex,2019,clean vehicle,22019,black,north carolina, usa
2163," $ 27,500.00 ",ford,f-150,2018,clean vehicle,36742,black,pennsylvania, usa
2164," $ 9,400.00 ",ford,fiesta,2019,clean vehicle,32473,white,north carolina, usa
2165," $ 25,500.00 ",ford,f-150,2018,clean vehicle,43406,blue,pennsylvania, usa
2166," $ 20,500.00 ",ford,flex,2019,clean vehicle,34696,white,north carolina, usa
2167," $ 21,500.00 ",ford,f-150,2018,clean vehicle,43519,gray,pennsylvania, usa
2168," $ 12,800.00 ",ford,hybrid,2019,clean vehicle,37716,gray,north carolina, usa
2169," $ 23,900.00 ",ford,f-150,2018,clean vehicle,41627,white,pennsylvania, usa
2170," $ 9,400.00 ",ford,fiesta,2019,clean vehicle,29986,gray,north carolina, usa
2171," $ 26,900.00 ",ford,f-150,2018,clean vehicle,41496,silver,pennsylvania, usa
2172," $ 25,500.00 ",ford,flex,2019,clean vehicle,20613,gray,north carolina, usa
2173," $ 27,000.00 ",ford,f-150,2018,clean vehicle,33475,blue,pennsylvania, usa
2174," $ 9,300.00 ",ford,fiesta,2019,clean vehicle,32305,silver,north carolina, usa
2175," $ 14,400.00 ",ford,fusion,2018,clean vehicle,38148,black,pennsylvania, usa
2176," $ 19,000.00 ",ford,flex,2019,clean vehicle,39976,red,north carolina, usa
2177," $ 14,000.00 ",ford,fusion,2018,clean vehicle,50513,white,pennsylvania, usa
2178," $ 13,600.00 ",ford,fusion,2019,clean vehicle,31408,gray,north carolina, usa
2179," $ 19,200.00 ",ford,transit,2018,clean vehicle,41351,white,pennsylvania, usa
2180," $ 13,600.00 ",ford,fusion,2019,clean vehicle,32038,red,north carolina, usa
2181," $ 18,600.00 ",ford,transit,2018,clean vehicle,38279,white,pennsylvania, usa
2182," $ 13,700.00 ",ford,fusion,2019,clean vehicle,30471,red,north carolina, usa
2183," $ 18,200.00 ",ford,transit,2018,clean vehicle,41569,white,pennsylvania, usa
2184," $ 13,800.00 ",ford,fusion,2019,clean vehicle,31142,silver,north carolina, usa
2185," $ 22,000.00 ",ford,wagon,2018,clean vehicle,31598,black,pennsylvania, usa
2186," $ 13,700.00 ",ford,fusion,2019,clean vehicle,31380,silver,north carolina, usa
2187," $ 28,000.00 ",ford,wagon,2018,clean vehicle,22179,black,pennsylvania, usa
2188," $ 13,800.00 ",ford,fusion,2019,clean vehicle,29266,white,north carolina, usa
2189," $ 18,600.00 ",ford,transit,2018,clean vehicle,42156,white,pennsylvania, usa
2190," $ 13,700.00 ",ford,fusion,2019,clean vehicle,30875,red,north carolina, usa
2191," $ 13,700.00 ",ford,fusion,2019,clean vehicle,30609,silver,north carolina, usa
2192," $ 13,800.00 ",ford,fusion,2019,clean vehicle,29508,silver,north carolina, usa
2193," $ 17,700.00 ",ford,hybrid,2019,clean vehicle,12837,gray,north carolina, usa
2194," $ 13,900.00 ",ford,fusion,2019,clean vehicle,29633,white,north carolina, usa
2195," $ 13,900.00 ",ford,fusion,2019,clean vehicle,27461,no_color,north carolina, usa
2196," $ 50,500.00 ",ford,f-650,2018,clean vehicle,74961,white,pennsylvania, usa
2197," $ 13,600.00 ",ford,fusion,2019,clean vehicle,32154,gray,north carolina, usa
2198," $ 55,000.00 ",ford,srw,2018,clean vehicle,37245,black,pennsylvania, usa
2199," $ 13,800.00 ",ford,fusion,2019,clean vehicle,29345,white,north carolina, usa
2200," $ 56,000.00 ",ford,srw,2018,clean vehicle,25371,black,pennsylvania, usa
2201," $ 13,800.00 ",ford,fusion,2019,clean vehicle,30054,silver,north carolina, usa
2202," $ 45,800.00 ",ford,srw,2018,clean vehicle,11173,white,pennsylvania, usa
2203," $ 13,800.00 ",ford,fusion,2019,clean vehicle,30902,no_color,north carolina, usa
2204," $ 5,500.00 ",nissan,sentra,2018,clean vehicle,31231,silver,north carolina, usa
2205," $ 14,400.00 ",nissan,altima,2020,clean vehicle,10728,gray,arizona, usa
2206," $ 11,450.00 ",nissan,sport,2018,clean vehicle,35374,white,florida, usa
2207," $ 11,000.00 ",nissan,sport,2018,clean vehicle,36715,black,florida, usa
2208," $ 11,450.00 ",nissan,sport,2018,clean vehicle,33437,red,florida, usa
2209," $ 11,000.00 ",nissan,sport,2018,clean vehicle,36788,black,florida, usa
2210," $ 11,200.00 ",nissan,sport,2018,clean vehicle,35491,black,florida, usa
2211," $ 11,400.00 ",nissan,sport,2018,clean vehicle,33644,black,florida, usa
