FID,gid,UF,nome,Censo,PIB,Pop_est_2009,PIB_percapita,Descrição,legenda,classe
vw_pib_percapita.fid--5b279956_17f92acfb81_-1d60,2087,MARANHÃO,Bom Jardim,2010,2556055625,39224,651656005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-1b7d,3111,MINAS GERAIS,Capitão Andrade,2010,2614063671875,5087,513870996094,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-1b1a,5033,SÃO PAULO,Cabreúva,2010,1091386375,42700,2555940039062,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_-1afd,4265,SÃO PAULO,Charqueada,2010,1655780625,15423,1073579003906,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-1ac9,955,GOIÁS,Carmo do Rio Verde,2010,114121578125,9481,1203687011719,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-1ab8,3582,MINAS GERAIS,Itatiaiuçu,2010,3299796875,9364,352391796875,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_-1ab6,4738,SÃO PAULO,Piquete,2010,1045446328125,14709,710752978516,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-1ab3,3081,MINAS GERAIS,São João do Manhuaçu,2010,73657171875,9881,745443017578,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-1aae,4056,PARANÁ,Itambaracá,2010,62068484375,7128,870770019531,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-1aac,3860,PARANÁ,Céu Azul,2010,26827378125,11413,2350598046875,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_-1a67,494,RIO GRANDE DO SUL,Boqueirão do Leão,2010,86161296875,8097,1064113964844,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-1a57,4397,BAHIA,Cotegipe,2010,53177484375,14191,374727001953,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-19d,1083,GOIÁS,Alexânia,2010,30436184375,20706,1469920996094,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-195a,3827,RONDÔNIA,Corumbiara,2010,19281028125,9680,1991841992188,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-18f6,4884,SÃO PAULO,Tejupá,2010,4876762890625,5067,962455957031,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-18e9,4864,SÃO PAULO,Sud Mennucci,2010,1297713046875,8141,1594045996094,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-18b2,1948,RIO DE JANEIRO,Resende,2010,5011075,130035,38536359375,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_-1874,556,RIO GRANDE DO SUL,Riozinho,2010,587705390625,4664,1260088964844,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-181d,1576,ESPIRITO SANTO,Jerônimo Monteiro,2010,722318515625,11235,642918017578,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-17ef,1533,CEARÁ,Icó,2010,238603390625,65612,363658007812,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-167d,1294,ESPIRITO SANTO,Marataízes,2010,27764621875,32502,854244042969,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-165c,4403,BAHIA,Dário Meira,2010,474031796875,12331,384422998047,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-158d,4086,MATO GROSSO,Curvelândia,2010,3734152734375,5039,7411,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-14b8,3396,MINAS GERAIS,Virgem da Lapa,2010,5556140234375,14685,378355004883,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-13c3,3227,MINAS GERAIS,Confins,2010,1137906,6072,1874021875,Produto Interno Bruto per capita,133669.00 - ,5
vw_pib_percapita.fid--5b279956_17f92acfb81_-13a3,4145,PARANÁ,Iracema do Oeste,2010,3655237109375,2567,1423933007812,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-1337,4838,SÃO PAULO,Santópolis do Aguapeí,2010,4216501953125,4234,995866992188,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-132b,4742,SÃO PAULO,Pirangi,2010,1193228359375,10807,11041,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-12fe,621,RIO GRANDE DO SUL,Nonoai,2010,1901890625,12601,1509316992188,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_-1269,3216,MINAS GERAIS,Comendador Gomes,2010,1022375859375,3252,3143836914062,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_-10d6,3681,MINAS GERAIS,Luisburgo,2010,46316453125,6482,714539990234,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-10c5,5203,PIAUÍ,Nazaré do Piauí,2010,2363763085938,7070,334337011719,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-10bc,4453,BAHIA,Formosa do Rio Preto,2010,5336631875,22171,240703203125,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_-108,533,RIO GRANDE DO SUL,Itaara,2010,4571033984375,4812,949924023438,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_-1000,1522,SERGIPE,Boquim,2010,139721828125,25270,552916015625,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_f9b,4135,MATO GROSSO,Sinop,2010,1813363,114051,1589958007812,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_f7,3732,MINAS GERAIS,Mateus Leme,2010,33775253125,26862,1257362011719,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_f32,929,GOIÁS,Cachoeira Alta,2010,132794640625,8235,1612563964844,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_f21,4355,SÃO PAULO,Urânia,2010,874929765625,9007,971388964844,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_ec1,3850,RONDÔNIA,Cacaulândia,2010,1025277109375,5736,178744296875,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_eb7,3123,MINAS GERAIS,Carmésia,2010,1315190039062,2712,484952001953,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_e7c,1585,MARANHÃO,Cantanhede,2010,594573125,19564,303912011719,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_e75,3008,MINAS GERAIS,Cambuí,2010,32656571875,26365,1238633007812,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_e67,1335,RIO GRANDE DO SUL,Taquara,2010,5633924375,55473,1015616015625,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_e65,1628,MARANHÃO,Governador Newton Bello,2010,521232421875,11642,447716992188,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_e4c,4939,SANTA CATARINA,Saudades,2010,138512796875,8929,1551269042969,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_e43,1760,RIO GRANDE DO NORTE,Antônio Martins,2010,2955855664062,7245,407986010742,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_df8,2398,PARÁ,Tracuateua,2010,695029765625,27825,249786010742,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_ded,2709,MINAS GERAIS,Piedade dos Gerais,2010,2706794140625,4762,568414990234,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_dc7,3655,PERNAMBUCO,Brejão,2010,5074840234375,9780,5189,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_d6a,4894,BAHIA,Boa Nova,2010,505799765625,15427,327866992188,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_c31,1979,MARANHÃO,Balsas,2010,1120221375,83617,1339704980469,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_ba,367,RIO GRANDE DO SUL,Humaitá,2010,713224453125,4999,1426733984375,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_b0c,1993,RIO DE JANEIRO,Niterói,2010,10800670,479384,2253031054688,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acf41e_adc,565,RIO GRANDE DO SUL,Segredo,2010,830603828125,7301,1137658007812,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_ad5,283,RIO GRANDE DO SUL,Salvador das Missões,2010,63773171875,2671,23876140625,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acf41e_ac5,1804,MARANHÃO,Paulo Ramos,2010,90368515625,16236,556593017578,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_a95,106,BAHIA,Pé de Serra,2010,572156796875,14788,386906005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_a77,308,RIO GRANDE DO SUL,Pantano Grande,2010,14497521875,9794,1480245019531,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_a5a,1805,MARANHÃO,Pedreiras,2010,215696484375,38934,554004980469,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_a4f,3798,PARANÁ,Itaperuçu,2010,174329203125,23501,741795019531,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_a3e,576,RIO GRANDE DO SUL,Campos Borges,2010,461836484375,3693,1250573046875,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_a1c,3284,MINAS GERAIS,Coromandel,2010,47581328125,28296,168155703125,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_a10,2095,RIO GRANDE DO NORTE,Barcelona,2010,1738198242188,4042,430033984375,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_a04,4871,SÃO PAULO,Taiúva,2010,5491661328125,5505,997576953125,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_9f6,773,GOIÁS,Araçu,2010,3186168945312,3946,807443017578,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_9f5,2041,RIO GRANDE DO NORTE,Passa e Fica,2010,480880234375,10954,4390,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_9dc,2490,MARANHÃO,São Mateus do Maranhão,2010,117996625,39622,297806005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_9d4,2708,MINAS GERAIS,Piedade do Rio Grande,2010,17316503125,4871,3555019921875,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acf41e_9d0,1569,RIO GRANDE DO SUL,Imbé,2010,188084265625,16301,1153820019531,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_9c8,5360,TOCANTINS,Monte Santo do Tocantins,2010,1788196875,1914,934271972656,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_9c7,3658,PERNAMBUCO,São Bento do Una,2010,26740034375,49372,541602978516,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_87a,1203,AMAZONAS,Manicoré,2010,2390061875,46773,510991992188,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_862,721,ALAGOAS,Belo Monte,2010,3060325585938,7510,4075,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_7f6b,1477,MATO GROSSO DO SUL,Pedro Gomes,2010,1120909921875,8537,1313001953125,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_7f2a,2579,MINAS GERAIS,Morro da Garça,2010,39328984375,2966,1325994042969,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_7d3,5421,PIAUÍ,Batalha,2010,819776875,26681,307251000977,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_7c7e,5503,AMAZONAS,Jutaí,2010,68712,16791,409218994141,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_7c3e,954,GOIÁS,Campos Verdes,2010,2944941210938,6093,483331982422,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_7bd6,606,PIAUÍ,Caraúbas do Piauí,2010,2070253710938,5595,370018994141,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_7bb6,2220,PARÁ,Brejo Grande do Araguaia,2010,327090234375,7688,425456005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_7bb1,4345,SÃO PAULO,Tuiuti,2010,680140390625,6284,1082337011719,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_7bae,5522,SANTA CATARINA,Santa Helena,2010,341161953125,2484,1373437988281,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_7b82,1044,PIAUÍ,São Julião,2010,2074942382812,6111,339541992188,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_7b55,5396,SANTA CATARINA,Mirim Doce,2010,627800703125,2583,2430509960938,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acf41e_7ae5,36,RIO GRANDE DO SUL,Feliz,2010,186196921875,12198,1526454980469,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_7acc,963,GOIÁS,Cidade Ocidental,2010,21290928125,52380,406470996094,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_7ab6,781,ALAGOAS,São Miguel dos Campos,2010,52421028125,54064,969611035156,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_797e,3867,PARANÁ,Cascavel,2010,4991770,296254,1684963085938,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_78e3,2977,PARANÁ,Santa Helena,2010,28776559375,24198,1189212011719,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_7877,4695,SÃO PAULO,Olímpia,2010,931039375,50602,1839925976562,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_785f,2516,PARAÍBA,Tacima,2010,34821,9854,353366992188,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_77ff,2707,MINAS GERAIS,Piedade de Ponte Nova,2010,3106896875,4273,7271,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_76f8,965,GOIÁS,Colinas do Sul,2010,2158093164062,4026,536039013672,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_7613,2310,PARÁ,Pau_D'Arco,2010,363845546875,6522,557874023438,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_7585,1903,RIO DE JANEIRO,Mesquita,2010,1506850625,190056,792845996094,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_74bb,5109,PARANÁ,Palmas,2010,41596496875,43409,958245996094,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_7495,1240,SERGIPE,Simão Dias,2010,23832446875,38343,621558984375,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_7433,472,SÃO PAULO,São Simão,2010,217419265625,14329,1517337011719,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_73ef,3783,SÃO PAULO,Herculândia,2010,113647359375,9125,1245450976562,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_73e8,1164,PIAUÍ,Luzilândia,2010,842022109375,25099,335480004883,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_73df,3297,MINAS GERAIS,Cristiano Otoni,2010,371447109375,5039,737143994141,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_717,3161,MINAS GERAIS,São Roque de Minas,2010,101647859375,6301,1613201953125,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_6e0c,3684,MINAS GERAIS,Luz,2010,245971703125,17835,1379151953125,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_6d92,5043,SÃO PAULO,Franco da Rocha,2010,1564532625,131366,1190971972656,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_6d84,574,RIO GRANDE DO SUL,Cruzaltense,2010,2806995703125,2266,1238745019531,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_6d39,5433,SANTA CATARINA,Nova Trento,2010,1693618125,12025,1408413964844,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_6d1a,2904,MINAS GERAIS,Barão de Cocais,2010,34917484375,28074,1243766015625,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_6ce2,2685,ESPIRITO SANTO,Viana,2010,893107,60829,1468225976562,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_6cd7,5229,TOCANTINS,Novo Alegre,2010,1406619335938,1802,780587988281,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_6c88,2919,MINAS GERAIS,Bicas,2010,958209765625,14309,669654980469,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_6b2,1122,GOIÁS,Trombas,2010,2223945703125,3683,603841015625,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_6ae,2353,PARAÍBA,Cacimba de Areia,2010,14722625,3604,408508007812,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_698f,4080,MATO GROSSO,Sorriso,2010,2339762,60028,389778515625,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acf41e_697,3921,BAHIA,Andaraí,2010,4872901953125,14609,333555004883,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_6914,4223,SÃO PAULO,Birigui,2010,1409186625,110911,1270555957031,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_6905,1467,ESPIRITO SANTO,Piúma,2010,1270820078125,17212,738333984375,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_68e1,5416,TOCANTINS,Rio dos Bois,2010,296702109375,2136,1389054980469,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_6881,404,RIO GRANDE DO SUL,Arroio Grande,2010,31398240625,18748,1674751953125,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_687a,3956,PARANÁ,Santa Inês,2010,2055297460938,1882,109208203125,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_6877,1285,ESPIRITO SANTO,Apiacá,2010,482171796875,7883,611660009766,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_680e,368,RIO GRANDE DO SUL,Nova Candelária,2010,64413734375,2789,23095640625,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acf41e_67f7,92,BAHIA,Olindina,2010,9240946875,24557,376306005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_6774,122,BAHIA,Ruy Barbosa,2010,125032375,30422,410993017578,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_675d,2161,PARAÍBA,Vieirópolis,2010,167453203125,4908,341184008789,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_667f,5088,SÃO PAULO,São Paulo,2010,389317152,11037593,352719296875,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acf41e_6632,5290,SANTA CATARINA,Fraiburgo,2010,50560665625,36469,1386400976562,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_658b,3577,MINAS GERAIS,Itanhomi,2010,6397562109375,12357,517727978516,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_654d,1686,RIO GRANDE DO NORTE,Florânia,2010,4197634375,8487,494595996094,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_6544,5037,SÃO PAULO,Carapicuíba,2010,3068291,392701,781329980469,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_6503,376,RIO GRANDE DO SUL,Mormaço,2010,4858873046875,2713,1790958984375,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_64f3,5516,SANTA CATARINA,Rodeio,2010,1330495625,11215,1186354003906,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_6417,750,ACRE,Xapuri,2010,15026234375,15079,996500976562,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_63ec,4188,SÃO PAULO,Américo de Campos,2010,495328203125,5488,902566015625,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_637b,5078,SÃO PAULO,Pirapora do Bom Jesus,2010,1237983671875,15706,788222998047,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_636c,3539,PARANÁ,Sulina,2010,4249537109375,3434,1237488964844,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_6321,5525,SANTA CATARINA,Santa Terezinha,2010,134408484375,9363,1435528027344,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_630b,5085,SÃO PAULO,Santana de Parnaíba,2010,3233583,114321,2828511914062,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acf41e_627f,2439,MARANHÃO,São João Batista,2010,4776142578125,18570,25719699707,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_619e,5549,TOCANTINS,Aragominas,2010,38742546875,5555,697435986328,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_612f,2947,MINAS GERAIS,Santa Maria do Salto,2010,2549865429688,5989,425758007812,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_611a,3735,MINAS GERAIS,Matipó,2010,1571433125,17017,923449023438,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_6110,4589,SÃO PAULO,Júlio Mesquita,2010,3281591015625,4539,722977001953,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_60b1,5128,PIAUÍ,Santa Cruz do Piauí,2010,1940903515625,5969,325163989258,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_6044,1182,GOIÁS,Palmeiras de Goiás,2010,42638515625,22798,1870274023438,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_600d,1338,PIAUÍ,Eliseu Martins,2010,1776377539062,4923,360832006836,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_6003,1669,RIO GRANDE DO NORTE,Riachuelo,2010,294798203125,7171,411097998047,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_5fed,695,PIAUÍ,Pajeú do Piauí,2010,1215956835938,3802,319819995117,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acf41e_5ea7,1061,GOIÁS,Montes Claros de Goiás,2010,1042655703125,8070,1292015039062,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_5e4a,3975,MATO GROSSO,Ribeirãozinho,2010,3289005078125,2194,1499091015625,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acf41e_5e15,5171,SANTA CATARINA,Antônio Carlos,2010,25549778125,7466,3422151171875,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acf41e_5dd7,5538,TOCANTINS,Itaporã do Tocantins,2010,312610703125,3135,997162988281,Produto Interno Bruto per capita,9639.65 - 22144.80,2
